,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.551
agreement_subject_verb-across_prepositional_phrase,0.506
agreement_subject_verb-across_relative_clause,0.4925
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.4975
anaphor_agreement-pronoun_gender,0.5185
argument_structure-dropped_argument,0.796
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.698
binding-principle_a,0.29
case-subjective_pronoun,0.998
ellipsis-n_bar,0.2495
filler-gap-wh_question_object,0.4215
filler-gap-wh_question_subject,0.8925
irregular-verb,0.662
island-effects-adjunct_island,0.5785
island-effects-coordinate_structure_constraint,0.3215
local_attractor-in_question_with_aux,0.5655
npi_licensing-matrix_question,0.4285
npi_licensing-only_npi_licensor,0.8035
quantifiers-existential_there,0.674
quantifiers-superlative,0.4215
