,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 439.3825988769531), (1, 344.7928161621094)]","[(0, 1672.2623291015625), (1, 1772.08447265625)]","[(0, 2255.324951171875), (1, 1789.2239990234375)]","[(0, 2277.973388671875), (1, 2538.75830078125)]","[(0, 300.9419250488281), (1, 165.55287170410156)]","[(0, 535.3610229492188), (1, 206.90182495117188)]","[(0, 3215.711181640625), (1, 2580.827880859375)]","[(0, 1631.593017578125), (1, 286.80828857421875)]","[(0, 4459.56396484375), (1, 1360.18359375)]","[(0, 29493.111328125), (1, 21414.6875)]","[(0, 6558.73046875), (1, 6959.89404296875)]","[(0, 2488.165771484375), (1, 1164.41455078125)]","[(0, 8194.9501953125), (1, 10836.353515625)]","[(0, 1927.04150390625), (1, 1326.8876953125)]","[(0, 3002.224365234375), (1, 1795.920166015625)]","[(0, 1269.7666015625), (1, 1081.755615234375)]","[(0, 1649.1798095703125), (1, 1319.7421875)]","[(0, 1139.92333984375), (1, 1200.9296875)]","[(0, 699.5338134765625), (1, 617.3054809570312)]","[(0, 906.0326538085938), (1, 418.2103576660156)]","[(0, 5183.318359375), (1, 4465.896484375)]","[(0, 2235.73046875), (1, 1464.8043212890625)]","[(0, 635.7778930664062), (1, 668.9339599609375)]"
1,"[(0, 2069.978515625), (1, 1988.6844482421875)]","[(0, 1430.6441650390625), (1, 1565.4527587890625)]","[(0, 2496.567138671875), (1, 1988.3546142578125)]","[(0, 1133.7105712890625), (1, 1230.190673828125)]","[(0, 183.04388427734375), (1, 123.28331756591797)]","[(0, 429.34002685546875), (1, 148.42916870117188)]","[(0, 1546.6444091796875), (1, 2265.4619140625)]","[(0, 1528.364501953125), (1, 244.3561248779297)]","[(0, 1682.4730224609375), (1, 587.6612548828125)]","[(0, 9319.2041015625), (1, 6759.67041015625)]","[(0, 7400.5908203125), (1, 8160.75927734375)]","[(0, 1650.176513671875), (1, 785.5369873046875)]","[(0, 9989.2783203125), (1, 7091.71923828125)]","[(0, 2158.871826171875), (1, 1538.0404052734375)]","[(0, 3962.354248046875), (1, 2449.47607421875)]","[(0, 1033.0894775390625), (1, 941.7830810546875)]","[(0, 1311.9749755859375), (1, 1104.1463623046875)]","[(0, 1127.5328369140625), (1, 1602.0123291015625)]","[(0, 3026.5791015625), (1, 2651.521240234375)]","[(0, 997.9651489257812), (1, 617.2863159179688)]","[(0, 2294.760498046875), (1, 2089.077392578125)]","[(0, 1737.3975830078125), (1, 1188.682373046875)]","[(0, 3956.0146484375), (1, 3711.801513671875)]"
2,"[(0, 755.7638549804688), (1, 748.1737670898438)]","[(0, 1249.2119140625), (1, 1138.777587890625)]","[(0, 1995.623779296875), (1, 1637.326171875)]","[(0, 1840.9022216796875), (1, 2065.6962890625)]","[(0, 236.10943603515625), (1, 176.66383361816406)]","[(0, 370.5454406738281), (1, 152.2152557373047)]","[(0, 1663.226806640625), (1, 1348.600830078125)]","[(0, 1441.249755859375), (1, 767.4549560546875)]","[(0, 2247.90283203125), (1, 1217.034912109375)]","[(0, 3706.308349609375), (1, 10866.51953125)]","[(0, 6635.6181640625), (1, 6406.265625)]","[(0, 2971.391357421875), (1, 823.7508544921875)]","[(0, 5781.68701171875), (1, 5238.134765625)]","[(0, 1013.7992553710938), (1, 1234.574462890625)]","[(0, 3795.869384765625), (1, 2287.341552734375)]","[(0, 1793.47607421875), (1, 1250.625)]","[(0, 3591.023681640625), (1, 5213.04248046875)]","[(0, 549.1656494140625), (1, 531.9437866210938)]","[(0, 948.6465454101562), (1, 761.0908203125)]","[(0, 3587.723876953125), (1, 2484.533203125)]","[(0, 3132.460205078125), (1, 2428.40185546875)]","[(0, 3697.080322265625), (1, 2789.736572265625)]","[(0, 1030.9547119140625), (1, 1402.9971923828125)]"
3,"[(0, 2120.341064453125), (1, 1621.5225830078125)]","[(0, 1019.0462036132812), (1, 995.179443359375)]","[(0, 1994.340576171875), (1, 1650.2489013671875)]","[(0, 1059.1151123046875), (1, 1267.5076904296875)]","[(0, 1412.832275390625), (1, 982.6266479492188)]","[(0, 2293.1513671875), (1, 923.8131713867188)]","[(0, 446.2742004394531), (1, 573.3053588867188)]","[(0, 5398.88330078125), (1, 564.7501220703125)]","[(0, 4278.4833984375), (1, 552.74072265625)]","[(0, 7763.056640625), (1, 8075.388671875)]","[(0, 8782.595703125), (1, 7839.23876953125)]","[(0, 1652.1219482421875), (1, 752.6781616210938)]","[(0, 4541.8779296875), (1, 4162.42724609375)]","[(0, 1703.642822265625), (1, 1119.571533203125)]","[(0, 4984.1923828125), (1, 2902.87060546875)]","[(0, 1336.6959228515625), (1, 1551.3768310546875)]","[(0, 3042.579833984375), (1, 4128.4443359375)]","[(0, 1110.41796875), (1, 1043.25146484375)]","[(0, 1476.3948974609375), (1, 1050.4892578125)]","[(0, 1940.0042724609375), (1, 5945.8671875)]","[(0, 1869.41259765625), (1, 1578.0579833984375)]","[(0, 3176.568115234375), (1, 2306.92529296875)]","[(0, 1901.9488525390625), (1, 2712.2265625)]"
4,"[(0, 423.0182189941406), (1, 329.9378967285156)]","[(0, 1934.4324951171875), (1, 1779.5625)]","[(0, 1952.4659423828125), (1, 2603.790771484375)]","[(0, 1014.8453979492188), (1, 1164.19580078125)]","[(0, 896.6790161132812), (1, 668.3052368164062)]","[(0, 318.5822448730469), (1, 199.58082580566406)]","[(0, 4261.34814453125), (1, 3448.687744140625)]","[(0, 1527.6351318359375), (1, 589.5377197265625)]","[(0, 1524.6820068359375), (1, 715.37158203125)]","[(0, 3567.97802734375), (1, 3252.326416015625)]","[(0, 4059.793701171875), (1, 3792.041259765625)]","[(0, 3705.693359375), (1, 987.0630493164062)]","[(0, 5025.75146484375), (1, 4737.10986328125)]","[(0, 1042.202392578125), (1, 726.5504150390625)]","[(0, 2598.435302734375), (1, 1943.8297119140625)]","[(0, 1032.648193359375), (1, 873.7891235351562)]","[(0, 2341.50732421875), (1, 2237.79638671875)]","[(0, 853.1234130859375), (1, 795.510986328125)]","[(0, 897.455810546875), (1, 723.71923828125)]","[(0, 3141.9111328125), (1, 2767.68359375)]","[(0, 894.2618408203125), (1, 797.4365234375)]","[(0, 2018.9656982421875), (1, 1391.7303466796875)]","[(0, 3718.239013671875), (1, 6046.0126953125)]"
5,"[(0, 1454.1259765625), (1, 1214.9827880859375)]","[(0, 1527.0169677734375), (1, 1368.794677734375)]","[(0, 1773.845458984375), (1, 2356.656005859375)]","[(0, 1133.1912841796875), (1, 1316.041259765625)]","[(0, 1392.2568359375), (1, 875.3500366210938)]","[(0, 547.0183715820312), (1, 328.3808898925781)]","[(0, 1916.838623046875), (1, 2423.456787109375)]","[(0, 2280.841796875), (1, 974.3931884765625)]","[(0, 4434.85107421875), (1, 865.0496215820312)]","[(0, 10357.8564453125), (1, 6187.25341796875)]","[(0, 4533.79833984375), (1, 5014.08447265625)]","[(0, 1537.093994140625), (1, 767.867431640625)]","[(0, 4391.3671875), (1, 3342.069580078125)]","[(0, 1475.6552734375), (1, 1302.198974609375)]","[(0, 2753.31201171875), (1, 2209.14794921875)]","[(0, 1130.333251953125), (1, 1029.4932861328125)]","[(0, 1609.770263671875), (1, 1328.422119140625)]","[(0, 1159.7078857421875), (1, 951.3236083984375)]","[(0, 4628.90185546875), (1, 4739.42822265625)]","[(0, 2916.841796875), (1, 7400.6474609375)]","[(0, 796.7261352539062), (1, 684.4124145507812)]","[(0, 3191.71484375), (1, 1854.4462890625)]","[(0, 507.4899597167969), (1, 651.2860717773438)]"
6,"[(0, 571.74462890625), (1, 520.68115234375)]","[(0, 2070.30615234375), (1, 1876.5484619140625)]","[(0, 2141.765869140625), (1, 2666.31201171875)]","[(0, 653.6319580078125), (1, 708.0274047851562)]","[(0, 204.92132568359375), (1, 374.2395935058594)]","[(0, 239.28878784179688), (1, 148.61917114257812)]","[(0, 3781.351806640625), (1, 2855.016357421875)]","[(0, 5104.48681640625), (1, 788.8374633789062)]","[(0, 2550.206787109375), (1, 1086.5384521484375)]","[(0, 6418.54541015625), (1, 6835.13916015625)]","[(0, 3517.94482421875), (1, 3380.29150390625)]","[(0, 4556.0810546875), (1, 2232.72998046875)]","[(0, 2731.2578125), (1, 4091.61181640625)]","[(0, 2647.987060546875), (1, 2521.53466796875)]","[(0, 3214.643798828125), (1, 2318.833984375)]","[(0, 3603.940673828125), (1, 2870.355224609375)]","[(0, 2938.4814453125), (1, 3399.423095703125)]","[(0, 1087.253173828125), (1, 1409.0780029296875)]","[(0, 1153.978271484375), (1, 794.0333251953125)]","[(0, 2795.787841796875), (1, 1745.09912109375)]","[(0, 2805.517822265625), (1, 2985.800537109375)]","[(0, 3672.653564453125), (1, 2341.12451171875)]","[(0, 1522.1446533203125), (1, 1323.6982421875)]"
7,"[(0, 1767.6318359375), (1, 1395.0133056640625)]","[(0, 1620.59130859375), (1, 1385.3656005859375)]","[(0, 1838.861572265625), (1, 2256.733154296875)]","[(0, 2553.236572265625), (1, 2236.819091796875)]","[(0, 150.8290557861328), (1, 221.29330444335938)]","[(0, 670.70947265625), (1, 244.6007080078125)]","[(0, 1476.024658203125), (1, 1805.908935546875)]","[(0, 3266.74658203125), (1, 268.34698486328125)]","[(0, 3889.85302734375), (1, 1239.330810546875)]","[(0, 3356.8720703125), (1, 5075.95751953125)]","[(0, 3864.347900390625), (1, 3798.049072265625)]","[(0, 1287.1624755859375), (1, 551.4212646484375)]","[(0, 2135.94140625), (1, 3340.16748046875)]","[(0, 4558.24560546875), (1, 3361.517333984375)]","[(0, 3325.270751953125), (1, 2270.063232421875)]","[(0, 3327.59912109375), (1, 3702.10791015625)]","[(0, 1921.205322265625), (1, 2362.6474609375)]","[(0, 1051.4478759765625), (1, 2282.36474609375)]","[(0, 884.893798828125), (1, 618.9409790039062)]","[(0, 5412.9267578125), (1, 4424.54736328125)]","[(0, 1462.95654296875), (1, 1456.4283447265625)]","[(0, 2285.838134765625), (1, 1419.7186279296875)]","[(0, 4370.67724609375), (1, 7896.10546875)]"
8,"[(0, 647.6528930664062), (1, 647.6874389648438)]","[(0, 2835.732666015625), (1, 3064.870361328125)]","[(0, 2192.85546875), (1, 2287.1376953125)]","[(0, 1250.32861328125), (1, 1110.19287109375)]","[(0, 182.92538452148438), (1, 244.1456756591797)]","[(0, 552.0068359375), (1, 178.03115844726562)]","[(0, 2027.835205078125), (1, 1750.3778076171875)]","[(0, 3035.432861328125), (1, 1222.6484375)]","[(0, 1631.84130859375), (1, 732.0040893554688)]","[(0, 568.1737670898438), (1, 707.9261474609375)]","[(0, 1314.9010009765625), (1, 1574.029052734375)]","[(0, 3236.75), (1, 1193.248291015625)]","[(0, 10056.6279296875), (1, 10090.1845703125)]","[(0, 1153.2564697265625), (1, 1131.536865234375)]","[(0, 3993.804443359375), (1, 2317.761962890625)]","[(0, 3385.46923828125), (1, 3195.52490234375)]","[(0, 1393.27490234375), (1, 1524.0802001953125)]","[(0, 534.1027221679688), (1, 520.119140625)]","[(0, 1363.408935546875), (1, 1397.4947509765625)]","[(0, 1582.9906005859375), (1, 1535.877685546875)]","[(0, 2526.156005859375), (1, 2315.66845703125)]","[(0, 1715.255126953125), (1, 1389.37060546875)]","[(0, 778.4080200195312), (1, 1085.02099609375)]"
9,"[(0, 2694.2333984375), (1, 2598.5009765625)]","[(0, 3087.562255859375), (1, 3303.372802734375)]","[(0, 2985.276611328125), (1, 3142.18408203125)]","[(0, 2027.4486083984375), (1, 1743.647705078125)]","[(0, 1006.422119140625), (1, 1459.5145263671875)]","[(0, 476.84613037109375), (1, 192.67208862304688)]","[(0, 1360.5137939453125), (1, 1581.578125)]","[(0, 3890.6396484375), (1, 670.9531860351562)]","[(0, 2521.80517578125), (1, 706.146728515625)]","[(0, 6503.1796875), (1, 10507.2724609375)]","[(0, 876.390380859375), (1, 959.4728393554688)]","[(0, 2070.4443359375), (1, 686.2604370117188)]","[(0, 10076.4814453125), (1, 9851.380859375)]","[(0, 1715.1103515625), (1, 1760.0906982421875)]","[(0, 5436.00927734375), (1, 2922.48876953125)]","[(0, 3383.34228515625), (1, 3256.82666015625)]","[(0, 953.9005737304688), (1, 1067.3602294921875)]","[(0, 821.0403442382812), (1, 1478.3597412109375)]","[(0, 2202.824951171875), (1, 1277.8472900390625)]","[(0, 903.119873046875), (1, 1120.363037109375)]","[(0, 1334.5711669921875), (1, 1067.3353271484375)]","[(0, 1431.094482421875), (1, 934.206787109375)]","[(0, 2106.217529296875), (1, 2207.69580078125)]"
