,best
agreement_determiner_noun-across_1_adjective,0.4975
agreement_determiner_noun-between_neighbors,0.5135
agreement_subject_verb-across_prepositional_phrase,0.505
agreement_subject_verb-across_relative_clause,0.5
agreement_subject_verb-in_question_with_aux,0.489
agreement_subject_verb-in_simple_question,0.4925
anaphor_agreement-pronoun_gender,0.467
argument_structure-dropped_argument,0.766
argument_structure-swapped_arguments,0.475
argument_structure-transitive,0.6265
binding-principle_a,0.496
case-subjective_pronoun,0.479
ellipsis-n_bar,0.535
filler-gap-wh_question_object,0.5125
filler-gap-wh_question_subject,0.999
irregular-verb,0.4625
island-effects-adjunct_island,0.832
island-effects-coordinate_structure_constraint,0.3025
local_attractor-in_question_with_aux,0.502
npi_licensing-matrix_question,0.289
npi_licensing-only_npi_licensor,0.0105
quantifiers-existential_there,0.4565
quantifiers-superlative,0.709
