,best
agreement_determiner_noun-across_1_adjective,0.509
agreement_determiner_noun-between_neighbors,0.526
agreement_subject_verb-across_prepositional_phrase,0.5165
agreement_subject_verb-across_relative_clause,0.5235
agreement_subject_verb-in_question_with_aux,0.502
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.531
argument_structure-dropped_argument,0.907
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5795
binding-principle_a,0.2565
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1435
filler-gap-wh_question_object,0.3575
filler-gap-wh_question_subject,0.725
irregular-verb,0.5295
island-effects-adjunct_island,0.5325
island-effects-coordinate_structure_constraint,0.4005
local_attractor-in_question_with_aux,0.5575
npi_licensing-matrix_question,0.2695
npi_licensing-only_npi_licensor,0.7935
quantifiers-existential_there,0.6975
quantifiers-superlative,0.4885
