,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 750.7547607421875), (1, 671.5258178710938)]","[(0, 2760.541259765625), (1, 2474.716064453125)]","[(0, 1378.4539794921875), (1, 1355.5023193359375)]","[(0, 2199.76513671875), (1, 1944.2987060546875)]","[(0, 464.1429138183594), (1, 310.8047180175781)]","[(0, 360.37359619140625), (1, 155.67471313476562)]","[(0, 7757.423828125), (1, 5818.20458984375)]","[(0, 2281.894775390625), (1, 856.2946166992188)]","[(0, 4058.806640625), (1, 1248.1180419921875)]","[(0, 15633.9453125), (1, 16279.599609375)]","[(0, 5980.2666015625), (1, 7281.1875)]","[(0, 3572.598388671875), (1, 1397.9326171875)]","[(0, 8438.66015625), (1, 9696.00390625)]","[(0, 1744.404541015625), (1, 1510.3612060546875)]","[(0, 3081.711181640625), (1, 2116.37451171875)]","[(0, 2033.8294677734375), (1, 1810.4320068359375)]","[(0, 1803.309326171875), (1, 1680.098388671875)]","[(0, 1795.422607421875), (1, 1889.724853515625)]","[(0, 557.0740356445312), (1, 537.4507446289062)]","[(0, 768.7034912109375), (1, 494.0391845703125)]","[(0, 7503.625), (1, 7351.4072265625)]","[(0, 2942.53369140625), (1, 2365.8583984375)]","[(0, 1503.3427734375), (1, 1369.5743408203125)]"
1,"[(0, 2095.431640625), (1, 2284.550048828125)]","[(0, 2732.35205078125), (1, 2567.02880859375)]","[(0, 1367.52197265625), (1, 1354.4931640625)]","[(0, 1146.95458984375), (1, 973.857177734375)]","[(0, 280.2007141113281), (1, 197.0740203857422)]","[(0, 316.4823303222656), (1, 135.31884765625)]","[(0, 2321.6123046875), (1, 2879.177734375)]","[(0, 2193.429443359375), (1, 656.9039916992188)]","[(0, 1876.4930419921875), (1, 566.0269165039062)]","[(0, 11704.4169921875), (1, 7886.4423828125)]","[(0, 7772.10107421875), (1, 9266.1904296875)]","[(0, 1881.9627685546875), (1, 877.5244750976562)]","[(0, 7586.1474609375), (1, 7496.5224609375)]","[(0, 1891.7308349609375), (1, 1584.348388671875)]","[(0, 4368.93994140625), (1, 2958.12109375)]","[(0, 1595.18115234375), (1, 1525.812255859375)]","[(0, 1125.8701171875), (1, 1054.472412109375)]","[(0, 1504.836669921875), (1, 1880.817138671875)]","[(0, 2455.326416015625), (1, 2408.4755859375)]","[(0, 963.880126953125), (1, 753.7351684570312)]","[(0, 2924.829345703125), (1, 3000.57275390625)]","[(0, 2639.12939453125), (1, 2271.76513671875)]","[(0, 4925.89013671875), (1, 4496.83447265625)]"
2,"[(0, 901.6516723632812), (1, 998.0565185546875)]","[(0, 2467.45751953125), (1, 1883.046142578125)]","[(0, 1323.118896484375), (1, 1307.681640625)]","[(0, 1434.775390625), (1, 1290.26806640625)]","[(0, 527.8588256835938), (1, 371.36444091796875)]","[(0, 469.41839599609375), (1, 220.54022216796875)]","[(0, 2707.271484375), (1, 2057.90966796875)]","[(0, 1801.7589111328125), (1, 1293.283935546875)]","[(0, 2837.597900390625), (1, 1447.5047607421875)]","[(0, 8348.185546875), (1, 13309.876953125)]","[(0, 6625.90576171875), (1, 6584.45068359375)]","[(0, 3118.83447265625), (1, 968.3435668945312)]","[(0, 6458.70947265625), (1, 6494.53955078125)]","[(0, 1224.5091552734375), (1, 1623.619384765625)]","[(0, 3877.00537109375), (1, 2645.70166015625)]","[(0, 3141.767333984375), (1, 1857.5899658203125)]","[(0, 3983.324951171875), (1, 4756.53466796875)]","[(0, 843.192626953125), (1, 830.53955078125)]","[(0, 850.0770263671875), (1, 739.9849243164062)]","[(0, 3734.51513671875), (1, 2900.057861328125)]","[(0, 3879.132080078125), (1, 3670.752197265625)]","[(0, 3160.787841796875), (1, 2732.14111328125)]","[(0, 1888.8465576171875), (1, 2438.084228515625)]"
3,"[(0, 2180.51953125), (1, 1949.43701171875)]","[(0, 2439.21337890625), (1, 1976.4910888671875)]","[(0, 1271.270263671875), (1, 1260.2901611328125)]","[(0, 1064.8916015625), (1, 1036.4476318359375)]","[(0, 1663.39111328125), (1, 1151.8538818359375)]","[(0, 1684.0782470703125), (1, 668.814697265625)]","[(0, 772.4469604492188), (1, 1020.1309204101562)]","[(0, 3371.138671875), (1, 1412.9583740234375)]","[(0, 3478.160400390625), (1, 872.7489624023438)]","[(0, 9146.6357421875), (1, 10020.8701171875)]","[(0, 9191.1171875), (1, 8558.0966796875)]","[(0, 2173.238525390625), (1, 993.1439208984375)]","[(0, 5374.9072265625), (1, 5446.14892578125)]","[(0, 1981.4234619140625), (1, 1614.75732421875)]","[(0, 5328.6513671875), (1, 3438.995849609375)]","[(0, 1738.5733642578125), (1, 2625.5869140625)]","[(0, 2836.90771484375), (1, 3199.8642578125)]","[(0, 1321.2022705078125), (1, 1339.6273193359375)]","[(0, 1173.204833984375), (1, 921.5934448242188)]","[(0, 2721.758056640625), (1, 6361.10546875)]","[(0, 2459.62451171875), (1, 2444.5869140625)]","[(0, 3264.99951171875), (1, 2804.98828125)]","[(0, 1698.958740234375), (1, 2374.64794921875)]"
4,"[(0, 817.5095825195312), (1, 734.677490234375)]","[(0, 2662.68212890625), (1, 3139.76953125)]","[(0, 1415.1470947265625), (1, 1539.296630859375)]","[(0, 1064.2884521484375), (1, 1023.8018188476562)]","[(0, 1405.9920654296875), (1, 983.1838989257812)]","[(0, 374.5702209472656), (1, 234.52182006835938)]","[(0, 4857.82958984375), (1, 3938.878173828125)]","[(0, 1556.0694580078125), (1, 998.6925048828125)]","[(0, 2217.330078125), (1, 939.988525390625)]","[(0, 3965.14013671875), (1, 3775.294677734375)]","[(0, 4449.65283203125), (1, 4922.73388671875)]","[(0, 4739.23779296875), (1, 1479.4752197265625)]","[(0, 3726.8017578125), (1, 4359.74951171875)]","[(0, 830.9471435546875), (1, 956.576171875)]","[(0, 2784.301025390625), (1, 2369.34326171875)]","[(0, 1975.6214599609375), (1, 1448.833984375)]","[(0, 2716.7646484375), (1, 3089.30322265625)]","[(0, 907.9251708984375), (1, 728.5458984375)]","[(0, 617.3564453125), (1, 535.418212890625)]","[(0, 3195.555419921875), (1, 3132.236083984375)]","[(0, 1171.864013671875), (1, 1140.12451171875)]","[(0, 3204.64697265625), (1, 2276.1787109375)]","[(0, 3567.55615234375), (1, 5684.09228515625)]"
5,"[(0, 1723.6583251953125), (1, 1881.8846435546875)]","[(0, 2652.5595703125), (1, 2951.47802734375)]","[(0, 1316.8424072265625), (1, 1430.070556640625)]","[(0, 1089.16845703125), (1, 1038.117919921875)]","[(0, 1624.8128662109375), (1, 1164.593994140625)]","[(0, 515.39697265625), (1, 291.5203552246094)]","[(0, 1919.7958984375), (1, 2229.427978515625)]","[(0, 1779.1873779296875), (1, 1055.0966796875)]","[(0, 4439.50146484375), (1, 1322.058837890625)]","[(0, 12438.439453125), (1, 9298.65234375)]","[(0, 6486.28857421875), (1, 7490.412109375)]","[(0, 1966.7381591796875), (1, 824.6626586914062)]","[(0, 4478.064453125), (1, 4114.1181640625)]","[(0, 1553.7828369140625), (1, 1660.5372314453125)]","[(0, 2481.51513671875), (1, 2129.040771484375)]","[(0, 1441.844970703125), (1, 1662.0733642578125)]","[(0, 1638.5946044921875), (1, 1658.7606201171875)]","[(0, 1143.776611328125), (1, 1010.1116333007812)]","[(0, 2657.178955078125), (1, 3324.227783203125)]","[(0, 2075.7607421875), (1, 6583.01318359375)]","[(0, 933.1160888671875), (1, 898.1857299804688)]","[(0, 3079.65771484375), (1, 2181.06103515625)]","[(0, 740.7083129882812), (1, 757.8070068359375)]"
6,"[(0, 703.7063598632812), (1, 765.952392578125)]","[(0, 2525.334716796875), (1, 2981.197021484375)]","[(0, 1571.6883544921875), (1, 1621.2567138671875)]","[(0, 665.2164916992188), (1, 590.6311645507812)]","[(0, 338.8508605957031), (1, 509.8203430175781)]","[(0, 398.3435363769531), (1, 207.02874755859375)]","[(0, 3678.153076171875), (1, 3002.57666015625)]","[(0, 4734.576171875), (1, 2056.893310546875)]","[(0, 2654.824462890625), (1, 1260.249267578125)]","[(0, 9989.6494140625), (1, 10837.458984375)]","[(0, 4048.033203125), (1, 4009.97119140625)]","[(0, 5450.68994140625), (1, 2048.0068359375)]","[(0, 3410.4375), (1, 4403.84375)]","[(0, 2937.922607421875), (1, 3696.470458984375)]","[(0, 3941.880859375), (1, 2934.577392578125)]","[(0, 4630.2529296875), (1, 3916.691650390625)]","[(0, 2855.065185546875), (1, 3156.684814453125)]","[(0, 1370.6868896484375), (1, 1529.826416015625)]","[(0, 835.4042358398438), (1, 716.6310424804688)]","[(0, 3938.750732421875), (1, 2011.4261474609375)]","[(0, 2033.239013671875), (1, 2166.697998046875)]","[(0, 3433.693603515625), (1, 2642.00537109375)]","[(0, 2916.296630859375), (1, 2267.797607421875)]"
7,"[(0, 2134.933349609375), (1, 1964.8577880859375)]","[(0, 2423.617431640625), (1, 2778.946533203125)]","[(0, 1460.40625), (1, 1499.0155029296875)]","[(0, 1962.6273193359375), (1, 2197.688232421875)]","[(0, 191.1396942138672), (1, 275.5472412109375)]","[(0, 481.46575927734375), (1, 202.57806396484375)]","[(0, 1439.80029296875), (1, 1620.26904296875)]","[(0, 3754.3984375), (1, 596.2277221679688)]","[(0, 3758.91259765625), (1, 1583.478271484375)]","[(0, 4202.58203125), (1, 7126.92724609375)]","[(0, 5798.77197265625), (1, 5723.94970703125)]","[(0, 2114.433837890625), (1, 796.0589599609375)]","[(0, 2616.84521484375), (1, 3709.696044921875)]","[(0, 5230.5419921875), (1, 3993.004638671875)]","[(0, 3821.31591796875), (1, 2773.906494140625)]","[(0, 3753.83984375), (1, 4168.37841796875)]","[(0, 1758.775390625), (1, 2043.864501953125)]","[(0, 1127.974853515625), (1, 2010.2880859375)]","[(0, 785.16357421875), (1, 621.4606323242188)]","[(0, 5545.1552734375), (1, 5252.35107421875)]","[(0, 1523.4757080078125), (1, 1565.486328125)]","[(0, 2919.85302734375), (1, 2159.746826171875)]","[(0, 4629.599609375), (1, 7567.73583984375)]"
8,"[(0, 1053.6707763671875), (1, 1142.791015625)]","[(0, 3602.1640625), (1, 3922.4296875)]","[(0, 1496.339599609375), (1, 1380.97509765625)]","[(0, 953.0131225585938), (1, 1106.4427490234375)]","[(0, 351.9412841796875), (1, 501.28460693359375)]","[(0, 442.1672058105469), (1, 179.3556365966797)]","[(0, 2531.674072265625), (1, 2152.570556640625)]","[(0, 2790.455078125), (1, 1700.62841796875)]","[(0, 1971.965087890625), (1, 697.6333618164062)]","[(0, 1198.7886962890625), (1, 1498.0552978515625)]","[(0, 1903.5701904296875), (1, 2428.32421875)]","[(0, 2915.725341796875), (1, 740.3562622070312)]","[(0, 8469.8779296875), (1, 10094.0244140625)]","[(0, 1186.8768310546875), (1, 1468.3974609375)]","[(0, 3998.74365234375), (1, 2573.9541015625)]","[(0, 5581.5302734375), (1, 5191.97119140625)]","[(0, 1535.4830322265625), (1, 1941.30908203125)]","[(0, 627.3338012695312), (1, 660.5400390625)]","[(0, 1037.4281005859375), (1, 922.8396606445312)]","[(0, 1427.51025390625), (1, 1630.173095703125)]","[(0, 2165.9130859375), (1, 2193.359375)]","[(0, 1977.8922119140625), (1, 2203.41455078125)]","[(0, 1393.2451171875), (1, 1960.3741455078125)]"
9,"[(0, 2791.164306640625), (1, 2451.988525390625)]","[(0, 3950.902099609375), (1, 4628.46044921875)]","[(0, 1868.4903564453125), (1, 1712.672607421875)]","[(0, 1258.6385498046875), (1, 1381.1502685546875)]","[(0, 1093.0235595703125), (1, 1574.3345947265625)]","[(0, 581.6528930664062), (1, 269.2237854003906)]","[(0, 1984.4302978515625), (1, 2379.6103515625)]","[(0, 4842.8056640625), (1, 1356.48779296875)]","[(0, 2196.12744140625), (1, 692.76806640625)]","[(0, 5763.27294921875), (1, 7333.775390625)]","[(0, 1349.391357421875), (1, 1594.701171875)]","[(0, 2481.207763671875), (1, 787.3651123046875)]","[(0, 9410.7294921875), (1, 11329.01171875)]","[(0, 1758.2496337890625), (1, 2031.1798095703125)]","[(0, 4539.8466796875), (1, 2773.29150390625)]","[(0, 4738.447265625), (1, 4799.69140625)]","[(0, 890.0009765625), (1, 1156.00390625)]","[(0, 793.6476440429688), (1, 1376.92919921875)]","[(0, 1412.1015625), (1, 849.24609375)]","[(0, 1358.5443115234375), (1, 1418.255126953125)]","[(0, 1484.630615234375), (1, 1349.962890625)]","[(0, 1880.536376953125), (1, 1964.1505126953125)]","[(0, 4319.876953125), (1, 3758.651123046875)]"
