,best
agreement_determiner_noun-across_1_adjective,0.5405
agreement_determiner_noun-between_neighbors,0.5675
agreement_subject_verb-across_prepositional_phrase,0.5155
agreement_subject_verb-across_relative_clause,0.5035
agreement_subject_verb-in_question_with_aux,0.49
agreement_subject_verb-in_simple_question,0.5015
anaphor_agreement-pronoun_gender,0.523
argument_structure-dropped_argument,0.8705
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6005
binding-principle_a,0.513
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2475
filler-gap-wh_question_object,0.23
filler-gap-wh_question_subject,0.8925
irregular-verb,0.591
island-effects-adjunct_island,0.6925
island-effects-coordinate_structure_constraint,0.4515
local_attractor-in_question_with_aux,0.6005
npi_licensing-matrix_question,0.497
npi_licensing-only_npi_licensor,0.656
quantifiers-existential_there,0.741
quantifiers-superlative,0.5045
