,best
agreement_determiner_noun-across_1_adjective,0.5105
agreement_determiner_noun-between_neighbors,0.5275
agreement_subject_verb-across_prepositional_phrase,0.5175
agreement_subject_verb-across_relative_clause,0.515
agreement_subject_verb-in_question_with_aux,0.503
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.5305
argument_structure-dropped_argument,0.9045
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.585
binding-principle_a,0.2475
case-subjective_pronoun,1.0
ellipsis-n_bar,0.157
filler-gap-wh_question_object,0.3535
filler-gap-wh_question_subject,0.6835
irregular-verb,0.533
island-effects-adjunct_island,0.554
island-effects-coordinate_structure_constraint,0.401
local_attractor-in_question_with_aux,0.556
npi_licensing-matrix_question,0.295
npi_licensing-only_npi_licensor,0.7235
quantifiers-existential_there,0.679
quantifiers-superlative,0.4795
