,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 819.60205078125), (1, 740.3724975585938)]","[(0, 2602.9814453125), (1, 2309.800537109375)]","[(0, 1420.54150390625), (1, 1080.67236328125)]","[(0, 1362.786865234375), (1, 1261.6688232421875)]","[(0, 601.385498046875), (1, 440.4267883300781)]","[(0, 531.9473876953125), (1, 158.5438232421875)]","[(0, 15027.3779296875), (1, 12429.509765625)]","[(0, 3408.88330078125), (1, 1002.228515625)]","[(0, 7050.34765625), (1, 3385.162841796875)]","[(0, 15858.896484375), (1, 17908.07421875)]","[(0, 5735.11279296875), (1, 8507.03515625)]","[(0, 6592.1474609375), (1, 3684.47216796875)]","[(0, 5327.16259765625), (1, 8387.6318359375)]","[(0, 5735.04150390625), (1, 6828.77294921875)]","[(0, 5288.32373046875), (1, 3826.15869140625)]","[(0, 6335.30908203125), (1, 5843.1435546875)]","[(0, 1818.3189697265625), (1, 1900.0753173828125)]","[(0, 1562.2633056640625), (1, 1575.491943359375)]","[(0, 1192.9814453125), (1, 1300.30712890625)]","[(0, 1590.8133544921875), (1, 1271.9268798828125)]","[(0, 17608.943359375), (1, 13560.4736328125)]","[(0, 1701.09228515625), (1, 1460.292724609375)]","[(0, 2207.322265625), (1, 2081.934326171875)]"
1,"[(0, 2192.1171875), (1, 2026.569091796875)]","[(0, 2168.31982421875), (1, 2098.291259765625)]","[(0, 1577.380126953125), (1, 1241.6968994140625)]","[(0, 1119.866943359375), (1, 1096.3936767578125)]","[(0, 404.3507080078125), (1, 278.4615783691406)]","[(0, 472.0209655761719), (1, 140.34185791015625)]","[(0, 4109.87158203125), (1, 5251.2939453125)]","[(0, 2268.36083984375), (1, 1604.1519775390625)]","[(0, 3232.68115234375), (1, 1214.8709716796875)]","[(0, 8523.3251953125), (1, 10617.53125)]","[(0, 13156.455078125), (1, 17020.294921875)]","[(0, 4970.68310546875), (1, 2271.037353515625)]","[(0, 4962.20947265625), (1, 7256.4609375)]","[(0, 5626.02587890625), (1, 7026.20361328125)]","[(0, 5437.68408203125), (1, 3535.130859375)]","[(0, 4365.1748046875), (1, 4768.28466796875)]","[(0, 1074.8446044921875), (1, 1187.6614990234375)]","[(0, 1593.359619140625), (1, 2231.5166015625)]","[(0, 2594.46728515625), (1, 1846.3157958984375)]","[(0, 1394.0018310546875), (1, 1425.53076171875)]","[(0, 5544.36181640625), (1, 3730.080322265625)]","[(0, 2640.745849609375), (1, 2216.895751953125)]","[(0, 3663.79931640625), (1, 4156.13232421875)]"
2,"[(0, 1444.044677734375), (1, 1267.5421142578125)]","[(0, 1982.84228515625), (1, 1510.8287353515625)]","[(0, 1394.0205078125), (1, 1033.428466796875)]","[(0, 1171.31982421875), (1, 1141.6815185546875)]","[(0, 700.89404296875), (1, 574.3804321289062)]","[(0, 573.0257568359375), (1, 218.17266845703125)]","[(0, 2315.74365234375), (1, 1840.75390625)]","[(0, 2052.810302734375), (1, 1688.1673583984375)]","[(0, 5003.12744140625), (1, 3973.11572265625)]","[(0, 16225.1494140625), (1, 14500.6572265625)]","[(0, 6246.40478515625), (1, 6024.96337890625)]","[(0, 4344.55859375), (1, 2020.7744140625)]","[(0, 8075.828125), (1, 9012.5458984375)]","[(0, 2412.7392578125), (1, 2950.519775390625)]","[(0, 7269.22607421875), (1, 5297.595703125)]","[(0, 7641.03271484375), (1, 6784.82666015625)]","[(0, 2765.202392578125), (1, 4147.9794921875)]","[(0, 1066.1678466796875), (1, 1012.3703002929688)]","[(0, 1830.850830078125), (1, 2179.666015625)]","[(0, 4091.514404296875), (1, 4368.53125)]","[(0, 8176.8154296875), (1, 7272.95703125)]","[(0, 1554.377197265625), (1, 1275.0286865234375)]","[(0, 2062.476806640625), (1, 2353.50732421875)]"
3,"[(0, 2708.28125), (1, 2550.452392578125)]","[(0, 1598.16845703125), (1, 1331.0377197265625)]","[(0, 1510.96630859375), (1, 1165.9501953125)]","[(0, 1221.626953125), (1, 1252.3944091796875)]","[(0, 2136.460693359375), (1, 1712.576171875)]","[(0, 2008.4178466796875), (1, 695.3494262695312)]","[(0, 1947.8824462890625), (1, 2091.555419921875)]","[(0, 4617.78173828125), (1, 2135.134765625)]","[(0, 4688.4482421875), (1, 1511.71142578125)]","[(0, 15361.810546875), (1, 16719.01953125)]","[(0, 12478.443359375), (1, 13176.947265625)]","[(0, 4429.40234375), (1, 2865.620849609375)]","[(0, 7894.38134765625), (1, 8869.9677734375)]","[(0, 2562.254638671875), (1, 2961.127197265625)]","[(0, 7818.15478515625), (1, 5249.1162109375)]","[(0, 5747.185546875), (1, 6925.6494140625)]","[(0, 1807.53369140625), (1, 2982.453857421875)]","[(0, 1673.0567626953125), (1, 1926.3800048828125)]","[(0, 1126.7320556640625), (1, 1286.4359130859375)]","[(0, 3435.059326171875), (1, 7592.41552734375)]","[(0, 6280.91943359375), (1, 5136.47705078125)]","[(0, 2454.360595703125), (1, 2011.2017822265625)]","[(0, 1678.151123046875), (1, 2292.57421875)]"
4,"[(0, 831.4183349609375), (1, 759.5739135742188)]","[(0, 2322.839111328125), (1, 2825.700927734375)]","[(0, 1319.3388671875), (1, 1793.26904296875)]","[(0, 1289.0147705078125), (1, 1308.236083984375)]","[(0, 2148.6591796875), (1, 1610.87060546875)]","[(0, 747.3999633789062), (1, 345.558349609375)]","[(0, 12007.5), (1, 9681.3583984375)]","[(0, 3382.60986328125), (1, 3036.454833984375)]","[(0, 3779.82666015625), (1, 1850.9383544921875)]","[(0, 6210.06591796875), (1, 4717.83154296875)]","[(0, 8986.53125), (1, 9812.1962890625)]","[(0, 4723.09375), (1, 2924.529541015625)]","[(0, 5922.4716796875), (1, 6136.91455078125)]","[(0, 3601.796630859375), (1, 5663.0390625)]","[(0, 6429.2666015625), (1, 5708.326171875)]","[(0, 7588.92626953125), (1, 5045.0126953125)]","[(0, 2621.023681640625), (1, 4215.46728515625)]","[(0, 1069.9366455078125), (1, 1172.95361328125)]","[(0, 1650.1480712890625), (1, 1964.80908203125)]","[(0, 4163.51904296875), (1, 4287.404296875)]","[(0, 1862.621826171875), (1, 1586.181396484375)]","[(0, 1630.2523193359375), (1, 1266.3526611328125)]","[(0, 2710.598876953125), (1, 4691.69140625)]"
5,"[(0, 1353.391845703125), (1, 1293.73046875)]","[(0, 2055.61767578125), (1, 2318.093505859375)]","[(0, 1346.1060791015625), (1, 1775.6531982421875)]","[(0, 1444.6038818359375), (1, 1504.17236328125)]","[(0, 1848.1602783203125), (1, 1360.8433837890625)]","[(0, 1091.2718505859375), (1, 435.2120361328125)]","[(0, 4071.317138671875), (1, 5408.26708984375)]","[(0, 2814.279296875), (1, 1669.0645751953125)]","[(0, 4068.122802734375), (1, 2355.730224609375)]","[(0, 12220.6103515625), (1, 10259.9375)]","[(0, 14744.0048828125), (1, 15986.5712890625)]","[(0, 4493.529296875), (1, 2131.478759765625)]","[(0, 3704.068115234375), (1, 4847.07958984375)]","[(0, 6426.6181640625), (1, 6246.36376953125)]","[(0, 5369.17919921875), (1, 5043.564453125)]","[(0, 4007.482421875), (1, 4798.91748046875)]","[(0, 1937.3458251953125), (1, 3122.855712890625)]","[(0, 1328.3873291015625), (1, 1475.4625244140625)]","[(0, 4118.13818359375), (1, 3143.65869140625)]","[(0, 4828.7626953125), (1, 6315.68505859375)]","[(0, 1574.41943359375), (1, 1256.93701171875)]","[(0, 2079.146484375), (1, 1640.66015625)]","[(0, 1527.5135498046875), (1, 1514.3013916015625)]"
6,"[(0, 847.675537109375), (1, 758.7880249023438)]","[(0, 2318.06787109375), (1, 2750.485595703125)]","[(0, 1301.4212646484375), (1, 1758.0811767578125)]","[(0, 750.2769775390625), (1, 745.937744140625)]","[(0, 471.3976745605469), (1, 656.860107421875)]","[(0, 972.3839721679688), (1, 426.8251953125)]","[(0, 10253.01171875), (1, 7383.2421875)]","[(0, 4197.8671875), (1, 1754.65234375)]","[(0, 3020.7109375), (1, 1716.53076171875)]","[(0, 17350.9921875), (1, 14234.951171875)]","[(0, 7966.51708984375), (1, 7779.8427734375)]","[(0, 7316.21337890625), (1, 3933.7880859375)]","[(0, 4381.2900390625), (1, 4670.61083984375)]","[(0, 5073.15087890625), (1, 8142.2109375)]","[(0, 6628.224609375), (1, 4891.7294921875)]","[(0, 5421.2802734375), (1, 5903.119140625)]","[(0, 2933.38427734375), (1, 2707.356689453125)]","[(0, 1392.64794921875), (1, 1742.7442626953125)]","[(0, 831.9600830078125), (1, 706.556640625)]","[(0, 8267.2470703125), (1, 2859.10205078125)]","[(0, 6568.595703125), (1, 5046.8994140625)]","[(0, 2996.1376953125), (1, 2786.994873046875)]","[(0, 1715.3409423828125), (1, 1959.341552734375)]"
7,"[(0, 2585.449462890625), (1, 2453.520751953125)]","[(0, 1977.1416015625), (1, 2158.303466796875)]","[(0, 1334.0177001953125), (1, 1762.862548828125)]","[(0, 1439.3074951171875), (1, 1465.603515625)]","[(0, 252.25424194335938), (1, 363.2532043457031)]","[(0, 746.5540771484375), (1, 222.5595703125)]","[(0, 2224.738525390625), (1, 3056.466796875)]","[(0, 3142.543701171875), (1, 805.7603149414062)]","[(0, 6258.61669921875), (1, 2958.2412109375)]","[(0, 7202.0986328125), (1, 5756.26904296875)]","[(0, 12687.4072265625), (1, 11492.6220703125)]","[(0, 4605.3798828125), (1, 2179.74169921875)]","[(0, 2358.14892578125), (1, 2545.92041015625)]","[(0, 7466.66259765625), (1, 9403.53515625)]","[(0, 5555.0634765625), (1, 4222.22607421875)]","[(0, 5514.8310546875), (1, 5006.21044921875)]","[(0, 1985.6552734375), (1, 1832.85986328125)]","[(0, 1246.1038818359375), (1, 2015.5728759765625)]","[(0, 799.736083984375), (1, 1108.6656494140625)]","[(0, 12653.2236328125), (1, 7451.78076171875)]","[(0, 4644.3251953125), (1, 3488.05908203125)]","[(0, 3180.06005859375), (1, 2854.02685546875)]","[(0, 2447.159912109375), (1, 4806.14501953125)]"
8,"[(0, 815.4336547851562), (1, 891.569580078125)]","[(0, 2482.994873046875), (1, 2253.061279296875)]","[(0, 1778.0245361328125), (1, 1713.6617431640625)]","[(0, 1101.9000244140625), (1, 1068.9376220703125)]","[(0, 549.1412963867188), (1, 666.6381225585938)]","[(0, 659.9846801757812), (1, 197.050048828125)]","[(0, 3852.0107421875), (1, 3016.044921875)]","[(0, 2351.08642578125), (1, 1535.9560546875)]","[(0, 3103.52734375), (1, 1398.1759033203125)]","[(0, 1599.4454345703125), (1, 1591.20556640625)]","[(0, 3816.69775390625), (1, 4121.009765625)]","[(0, 6338.36083984375), (1, 2821.068359375)]","[(0, 9858.974609375), (1, 10880.03125)]","[(0, 4758.1953125), (1, 8189.2939453125)]","[(0, 4286.07568359375), (1, 2599.0634765625)]","[(0, 11296.1396484375), (1, 8119.4599609375)]","[(0, 2020.37451171875), (1, 2357.62841796875)]","[(0, 789.3616333007812), (1, 916.8639526367188)]","[(0, 1659.782958984375), (1, 1604.2552490234375)]","[(0, 3313.083984375), (1, 2654.08544921875)]","[(0, 5665.13525390625), (1, 4602.97802734375)]","[(0, 1294.9833984375), (1, 1504.043212890625)]","[(0, 1599.6346435546875), (1, 1795.2069091796875)]"
9,"[(0, 2060.748779296875), (1, 2228.162353515625)]","[(0, 2309.89306640625), (1, 2059.012939453125)]","[(0, 2214.94091796875), (1, 2154.674560546875)]","[(0, 1139.1539306640625), (1, 1115.7801513671875)]","[(0, 1683.7828369140625), (1, 2096.934814453125)]","[(0, 851.453125), (1, 328.08477783203125)]","[(0, 3515.70458984375), (1, 4375.94091796875)]","[(0, 5845.36767578125), (1, 1728.9091796875)]","[(0, 3867.72509765625), (1, 1837.0272216796875)]","[(0, 5321.90185546875), (1, 5493.45654296875)]","[(0, 2538.514892578125), (1, 2639.7724609375)]","[(0, 3003.968505859375), (1, 1526.02685546875)]","[(0, 10268.8935546875), (1, 11767.564453125)]","[(0, 6774.47509765625), (1, 9217.3369140625)]","[(0, 4169.55908203125), (1, 2431.47021484375)]","[(0, 5674.267578125), (1, 7469.93896484375)]","[(0, 1480.6961669921875), (1, 1766.4708251953125)]","[(0, 1377.5826416015625), (1, 1679.496826171875)]","[(0, 2857.078369140625), (1, 2001.883544921875)]","[(0, 3689.057373046875), (1, 3472.21142578125)]","[(0, 3793.278076171875), (1, 3080.06005859375)]","[(0, 964.1945190429688), (1, 1151.6820068359375)]","[(0, 2548.75048828125), (1, 3067.744873046875)]"
