,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.543
agreement_subject_verb-across_prepositional_phrase,0.5155
agreement_subject_verb-across_relative_clause,0.513
agreement_subject_verb-in_question_with_aux,0.506
agreement_subject_verb-in_simple_question,0.5045
anaphor_agreement-pronoun_gender,0.482
argument_structure-dropped_argument,0.76
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5505
binding-principle_a,0.414
case-subjective_pronoun,1.0
ellipsis-n_bar,0.595
filler-gap-wh_question_object,0.077
filler-gap-wh_question_subject,0.8025
irregular-verb,0.5585
island-effects-adjunct_island,0.3655
island-effects-coordinate_structure_constraint,0.4815
local_attractor-in_question_with_aux,0.6945
npi_licensing-matrix_question,0.5595
npi_licensing-only_npi_licensor,0.6415
quantifiers-existential_there,0.6685
quantifiers-superlative,0.4695
