,best
agreement_determiner_noun-across_1_adjective,0.51
agreement_determiner_noun-between_neighbors,0.5785
agreement_subject_verb-across_prepositional_phrase,0.509
agreement_subject_verb-across_relative_clause,0.519
agreement_subject_verb-in_question_with_aux,0.4995
agreement_subject_verb-in_simple_question,0.509
anaphor_agreement-pronoun_gender,0.501
argument_structure-dropped_argument,0.7915
argument_structure-swapped_arguments,0.997
argument_structure-transitive,0.678
binding-principle_a,0.388
case-subjective_pronoun,0.9985
ellipsis-n_bar,0.5135
filler-gap-wh_question_object,0.214
filler-gap-wh_question_subject,0.9765
irregular-verb,0.6935
island-effects-adjunct_island,0.4205
island-effects-coordinate_structure_constraint,0.6855
local_attractor-in_question_with_aux,0.571
npi_licensing-matrix_question,0.116
npi_licensing-only_npi_licensor,0.6275
quantifiers-existential_there,0.782
quantifiers-superlative,0.4485
