,best
agreement_determiner_noun-across_1_adjective,0.5095
agreement_determiner_noun-between_neighbors,0.5245
agreement_subject_verb-across_prepositional_phrase,0.4965
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.5055
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.561
argument_structure-dropped_argument,0.7295
argument_structure-swapped_arguments,0.9885
argument_structure-transitive,0.4995
binding-principle_a,0.4625
case-subjective_pronoun,0.9565
ellipsis-n_bar,0.6915
filler-gap-wh_question_object,0.8655
filler-gap-wh_question_subject,0.9995
irregular-verb,0.505
island-effects-adjunct_island,0.657
island-effects-coordinate_structure_constraint,0.336
local_attractor-in_question_with_aux,0.7485
npi_licensing-matrix_question,0.3305
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.741
quantifiers-superlative,0.509
