,best
agreement_determiner_noun-across_1_adjective,0.4925
agreement_determiner_noun-between_neighbors,0.4855
agreement_subject_verb-across_prepositional_phrase,0.4965
agreement_subject_verb-across_relative_clause,0.496
agreement_subject_verb-in_question_with_aux,0.438
agreement_subject_verb-in_simple_question,0.491
anaphor_agreement-pronoun_gender,0.546
argument_structure-dropped_argument,0.755
argument_structure-swapped_arguments,0.604
argument_structure-transitive,0.5065
binding-principle_a,0.4195
case-subjective_pronoun,0.4165
ellipsis-n_bar,0.345
filler-gap-wh_question_object,0.1325
filler-gap-wh_question_subject,0.9985
irregular-verb,0.4975
island-effects-adjunct_island,0.4405
island-effects-coordinate_structure_constraint,0.361
local_attractor-in_question_with_aux,0.7425
npi_licensing-matrix_question,0.5
npi_licensing-only_npi_licensor,0.847
quantifiers-existential_there,0.65
quantifiers-superlative,0.509
