,best
agreement_determiner_noun-across_1_adjective,0.4905
agreement_determiner_noun-between_neighbors,0.4905
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.473
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.5045
anaphor_agreement-pronoun_gender,0.428
argument_structure-dropped_argument,0.465
argument_structure-swapped_arguments,0.2925
argument_structure-transitive,0.537
binding-principle_a,0.6255
case-subjective_pronoun,0.2365
ellipsis-n_bar,0.584
filler-gap-wh_question_object,0.417
filler-gap-wh_question_subject,0.6295
irregular-verb,0.5005
island-effects-adjunct_island,0.349
island-effects-coordinate_structure_constraint,0.657
local_attractor-in_question_with_aux,0.5875
npi_licensing-matrix_question,0.6625
npi_licensing-only_npi_licensor,0.1155
quantifiers-existential_there,0.654
quantifiers-superlative,0.0625
