,best
agreement_determiner_noun-across_1_adjective,0.5255
agreement_determiner_noun-between_neighbors,0.5105
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.4975
anaphor_agreement-pronoun_gender,0.4865
argument_structure-dropped_argument,0.804
argument_structure-swapped_arguments,0.967
argument_structure-transitive,0.5055
binding-principle_a,0.555
case-subjective_pronoun,0.907
ellipsis-n_bar,0.3585
filler-gap-wh_question_object,0.026
filler-gap-wh_question_subject,0.977
irregular-verb,0.479
island-effects-adjunct_island,0.725
island-effects-coordinate_structure_constraint,0.0845
local_attractor-in_question_with_aux,0.7625
npi_licensing-matrix_question,0.532
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.603
quantifiers-superlative,0.3135
