,epoch_1
agreement_determiner_noun-across_1_adjective,0.5095
agreement_determiner_noun-between_neighbors,0.5225
agreement_subject_verb-across_prepositional_phrase,0.499
agreement_subject_verb-across_relative_clause,0.494
agreement_subject_verb-in_question_with_aux,0.504
agreement_subject_verb-in_simple_question,0.509
anaphor_agreement-pronoun_gender,0.4645
argument_structure-dropped_argument,0.87
argument_structure-swapped_arguments,0.874
argument_structure-transitive,0.55
binding-principle_a,0.565
case-subjective_pronoun,0.8285
ellipsis-n_bar,0.315
filler-gap-wh_question_object,0.0215
filler-gap-wh_question_subject,0.9805
irregular-verb,0.507
island-effects-adjunct_island,0.845
island-effects-coordinate_structure_constraint,0.144
local_attractor-in_question_with_aux,0.6295
npi_licensing-matrix_question,0.777
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.4055
quantifiers-superlative,0.9925
