,best
agreement_determiner_noun-across_1_adjective,0.51
agreement_determiner_noun-between_neighbors,0.511
agreement_subject_verb-across_prepositional_phrase,0.499
agreement_subject_verb-across_relative_clause,0.495
agreement_subject_verb-in_question_with_aux,0.5095
agreement_subject_verb-in_simple_question,0.5005
anaphor_agreement-pronoun_gender,0.56
argument_structure-dropped_argument,0.7285
argument_structure-swapped_arguments,0.992
argument_structure-transitive,0.51
binding-principle_a,0.4585
case-subjective_pronoun,0.983
ellipsis-n_bar,0.7195
filler-gap-wh_question_object,0.9165
filler-gap-wh_question_subject,1.0
irregular-verb,0.5125
island-effects-adjunct_island,0.705
island-effects-coordinate_structure_constraint,0.323
local_attractor-in_question_with_aux,0.7345
npi_licensing-matrix_question,0.3505
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.702
quantifiers-superlative,0.509
