,best
agreement_determiner_noun-across_1_adjective,0.51
agreement_determiner_noun-between_neighbors,0.578
agreement_subject_verb-across_prepositional_phrase,0.5095
agreement_subject_verb-across_relative_clause,0.5195
agreement_subject_verb-in_question_with_aux,0.4995
agreement_subject_verb-in_simple_question,0.5085
anaphor_agreement-pronoun_gender,0.5025
argument_structure-dropped_argument,0.7895
argument_structure-swapped_arguments,0.997
argument_structure-transitive,0.677
binding-principle_a,0.3845
case-subjective_pronoun,0.9985
ellipsis-n_bar,0.511
filler-gap-wh_question_object,0.2135
filler-gap-wh_question_subject,0.9775
irregular-verb,0.692
island-effects-adjunct_island,0.4215
island-effects-coordinate_structure_constraint,0.684
local_attractor-in_question_with_aux,0.568
npi_licensing-matrix_question,0.1155
npi_licensing-only_npi_licensor,0.6285
quantifiers-existential_there,0.7835
quantifiers-superlative,0.4465
