,best
agreement_determiner_noun-across_1_adjective,0.539
agreement_determiner_noun-between_neighbors,0.56
agreement_subject_verb-across_prepositional_phrase,0.515
agreement_subject_verb-across_relative_clause,0.507
agreement_subject_verb-in_question_with_aux,0.4935
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.5245
argument_structure-dropped_argument,0.87
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6
binding-principle_a,0.506
case-subjective_pronoun,1.0
ellipsis-n_bar,0.237
filler-gap-wh_question_object,0.2325
filler-gap-wh_question_subject,0.8855
irregular-verb,0.59
island-effects-adjunct_island,0.7165
island-effects-coordinate_structure_constraint,0.4165
local_attractor-in_question_with_aux,0.588
npi_licensing-matrix_question,0.4925
npi_licensing-only_npi_licensor,0.6735
quantifiers-existential_there,0.734
quantifiers-superlative,0.5075
