,best
agreement_determiner_noun-across_1_adjective,0.5085
agreement_determiner_noun-between_neighbors,0.496
agreement_subject_verb-across_prepositional_phrase,0.508
agreement_subject_verb-across_relative_clause,0.525
agreement_subject_verb-in_question_with_aux,0.49
agreement_subject_verb-in_simple_question,0.482
anaphor_agreement-pronoun_gender,0.5115
argument_structure-dropped_argument,0.3735
argument_structure-swapped_arguments,0.7075
argument_structure-transitive,0.405
binding-principle_a,0.582
case-subjective_pronoun,0.6395
ellipsis-n_bar,0.4595
filler-gap-wh_question_object,0.248
filler-gap-wh_question_subject,0.992
irregular-verb,0.5095
island-effects-adjunct_island,0.6545
island-effects-coordinate_structure_constraint,0.445
local_attractor-in_question_with_aux,0.5785
npi_licensing-matrix_question,0.702
npi_licensing-only_npi_licensor,0.991
quantifiers-existential_there,0.6485
quantifiers-superlative,0.773
