,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1681.739013671875), (1, 1589.4500732421875)]","[(0, 6262.38427734375), (1, 3984.749755859375)]","[(0, 2270.9052734375), (1, 1814.120361328125)]","[(0, 2492.10205078125), (1, 2887.71337890625)]","[(0, 1757.485107421875), (1, 1561.9310302734375)]","[(0, 2670.225830078125), (1, 1834.6409912109375)]","[(0, 44556.0390625), (1, 27469.482421875)]","[(0, 6079.58837890625), (1, 1211.26904296875)]","[(0, 16020.025390625), (1, 4476.77880859375)]","[(0, 194237.328125), (1, 136903.84375)]","[(0, 5471.32958984375), (1, 8620.556640625)]","[(0, 8575.4501953125), (1, 2294.908203125)]","[(0, 11143.6962890625), (1, 13909.2451171875)]","[(0, 3601.085693359375), (1, 3295.192138671875)]","[(0, 5077.85546875), (1, 2838.760498046875)]","[(0, 4408.0791015625), (1, 4128.3896484375)]","[(0, 3737.248046875), (1, 2707.406982421875)]","[(0, 5384.99462890625), (1, 4613.99609375)]","[(0, 2192.0263671875), (1, 2906.480224609375)]","[(0, 2319.831787109375), (1, 1707.4375)]","[(0, 11314.1982421875), (1, 10787.9423828125)]","[(0, 3733.642822265625), (1, 3169.15478515625)]","[(0, 2798.283203125), (1, 2220.5234375)]"
1,"[(0, 3610.968994140625), (1, 3256.783447265625)]","[(0, 4712.43115234375), (1, 3022.462890625)]","[(0, 2613.335205078125), (1, 2115.181884765625)]","[(0, 2015.1942138671875), (1, 2408.982177734375)]","[(0, 1792.474853515625), (1, 1230.5032958984375)]","[(0, 1865.3414306640625), (1, 1295.0216064453125)]","[(0, 5901.453125), (1, 8993.75)]","[(0, 11915.5673828125), (1, 2329.037841796875)]","[(0, 5926.16650390625), (1, 1568.2813720703125)]","[(0, 211166.0), (1, 241916.75)]","[(0, 11056.880859375), (1, 13667.376953125)]","[(0, 6697.6826171875), (1, 1561.5238037109375)]","[(0, 11908.025390625), (1, 16360.455078125)]","[(0, 3153.76318359375), (1, 2861.71826171875)]","[(0, 6824.07958984375), (1, 3713.41943359375)]","[(0, 2063.03857421875), (1, 2259.43896484375)]","[(0, 2224.961181640625), (1, 1814.832275390625)]","[(0, 4187.4912109375), (1, 5913.193359375)]","[(0, 17185.2421875), (1, 14419.7216796875)]","[(0, 1973.1209716796875), (1, 2623.3232421875)]","[(0, 4104.947265625), (1, 3965.514404296875)]","[(0, 4538.015625), (1, 3743.490234375)]","[(0, 7310.70361328125), (1, 5485.2001953125)]"
2,"[(0, 1931.8035888671875), (1, 1759.770263671875)]","[(0, 7879.17333984375), (1, 4969.16162109375)]","[(0, 2563.582763671875), (1, 2119.61328125)]","[(0, 2216.16015625), (1, 2683.16015625)]","[(0, 1108.007568359375), (1, 863.0245971679688)]","[(0, 1954.958984375), (1, 1148.93896484375)]","[(0, 7146.419921875), (1, 5120.83056640625)]","[(0, 7099.07470703125), (1, 4683.09033203125)]","[(0, 11470.7998046875), (1, 2049.148681640625)]","[(0, 145876.03125), (1, 214331.265625)]","[(0, 6810.57568359375), (1, 5185.72607421875)]","[(0, 14753.4853515625), (1, 2448.070068359375)]","[(0, 9323.2578125), (1, 10523.3466796875)]","[(0, 2092.6259765625), (1, 2138.39404296875)]","[(0, 8853.328125), (1, 4902.82666015625)]","[(0, 6238.71337890625), (1, 4500.60595703125)]","[(0, 8097.69970703125), (1, 7186.1201171875)]","[(0, 2751.88671875), (1, 2224.659912109375)]","[(0, 3061.8349609375), (1, 2801.22705078125)]","[(0, 18974.9140625), (1, 8538.4091796875)]","[(0, 5678.5390625), (1, 5037.78173828125)]","[(0, 3425.366455078125), (1, 3258.10986328125)]","[(0, 3181.585693359375), (1, 3309.86572265625)]"
3,"[(0, 2605.15185546875), (1, 2497.74365234375)]","[(0, 5778.94189453125), (1, 3714.857421875)]","[(0, 2786.665283203125), (1, 2302.304443359375)]","[(0, 1867.1605224609375), (1, 2382.127197265625)]","[(0, 6927.42578125), (1, 5733.7783203125)]","[(0, 5451.60498046875), (1, 2476.091064453125)]","[(0, 6705.716796875), (1, 8044.734375)]","[(0, 10511.892578125), (1, 2687.2998046875)]","[(0, 14484.9287109375), (1, 2682.10107421875)]","[(0, 190298.5), (1, 172759.890625)]","[(0, 11454.2822265625), (1, 9847.0126953125)]","[(0, 8036.41455078125), (1, 2623.224365234375)]","[(0, 10384.759765625), (1, 12059.6591796875)]","[(0, 2446.96728515625), (1, 2508.50732421875)]","[(0, 8711.3994140625), (1, 5200.00830078125)]","[(0, 2710.265380859375), (1, 4296.10986328125)]","[(0, 5216.25537109375), (1, 5219.4453125)]","[(0, 3805.23486328125), (1, 4507.7451171875)]","[(0, 7977.17529296875), (1, 4788.681640625)]","[(0, 13286.453125), (1, 36723.47265625)]","[(0, 4056.821533203125), (1, 3543.464599609375)]","[(0, 4386.423828125), (1, 3570.360595703125)]","[(0, 3040.859619140625), (1, 4618.36767578125)]"
4,"[(0, 1889.0699462890625), (1, 1759.326416015625)]","[(0, 9952.62109375), (1, 13962.3251953125)]","[(0, 2236.854248046875), (1, 2841.929443359375)]","[(0, 1921.9273681640625), (1, 2452.534423828125)]","[(0, 5213.4853515625), (1, 4094.180419921875)]","[(0, 1276.32373046875), (1, 728.8034057617188)]","[(0, 21799.912109375), (1, 17108.908203125)]","[(0, 15562.7060546875), (1, 5413.09228515625)]","[(0, 9161.0048828125), (1, 2305.33642578125)]","[(0, 59584.546875), (1, 30085.7734375)]","[(0, 5073.55224609375), (1, 4986.11328125)]","[(0, 15363.48046875), (1, 2136.915283203125)]","[(0, 3888.169189453125), (1, 4488.88623046875)]","[(0, 1861.9139404296875), (1, 2238.111083984375)]","[(0, 6527.67333984375), (1, 5328.94140625)]","[(0, 3932.872802734375), (1, 2862.812744140625)]","[(0, 5523.8212890625), (1, 6797.837890625)]","[(0, 2470.49609375), (1, 2066.673583984375)]","[(0, 2062.9931640625), (1, 1972.205810546875)]","[(0, 21033.017578125), (1, 11016.8310546875)]","[(0, 2150.287841796875), (1, 1868.53125)]","[(0, 3299.666748046875), (1, 2887.9501953125)]","[(0, 5375.83544921875), (1, 7680.69677734375)]"
5,"[(0, 3821.866455078125), (1, 3565.02880859375)]","[(0, 7731.48583984375), (1, 10656.1083984375)]","[(0, 2231.94873046875), (1, 2738.05029296875)]","[(0, 2054.82080078125), (1, 2607.090576171875)]","[(0, 4084.773681640625), (1, 3911.3876953125)]","[(0, 1653.8134765625), (1, 822.3623657226562)]","[(0, 4368.5439453125), (1, 5684.47216796875)]","[(0, 27927.24609375), (1, 9747.4599609375)]","[(0, 11389.4052734375), (1, 2644.8564453125)]","[(0, 232687.234375), (1, 121123.8515625)]","[(0, 10724.6806640625), (1, 11061.18359375)]","[(0, 10028.203125), (1, 2525.334716796875)]","[(0, 7412.0263671875), (1, 8569.4248046875)]","[(0, 3654.799072265625), (1, 3821.523681640625)]","[(0, 5210.03076171875), (1, 4693.71435546875)]","[(0, 2234.094482421875), (1, 2586.171875)]","[(0, 3470.31103515625), (1, 4088.846435546875)]","[(0, 3951.049072265625), (1, 2472.3427734375)]","[(0, 21876.783203125), (1, 20769.48828125)]","[(0, 4882.2314453125), (1, 63015.08203125)]","[(0, 1414.6011962890625), (1, 1280.8316650390625)]","[(0, 4217.240234375), (1, 3337.5087890625)]","[(0, 1325.294189453125), (1, 1288.6663818359375)]"
6,"[(0, 2039.9202880859375), (1, 1893.105224609375)]","[(0, 8911.4716796875), (1, 11952.955078125)]","[(0, 2664.968505859375), (1, 3260.15185546875)]","[(0, 1396.2811279296875), (1, 1893.0980224609375)]","[(0, 1516.28564453125), (1, 1677.851806640625)]","[(0, 1270.14697265625), (1, 665.7022705078125)]","[(0, 12030.435546875), (1, 9673.1083984375)]","[(0, 12589.10546875), (1, 3423.540771484375)]","[(0, 10060.4169921875), (1, 1248.8116455078125)]","[(0, 167777.765625), (1, 320896.84375)]","[(0, 4430.234375), (1, 4203.94091796875)]","[(0, 19296.291015625), (1, 5356.65966796875)]","[(0, 6065.1455078125), (1, 5904.126953125)]","[(0, 5400.2890625), (1, 7564.52490234375)]","[(0, 8427.3935546875), (1, 6465.58740234375)]","[(0, 7091.1982421875), (1, 6182.05712890625)]","[(0, 7457.95849609375), (1, 5289.03955078125)]","[(0, 4559.8193359375), (1, 4241.56591796875)]","[(0, 5769.734375), (1, 5164.07080078125)]","[(0, 25673.078125), (1, 12799.3232421875)]","[(0, 5402.53515625), (1, 5558.24267578125)]","[(0, 4134.9892578125), (1, 2708.184326171875)]","[(0, 3770.84716796875), (1, 2948.240234375)]"
7,"[(0, 2712.199462890625), (1, 2565.17626953125)]","[(0, 6978.736328125), (1, 8993.0126953125)]","[(0, 2594.053955078125), (1, 3138.77880859375)]","[(0, 3108.86865234375), (1, 2648.690673828125)]","[(0, 1050.14306640625), (1, 1525.9541015625)]","[(0, 2493.92919921875), (1, 1862.9921875)]","[(0, 6183.90869140625), (1, 7817.9609375)]","[(0, 17452.908203125), (1, 1930.433349609375)]","[(0, 12133.2119140625), (1, 2561.368896484375)]","[(0, 69799.1171875), (1, 105882.3203125)]","[(0, 9139.869140625), (1, 7778.04052734375)]","[(0, 5600.61865234375), (1, 1531.275146484375)]","[(0, 4478.42724609375), (1, 5651.21337890625)]","[(0, 8763.6953125), (1, 11920.580078125)]","[(0, 6946.81689453125), (1, 5287.5517578125)]","[(0, 4849.03076171875), (1, 5949.68994140625)]","[(0, 4925.66455078125), (1, 3594.233642578125)]","[(0, 2949.176513671875), (1, 4631.8955078125)]","[(0, 5802.2021484375), (1, 3530.0302734375)]","[(0, 32250.953125), (1, 87728.984375)]","[(0, 3982.51953125), (1, 3903.480224609375)]","[(0, 6005.1669921875), (1, 3437.3466796875)]","[(0, 7624.81396484375), (1, 12164.123046875)]"
8,"[(0, 2398.649169921875), (1, 2417.648681640625)]","[(0, 9674.224609375), (1, 9233.09375)]","[(0, 3302.311279296875), (1, 4107.5830078125)]","[(0, 2515.67041015625), (1, 2079.447021484375)]","[(0, 697.9111938476562), (1, 869.365966796875)]","[(0, 1973.2442626953125), (1, 1464.97607421875)]","[(0, 4147.75390625), (1, 3596.898193359375)]","[(0, 20478.14453125), (1, 7010.91650390625)]","[(0, 7162.05810546875), (1, 1213.7747802734375)]","[(0, 11174.462890625), (1, 12110.0693359375)]","[(0, 2464.13134765625), (1, 3059.2109375)]","[(0, 11121.220703125), (1, 3434.132568359375)]","[(0, 15316.0087890625), (1, 19386.451171875)]","[(0, 3148.161865234375), (1, 3738.424072265625)]","[(0, 8958.7216796875), (1, 3721.630615234375)]","[(0, 15471.755859375), (1, 13158.462890625)]","[(0, 3823.495849609375), (1, 3454.056396484375)]","[(0, 2025.3980712890625), (1, 1736.2056884765625)]","[(0, 1925.9263916015625), (1, 2243.30908203125)]","[(0, 6641.06298828125), (1, 4219.2275390625)]","[(0, 4165.81103515625), (1, 3866.15771484375)]","[(0, 3845.3818359375), (1, 4261.35595703125)]","[(0, 2448.395751953125), (1, 2697.974609375)]"
9,"[(0, 6352.1884765625), (1, 5963.3125)]","[(0, 7576.271484375), (1, 7112.41015625)]","[(0, 4040.31201171875), (1, 4968.6640625)]","[(0, 2819.31201171875), (1, 2298.853271484375)]","[(0, 4934.42333984375), (1, 5719.56787109375)]","[(0, 2466.987060546875), (1, 1422.5125732421875)]","[(0, 2917.876953125), (1, 3279.729736328125)]","[(0, 13812.03515625), (1, 2869.298828125)]","[(0, 7227.80517578125), (1, 1853.0189208984375)]","[(0, 44054.84375), (1, 63475.94921875)]","[(0, 2691.02880859375), (1, 3121.97705078125)]","[(0, 10033.0625), (1, 2162.66943359375)]","[(0, 19310.46484375), (1, 24402.244140625)]","[(0, 6013.0986328125), (1, 6279.96142578125)]","[(0, 7547.16552734375), (1, 3366.891357421875)]","[(0, 7589.5849609375), (1, 8704.5400390625)]","[(0, 2444.125244140625), (1, 2126.859375)]","[(0, 2643.28564453125), (1, 3542.014892578125)]","[(0, 2672.30712890625), (1, 2436.200439453125)]","[(0, 3794.247802734375), (1, 8261.7763671875)]","[(0, 2164.9404296875), (1, 1961.9808349609375)]","[(0, 3913.794189453125), (1, 4654.51904296875)]","[(0, 5815.4697265625), (1, 4493.01953125)]"
