,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.5175
agreement_subject_verb-across_prepositional_phrase,0.491
agreement_subject_verb-across_relative_clause,0.4915
agreement_subject_verb-in_question_with_aux,0.5055
agreement_subject_verb-in_simple_question,0.503
anaphor_agreement-pronoun_gender,0.5145
argument_structure-dropped_argument,0.8345
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.485
binding-principle_a,0.3765
case-subjective_pronoun,1.0
ellipsis-n_bar,0.6905
filler-gap-wh_question_object,0.6495
filler-gap-wh_question_subject,1.0
irregular-verb,0.4935
island-effects-adjunct_island,0.4355
island-effects-coordinate_structure_constraint,0.3325
local_attractor-in_question_with_aux,0.8155
npi_licensing-matrix_question,0.4485
npi_licensing-only_npi_licensor,0.2615
quantifiers-existential_there,0.7385
quantifiers-superlative,0.509
