,best
agreement_determiner_noun-across_1_adjective,0.5145
agreement_determiner_noun-between_neighbors,0.5695
agreement_subject_verb-across_prepositional_phrase,0.5115
agreement_subject_verb-across_relative_clause,0.4945
agreement_subject_verb-in_question_with_aux,0.497
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.5205
argument_structure-dropped_argument,0.7915
argument_structure-swapped_arguments,0.982
argument_structure-transitive,0.7185
binding-principle_a,0.3035
case-subjective_pronoun,0.998
ellipsis-n_bar,0.3285
filler-gap-wh_question_object,0.4465
filler-gap-wh_question_subject,0.938
irregular-verb,0.673
island-effects-adjunct_island,0.6275
island-effects-coordinate_structure_constraint,0.293
local_attractor-in_question_with_aux,0.6115
npi_licensing-matrix_question,0.425
npi_licensing-only_npi_licensor,0.881
quantifiers-existential_there,0.702
quantifiers-superlative,0.438
