,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 2171.6455078125), (1, 2029.1177978515625)]","[(0, 8738.841796875), (1, 8331.251953125)]","[(0, 3465.155029296875), (1, 3012.74462890625)]","[(0, 3341.6552734375), (1, 3110.947509765625)]","[(0, 2717.46044921875), (1, 2212.271484375)]","[(0, 6117.5322265625), (1, 2740.7412109375)]","[(0, 31037.33203125), (1, 19811.18359375)]","[(0, 7149.39892578125), (1, 2411.755615234375)]","[(0, 17257.818359375), (1, 8095.4453125)]","[(0, 92869.765625), (1, 82162.9375)]","[(0, 7958.56640625), (1, 12452.0888671875)]","[(0, 12639.7880859375), (1, 8608.291015625)]","[(0, 11408.189453125), (1, 14209.83203125)]","[(0, 7447.482421875), (1, 6961.81884765625)]","[(0, 8463.3544921875), (1, 6234.6328125)]","[(0, 8216.626953125), (1, 6292.38330078125)]","[(0, 4417.421875), (1, 4124.009765625)]","[(0, 5426.7529296875), (1, 4313.0478515625)]","[(0, 4807.67626953125), (1, 5013.32958984375)]","[(0, 3337.38134765625), (1, 2311.102783203125)]","[(0, 22868.82421875), (1, 20537.54296875)]","[(0, 4603.92626953125), (1, 4601.51611328125)]","[(0, 6251.48828125), (1, 5398.2607421875)]"
1,"[(0, 7249.806640625), (1, 5716.7646484375)]","[(0, 6294.015625), (1, 6147.33544921875)]","[(0, 4005.82421875), (1, 3688.74072265625)]","[(0, 2771.410400390625), (1, 2631.80908203125)]","[(0, 2232.584228515625), (1, 1612.1170654296875)]","[(0, 4394.52587890625), (1, 1982.788330078125)]","[(0, 4526.28564453125), (1, 6789.39599609375)]","[(0, 7289.837890625), (1, 3358.72314453125)]","[(0, 7142.97900390625), (1, 2408.42041015625)]","[(0, 61060.76171875), (1, 67096.9921875)]","[(0, 17404.671875), (1, 23185.822265625)]","[(0, 7890.77587890625), (1, 4634.59521484375)]","[(0, 12466.240234375), (1, 15784.5693359375)]","[(0, 6538.35888671875), (1, 6856.1865234375)]","[(0, 11942.814453125), (1, 8009.53564453125)]","[(0, 6002.642578125), (1, 8497.5087890625)]","[(0, 3227.8505859375), (1, 3126.890625)]","[(0, 4789.44921875), (1, 6597.6064453125)]","[(0, 21345.525390625), (1, 18001.958984375)]","[(0, 3190.509765625), (1, 3725.611572265625)]","[(0, 7928.95263671875), (1, 6849.39013671875)]","[(0, 7645.94580078125), (1, 8037.1728515625)]","[(0, 11694.1083984375), (1, 10769.87109375)]"
2,"[(0, 3241.88427734375), (1, 2714.079345703125)]","[(0, 8110.158203125), (1, 6983.94287109375)]","[(0, 3695.349365234375), (1, 3261.6259765625)]","[(0, 2743.47802734375), (1, 2587.537353515625)]","[(0, 1689.304443359375), (1, 1365.6986083984375)]","[(0, 4907.1865234375), (1, 2198.47021484375)]","[(0, 6869.283203125), (1, 4261.6083984375)]","[(0, 7138.232421875), (1, 4129.294921875)]","[(0, 9879.65234375), (1, 7719.1455078125)]","[(0, 73708.84375), (1, 75829.1796875)]","[(0, 8236.65625), (1, 7532.88525390625)]","[(0, 10647.494140625), (1, 5557.193359375)]","[(0, 19431.783203125), (1, 19235.51171875)]","[(0, 6252.1083984375), (1, 6144.744140625)]","[(0, 16018.162109375), (1, 8551.765625)]","[(0, 13864.5869140625), (1, 10247.4599609375)]","[(0, 6032.39208984375), (1, 8362.48828125)]","[(0, 4396.45849609375), (1, 3441.381103515625)]","[(0, 6263.72802734375), (1, 7019.70068359375)]","[(0, 12775.8837890625), (1, 10581.70703125)]","[(0, 10243.55078125), (1, 9829.0078125)]","[(0, 3493.118896484375), (1, 3558.917724609375)]","[(0, 5996.9140625), (1, 7182.37939453125)]"
3,"[(0, 3830.554443359375), (1, 3629.2841796875)]","[(0, 5689.37451171875), (1, 4937.5302734375)]","[(0, 4343.28662109375), (1, 4001.238525390625)]","[(0, 3235.02197265625), (1, 3228.149169921875)]","[(0, 6198.29736328125), (1, 5069.484375)]","[(0, 7031.28515625), (1, 3188.474853515625)]","[(0, 7682.359375), (1, 10672.6767578125)]","[(0, 13596.8759765625), (1, 5827.80615234375)]","[(0, 14537.4189453125), (1, 5350.17578125)]","[(0, 73035.2890625), (1, 87049.671875)]","[(0, 16231.4951171875), (1, 16194.140625)]","[(0, 10327.45703125), (1, 6117.5029296875)]","[(0, 20058.94140625), (1, 20326.2265625)]","[(0, 5739.6484375), (1, 5237.48046875)]","[(0, 18377.30078125), (1, 9595.2587890625)]","[(0, 7986.72119140625), (1, 12290.736328125)]","[(0, 4751.40673828125), (1, 6246.14892578125)]","[(0, 7179.4892578125), (1, 6582.5986328125)]","[(0, 7503.86767578125), (1, 6534.5185546875)]","[(0, 13653.6728515625), (1, 23989.853515625)]","[(0, 5592.2666015625), (1, 5291.62744140625)]","[(0, 5791.44921875), (1, 5599.51904296875)]","[(0, 4506.6875), (1, 5962.6923828125)]"
4,"[(0, 2532.677490234375), (1, 2259.33447265625)]","[(0, 10883.455078125), (1, 12861.7646484375)]","[(0, 3716.15478515625), (1, 4208.0205078125)]","[(0, 3422.871337890625), (1, 3349.369873046875)]","[(0, 5750.72216796875), (1, 4383.32958984375)]","[(0, 2250.93701171875), (1, 1257.12353515625)]","[(0, 22460.94140625), (1, 16409.80078125)]","[(0, 12197.439453125), (1, 10203.197265625)]","[(0, 9006.3076171875), (1, 6050.76025390625)]","[(0, 26083.88671875), (1, 16451.734375)]","[(0, 10104.763671875), (1, 11470.0009765625)]","[(0, 9438.9970703125), (1, 7335.64990234375)]","[(0, 8735.841796875), (1, 10360.5927734375)]","[(0, 4924.61669921875), (1, 7557.89111328125)]","[(0, 12437.27734375), (1, 9487.732421875)]","[(0, 8367.841796875), (1, 6268.81396484375)]","[(0, 6103.3017578125), (1, 7451.96533203125)]","[(0, 4039.6259765625), (1, 3072.426513671875)]","[(0, 4043.78515625), (1, 4622.00732421875)]","[(0, 14502.109375), (1, 11951.4619140625)]","[(0, 3240.208984375), (1, 2875.207275390625)]","[(0, 4555.86376953125), (1, 3874.872802734375)]","[(0, 8966.01171875), (1, 13739.896484375)]"
5,"[(0, 5709.5947265625), (1, 4651.65673828125)]","[(0, 8359.9130859375), (1, 9690.2177734375)]","[(0, 4121.7294921875), (1, 4443.34326171875)]","[(0, 3537.4306640625), (1, 3471.32373046875)]","[(0, 6036.79443359375), (1, 5277.2900390625)]","[(0, 2445.29345703125), (1, 1187.4752197265625)]","[(0, 7210.490234375), (1, 10586.703125)]","[(0, 20130.78515625), (1, 9330.2666015625)]","[(0, 14288.171875), (1, 5843.19921875)]","[(0, 89737.15625), (1, 46308.02734375)]","[(0, 17912.6328125), (1, 21932.099609375)]","[(0, 11968.8232421875), (1, 6207.5078125)]","[(0, 9829.767578125), (1, 11347.318359375)]","[(0, 11370.0107421875), (1, 12062.7412109375)]","[(0, 11423.0498046875), (1, 9488.3388671875)]","[(0, 4596.8056640625), (1, 5715.28759765625)]","[(0, 5143.63916015625), (1, 6061.126953125)]","[(0, 4836.07177734375), (1, 3995.937744140625)]","[(0, 22491.419921875), (1, 19732.291015625)]","[(0, 7330.244140625), (1, 24551.82421875)]","[(0, 2419.487060546875), (1, 2170.625732421875)]","[(0, 5571.03271484375), (1, 4448.66455078125)]","[(0, 3281.31884765625), (1, 3077.441162109375)]"
6,"[(0, 2764.750244140625), (1, 2385.203125)]","[(0, 11533.1044921875), (1, 12091.5810546875)]","[(0, 3836.484375), (1, 4243.82373046875)]","[(0, 1884.5013427734375), (1, 1884.009033203125)]","[(0, 1855.9273681640625), (1, 2350.771728515625)]","[(0, 2436.380615234375), (1, 1324.185546875)]","[(0, 29226.50390625), (1, 17808.171875)]","[(0, 9456.0166015625), (1, 3558.876953125)]","[(0, 7743.06298828125), (1, 3279.363525390625)]","[(0, 78630.9765625), (1, 99157.25)]","[(0, 9881.603515625), (1, 8846.583984375)]","[(0, 17401.751953125), (1, 11019.0791015625)]","[(0, 10429.9892578125), (1, 8781.775390625)]","[(0, 9229.775390625), (1, 13907.5595703125)]","[(0, 11336.1767578125), (1, 8510.337890625)]","[(0, 10816.8701171875), (1, 12240.89453125)]","[(0, 4959.90966796875), (1, 4906.4609375)]","[(0, 3757.690185546875), (1, 4083.145263671875)]","[(0, 4840.46484375), (1, 5287.9501953125)]","[(0, 18538.62890625), (1, 13354.732421875)]","[(0, 5247.5595703125), (1, 4954.68603515625)]","[(0, 5588.16650390625), (1, 4832.9599609375)]","[(0, 5375.90185546875), (1, 4843.4248046875)]"
7,"[(0, 4192.16259765625), (1, 3823.1787109375)]","[(0, 8537.783203125), (1, 8818.5009765625)]","[(0, 4351.4833984375), (1, 4645.57421875)]","[(0, 3269.707763671875), (1, 3492.4228515625)]","[(0, 1243.316162109375), (1, 1743.6435546875)]","[(0, 6345.58251953125), (1, 2853.2197265625)]","[(0, 9233.89453125), (1, 13982.5390625)]","[(0, 10275.1240234375), (1, 2442.739013671875)]","[(0, 19328.375), (1, 9087.9365234375)]","[(0, 38956.7578125), (1, 47886.88671875)]","[(0, 18919.982421875), (1, 15012.4384765625)]","[(0, 9126.31640625), (1, 5577.90673828125)]","[(0, 7422.59423828125), (1, 7955.8876953125)]","[(0, 11857.5048828125), (1, 17084.484375)]","[(0, 10384.720703125), (1, 8113.0283203125)]","[(0, 9931.6376953125), (1, 8768.494140625)]","[(0, 4295.03662109375), (1, 4205.76953125)]","[(0, 3248.37109375), (1, 4822.42138671875)]","[(0, 5364.9619140625), (1, 5049.9228515625)]","[(0, 33959.578125), (1, 29502.03125)]","[(0, 4245.9853515625), (1, 3957.92041015625)]","[(0, 8717.9482421875), (1, 6984.14892578125)]","[(0, 12472.1142578125), (1, 18988.796875)]"
8,"[(0, 2735.340087890625), (1, 3023.120361328125)]","[(0, 12373.0615234375), (1, 8944.08984375)]","[(0, 3724.296875), (1, 3707.867431640625)]","[(0, 2497.97802734375), (1, 2618.591552734375)]","[(0, 1213.10888671875), (1, 1502.34375)]","[(0, 4897.69091796875), (1, 2210.888916015625)]","[(0, 3923.439697265625), (1, 3328.95458984375)]","[(0, 12030.5390625), (1, 5506.63720703125)]","[(0, 7691.42041015625), (1, 3529.91552734375)]","[(0, 6049.51953125), (1, 6222.58642578125)]","[(0, 4148.65966796875), (1, 5240.38818359375)]","[(0, 11743.9306640625), (1, 8158.3544921875)]","[(0, 28583.08984375), (1, 30162.33203125)]","[(0, 8874.10546875), (1, 14959.830078125)]","[(0, 10762.251953125), (1, 6670.51513671875)]","[(0, 26008.798828125), (1, 18502.15625)]","[(0, 5445.3857421875), (1, 5903.6767578125)]","[(0, 2851.121337890625), (1, 3064.9111328125)]","[(0, 3604.291015625), (1, 3561.8515625)]","[(0, 10324.2373046875), (1, 6660.712890625)]","[(0, 5738.0341796875), (1, 5424.962890625)]","[(0, 3948.529052734375), (1, 4603.50048828125)]","[(0, 4977.4423828125), (1, 5950.12109375)]"
9,"[(0, 7488.14794921875), (1, 8680.134765625)]","[(0, 9514.888671875), (1, 6589.01123046875)]","[(0, 4907.630859375), (1, 4793.45166015625)]","[(0, 2453.54052734375), (1, 2586.773681640625)]","[(0, 4117.63134765625), (1, 5159.8076171875)]","[(0, 6771.142578125), (1, 2995.54052734375)]","[(0, 3682.603515625), (1, 4408.78564453125)]","[(0, 14501.6376953125), (1, 3935.15380859375)]","[(0, 9220.7216796875), (1, 3716.275146484375)]","[(0, 30416.501953125), (1, 39891.73828125)]","[(0, 5115.998046875), (1, 5729.73876953125)]","[(0, 8570.68359375), (1, 4464.9345703125)]","[(0, 25972.361328125), (1, 27546.162109375)]","[(0, 13042.546875), (1, 18220.501953125)]","[(0, 11756.6611328125), (1, 7160.54150390625)]","[(0, 12503.447265625), (1, 17021.205078125)]","[(0, 4493.73046875), (1, 4827.93408203125)]","[(0, 4688.55126953125), (1, 4810.33154296875)]","[(0, 5609.92529296875), (1, 4453.580078125)]","[(0, 9432.4287109375), (1, 9969.0078125)]","[(0, 3240.242919921875), (1, 3087.606689453125)]","[(0, 4504.62451171875), (1, 5705.5390625)]","[(0, 8745.794921875), (1, 8577.224609375)]"
