,best
agreement_determiner_noun-across_1_adjective,0.469
agreement_determiner_noun-between_neighbors,0.4645
agreement_subject_verb-across_prepositional_phrase,0.4935
agreement_subject_verb-across_relative_clause,0.4895
agreement_subject_verb-in_question_with_aux,0.4795
agreement_subject_verb-in_simple_question,0.476
anaphor_agreement-pronoun_gender,0.5295
argument_structure-dropped_argument,0.6965
argument_structure-swapped_arguments,0.194
argument_structure-transitive,0.534
binding-principle_a,0.4545
case-subjective_pronoun,0.1905
ellipsis-n_bar,0.4475
filler-gap-wh_question_object,0.242
filler-gap-wh_question_subject,0.9935
irregular-verb,0.504
island-effects-adjunct_island,0.4045
island-effects-coordinate_structure_constraint,0.541
local_attractor-in_question_with_aux,0.5725
npi_licensing-matrix_question,0.569
npi_licensing-only_npi_licensor,0.9985
quantifiers-existential_there,0.684
quantifiers-superlative,0.2725
