,best
agreement_determiner_noun-across_1_adjective,0.504
agreement_determiner_noun-between_neighbors,0.4965
agreement_subject_verb-across_prepositional_phrase,0.5005
agreement_subject_verb-across_relative_clause,0.504
agreement_subject_verb-in_question_with_aux,0.497
agreement_subject_verb-in_simple_question,0.483
anaphor_agreement-pronoun_gender,0.5545
argument_structure-dropped_argument,0.847
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.496
binding-principle_a,0.4635
case-subjective_pronoun,1.0
ellipsis-n_bar,0.246
filler-gap-wh_question_object,0.096
filler-gap-wh_question_subject,1.0
irregular-verb,0.4805
island-effects-adjunct_island,0.421
island-effects-coordinate_structure_constraint,0.442
local_attractor-in_question_with_aux,0.822
npi_licensing-matrix_question,0.684
npi_licensing-only_npi_licensor,0.9475
quantifiers-existential_there,0.7075
quantifiers-superlative,0.0005
