,best
agreement_determiner_noun-across_1_adjective,0.5035
agreement_determiner_noun-between_neighbors,0.4995
agreement_subject_verb-across_prepositional_phrase,0.509
agreement_subject_verb-across_relative_clause,0.4975
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.492
anaphor_agreement-pronoun_gender,0.5465
argument_structure-dropped_argument,0.7555
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4985
binding-principle_a,0.461
case-subjective_pronoun,1.0
ellipsis-n_bar,0.451
filler-gap-wh_question_object,0.5015
filler-gap-wh_question_subject,1.0
irregular-verb,0.469
island-effects-adjunct_island,0.568
island-effects-coordinate_structure_constraint,0.114
local_attractor-in_question_with_aux,0.8485
npi_licensing-matrix_question,0.509
npi_licensing-only_npi_licensor,0.353
quantifiers-existential_there,0.6795
quantifiers-superlative,0.509
