,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.048
island-adjunct,0.656
island-complex-np,0.44
island-wh,0.978
principle_a_command,0.482
principle_a_locality,0.26
question-formation_or,0.678
question-formation_rr,0.702
question-formation_sr,0.634
wanna,0.48
