,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 2616.870361328125), (1, 3050.115966796875)]","[(0, 2701.88720703125), (1, 2533.984619140625)]","[(0, 3733.745849609375), (1, 3885.9892578125)]","[(0, 2337.922607421875), (1, 2429.82763671875)]","[(0, 4167.849609375), (1, 2542.017822265625)]","[(0, 4911.259765625), (1, 5595.1416015625)]","[(0, 8941.57421875), (1, 9855.298828125)]","[(0, 2283.424072265625), (1, 1940.422607421875)]","[(0, 3039.99267578125), (1, 4572.4609375)]","[(0, 2228.66357421875), (1, 2224.4052734375)]","[(0, 3885.229736328125), (1, 3339.58447265625)]"
1,"[(0, 3833.1015625), (1, 4728.79541015625)]","[(0, 3110.579833984375), (1, 3096.641845703125)]","[(0, 2260.530517578125), (1, 2194.062255859375)]","[(0, 3279.82958984375), (1, 3262.34765625)]","[(0, 3373.936767578125), (1, 2078.992919921875)]","[(0, 5305.9287109375), (1, 4743.52001953125)]","[(0, 6062.12646484375), (1, 6631.3544921875)]","[(0, 1631.4149169921875), (1, 1527.021240234375)]","[(0, 1512.6229248046875), (1, 2137.932373046875)]","[(0, 1481.2520751953125), (1, 1871.8182373046875)]","[(0, 2595.92236328125), (1, 1969.6767578125)]"
2,"[(0, 2914.02685546875), (1, 3647.326904296875)]","[(0, 2294.14453125), (1, 2125.845458984375)]","[(0, 2892.46484375), (1, 3184.888671875)]","[(0, 3720.427490234375), (1, 3851.823486328125)]","[(0, 1862.4068603515625), (1, 1724.0865478515625)]","[(0, 6939.7646484375), (1, 7697.18017578125)]","[(0, 2799.544677734375), (1, 2403.653564453125)]","[(0, 1438.6268310546875), (1, 2103.68798828125)]","[(0, 2009.8096923828125), (1, 2120.077392578125)]","[(0, 3566.623779296875), (1, 4153.21630859375)]","[(0, 3030.34521484375), (1, 2346.97021484375)]"
3,"[(0, 3365.867431640625), (1, 4193.91748046875)]","[(0, 2136.282470703125), (1, 2002.02587890625)]","[(0, 7256.35009765625), (1, 7699.1845703125)]","[(0, 4880.99755859375), (1, 4958.00390625)]","[(0, 1916.58544921875), (1, 1800.453369140625)]","[(0, 4853.90283203125), (1, 5527.51513671875)]","[(0, 5103.7421875), (1, 5610.69091796875)]","[(0, 2534.086181640625), (1, 3143.296142578125)]","[(0, 1430.6932373046875), (1, 1973.36181640625)]","[(0, 2014.5621337890625), (1, 1580.0736083984375)]","[(0, 4131.9501953125), (1, 3323.213134765625)]"
4,"[(0, 4028.40380859375), (1, 4590.939453125)]","[(0, 1693.7132568359375), (1, 1420.1905517578125)]","[(0, 6824.18994140625), (1, 7136.28564453125)]","[(0, 3790.511962890625), (1, 4397.01220703125)]","[(0, 5356.296875), (1, 3479.5205078125)]","[(0, 3804.501953125), (1, 3410.623046875)]","[(0, 4260.689453125), (1, 3729.009521484375)]","[(0, 2786.7783203125), (1, 1646.9393310546875)]","[(0, 1477.547119140625), (1, 3267.373046875)]","[(0, 1075.499267578125), (1, 1459.857666015625)]","[(0, 3563.33642578125), (1, 2759.52392578125)]"
5,"[(0, 3363.005126953125), (1, 3759.031005859375)]","[(0, 2317.51220703125), (1, 1988.2777099609375)]","[(0, 3241.37109375), (1, 3598.716796875)]","[(0, 3518.958251953125), (1, 3732.777587890625)]","[(0, 6295.97265625), (1, 4109.43994140625)]","[(0, 4142.09716796875), (1, 4714.01318359375)]","[(0, 6110.55859375), (1, 7208.71630859375)]","[(0, 2696.23974609375), (1, 2182.037841796875)]","[(0, 1870.6895751953125), (1, 1651.3792724609375)]","[(0, 1358.11865234375), (1, 1438.1630859375)]","[(0, 2710.5341796875), (1, 2114.51123046875)]"
6,"[(0, 3068.160400390625), (1, 3678.56689453125)]","[(0, 3814.60546875), (1, 4133.0615234375)]","[(0, 2988.47265625), (1, 2417.955322265625)]","[(0, 3232.271240234375), (1, 3595.341064453125)]","[(0, 2574.58251953125), (1, 2257.31201171875)]","[(0, 3788.621826171875), (1, 3369.40625)]","[(0, 8155.390625), (1, 9042.419921875)]","[(0, 2091.503662109375), (1, 1319.9290771484375)]","[(0, 2349.83251953125), (1, 2310.474609375)]","[(0, 3205.927490234375), (1, 2839.94091796875)]","[(0, 3648.5830078125), (1, 2939.218505859375)]"
7,"[(0, 2400.110107421875), (1, 2842.48388671875)]","[(0, 4655.51318359375), (1, 5249.76220703125)]","[(0, 1889.2816162109375), (1, 2090.63720703125)]","[(0, 6944.6572265625), (1, 6827.21728515625)]","[(0, 2685.176025390625), (1, 2253.08251953125)]","[(0, 2477.94677734375), (1, 3143.499755859375)]","[(0, 7519.82177734375), (1, 8515.2744140625)]","[(0, 2860.16552734375), (1, 3516.576171875)]","[(0, 1714.5419921875), (1, 1417.0775146484375)]","[(0, 2487.483642578125), (1, 3195.50048828125)]","[(0, 4136.4130859375), (1, 3430.302734375)]"
8,"[(0, 3696.59033203125), (1, 4277.45166015625)]","[(0, 2814.22021484375), (1, 2962.8955078125)]","[(0, 6069.3291015625), (1, 5900.828125)]","[(0, 4954.35009765625), (1, 4922.8984375)]","[(0, 5272.21923828125), (1, 3577.64111328125)]","[(0, 3855.987548828125), (1, 3143.325927734375)]","[(0, 4487.72216796875), (1, 4049.921630859375)]","[(0, 1800.4439697265625), (1, 1415.207763671875)]","[(0, 3683.34814453125), (1, 2902.69775390625)]","[(0, 2641.0126953125), (1, 2585.74755859375)]","[(0, 1667.0196533203125), (1, 1203.7435302734375)]"
9,"[(0, 3285.4052734375), (1, 3871.0498046875)]","[(0, 2139.14697265625), (1, 2028.7095947265625)]","[(0, 3332.772705078125), (1, 3239.15234375)]","[(0, 6790.46484375), (1, 6546.2763671875)]","[(0, 1909.0843505859375), (1, 1699.1783447265625)]","[(0, 4062.005126953125), (1, 3586.3076171875)]","[(0, 5211.17333984375), (1, 5575.46533203125)]","[(0, 2397.642578125), (1, 1623.34228515625)]","[(0, 979.585693359375), (1, 1354.702392578125)]","[(0, 3584.2080078125), (1, 3429.5341796875)]","[(0, 3227.438232421875), (1, 2577.917724609375)]"
