,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 923.278076171875), (1, 1139.1099853515625)]","[(0, 1049.4918212890625), (1, 1182.5941162109375)]","[(0, 2100.22314453125), (1, 2117.96435546875)]","[(0, 1592.7003173828125), (1, 1582.53857421875)]","[(0, 3107.267822265625), (1, 2126.60888671875)]","[(0, 4258.50439453125), (1, 4384.115234375)]","[(0, 6967.79638671875), (1, 7694.16455078125)]","[(0, 1127.07861328125), (1, 856.4788208007812)]","[(0, 2147.529296875), (1, 2076.19921875)]","[(0, 1639.122802734375), (1, 1417.19921875)]","[(0, 3111.8466796875), (1, 3198.183349609375)]"
1,"[(0, 1837.602783203125), (1, 2444.591796875)]","[(0, 1348.7989501953125), (1, 1584.196533203125)]","[(0, 1125.5753173828125), (1, 1129.3946533203125)]","[(0, 2989.48193359375), (1, 2962.945068359375)]","[(0, 3356.8369140625), (1, 1967.380615234375)]","[(0, 4609.62451171875), (1, 4377.689453125)]","[(0, 5228.14306640625), (1, 6071.36669921875)]","[(0, 930.681884765625), (1, 625.4389038085938)]","[(0, 1547.41162109375), (1, 1077.63427734375)]","[(0, 1361.74365234375), (1, 1636.295166015625)]","[(0, 1237.763916015625), (1, 1489.5738525390625)]"
2,"[(0, 1681.259521484375), (1, 2197.16650390625)]","[(0, 1203.095703125), (1, 1280.6405029296875)]","[(0, 1171.010009765625), (1, 1203.2264404296875)]","[(0, 2876.1494140625), (1, 2884.160400390625)]","[(0, 1453.9927978515625), (1, 1227.967041015625)]","[(0, 7762.833984375), (1, 7699.64013671875)]","[(0, 1568.6956787109375), (1, 1549.94677734375)]","[(0, 589.9888305664062), (1, 717.15234375)]","[(0, 1637.85400390625), (1, 1337.568115234375)]","[(0, 3461.089599609375), (1, 3938.68310546875)]","[(0, 1711.4365234375), (1, 2016.7073974609375)]"
3,"[(0, 2150.09716796875), (1, 2758.783203125)]","[(0, 1248.0693359375), (1, 1285.2568359375)]","[(0, 6141.53369140625), (1, 6394.72265625)]","[(0, 3618.215087890625), (1, 3602.600341796875)]","[(0, 1421.4100341796875), (1, 1206.8309326171875)]","[(0, 4496.45263671875), (1, 4503.310546875)]","[(0, 4721.6484375), (1, 4888.68408203125)]","[(0, 2205.75439453125), (1, 2010.4241943359375)]","[(0, 1083.228759765625), (1, 1312.0218505859375)]","[(0, 1772.233154296875), (1, 1426.294921875)]","[(0, 2701.9580078125), (1, 2698.96923828125)]"
4,"[(0, 1369.464599609375), (1, 1833.1500244140625)]","[(0, 688.0001831054688), (1, 610.216064453125)]","[(0, 5564.4375), (1, 5137.10400390625)]","[(0, 3374.236328125), (1, 3600.47412109375)]","[(0, 4386.361328125), (1, 2593.262451171875)]","[(0, 3284.39013671875), (1, 3249.052490234375)]","[(0, 3732.94482421875), (1, 3657.67236328125)]","[(0, 1297.0289306640625), (1, 1130.934814453125)]","[(0, 1680.2978515625), (1, 2693.557861328125)]","[(0, 550.6482543945312), (1, 560.587646484375)]","[(0, 2328.077392578125), (1, 2421.043701171875)]"
5,"[(0, 1263.053955078125), (1, 1681.60986328125)]","[(0, 405.20556640625), (1, 361.3316650390625)]","[(0, 2581.291748046875), (1, 2601.175048828125)]","[(0, 2337.883544921875), (1, 2514.17724609375)]","[(0, 4779.12841796875), (1, 2837.3369140625)]","[(0, 3865.973388671875), (1, 4080.140380859375)]","[(0, 5007.328125), (1, 5227.71923828125)]","[(0, 1517.3828125), (1, 1497.503173828125)]","[(0, 1449.5146484375), (1, 1828.318115234375)]","[(0, 837.4547119140625), (1, 1065.904052734375)]","[(0, 1355.6207275390625), (1, 1624.3829345703125)]"
6,"[(0, 1469.43408203125), (1, 1907.2435302734375)]","[(0, 1489.6356201171875), (1, 1828.2884521484375)]","[(0, 1792.7911376953125), (1, 1615.611572265625)]","[(0, 2431.212890625), (1, 2413.21337890625)]","[(0, 2215.65283203125), (1, 1962.184814453125)]","[(0, 2848.589599609375), (1, 2690.106201171875)]","[(0, 9624.7880859375), (1, 10770.2919921875)]","[(0, 962.4779052734375), (1, 1042.860107421875)]","[(0, 1802.154052734375), (1, 1622.563720703125)]","[(0, 2076.01513671875), (1, 1829.595947265625)]","[(0, 2661.583984375), (1, 2716.206298828125)]"
7,"[(0, 1358.57861328125), (1, 1839.6351318359375)]","[(0, 1985.9638671875), (1, 2540.73583984375)]","[(0, 1383.4993896484375), (1, 1573.1414794921875)]","[(0, 5882.287109375), (1, 5712.55224609375)]","[(0, 2119.7880859375), (1, 1775.6590576171875)]","[(0, 2532.779052734375), (1, 2602.971435546875)]","[(0, 8139.322265625), (1, 8918.8173828125)]","[(0, 1772.21875), (1, 1843.0128173828125)]","[(0, 993.4622192382812), (1, 1386.0989990234375)]","[(0, 1436.00732421875), (1, 1444.051513671875)]","[(0, 2264.248046875), (1, 2365.396728515625)]"
8,"[(0, 1958.9090576171875), (1, 2658.604736328125)]","[(0, 1570.800537109375), (1, 1770.476318359375)]","[(0, 4282.56982421875), (1, 4131.201171875)]","[(0, 3632.348388671875), (1, 3618.042236328125)]","[(0, 4158.55078125), (1, 2320.77099609375)]","[(0, 3523.48828125), (1, 3428.37939453125)]","[(0, 3360.73193359375), (1, 3311.201416015625)]","[(0, 962.7891845703125), (1, 1087.8013916015625)]","[(0, 2126.041015625), (1, 2887.7421875)]","[(0, 1656.33251953125), (1, 2157.774658203125)]","[(0, 731.6129150390625), (1, 888.6036987304688)]"
9,"[(0, 1704.7625732421875), (1, 2286.5498046875)]","[(0, 1089.4052734375), (1, 1166.320068359375)]","[(0, 2096.69384765625), (1, 2242.829833984375)]","[(0, 6146.8193359375), (1, 6185.537109375)]","[(0, 973.6055297851562), (1, 810.79150390625)]","[(0, 2262.22900390625), (1, 2268.81103515625)]","[(0, 4800.8173828125), (1, 5010.27978515625)]","[(0, 1418.0589599609375), (1, 1271.882568359375)]","[(0, 858.9347534179688), (1, 1246.87548828125)]","[(0, 3531.205322265625), (1, 1940.167236328125)]","[(0, 1654.415283203125), (1, 1947.2166748046875)]"
