,best
anaphoric-one-semantics,0.034
anaphoric-one-syntax,0.152
island-adjunct,0.806
island-complex-np,0.642
island-wh,0.97
principle_a_command,0.476
principle_a_locality,0.262
question-formation_or,0.682
question-formation_or_strict,0.038
question-formation_rr,0.676
question-formation_rr_strict,0.024
question-formation_sr,0.758
question-formation_sr_strict,0.016
wanna,0.948
