,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 30207.498046875), (1, 31188.8359375)]","[(0, 26651.619140625), (1, 24092.26953125)]","[(0, 26874.126953125), (1, 27536.6015625)]","[(0, 32322.23046875), (1, 32818.2734375)]","[(0, 32601.099609375), (1, 28599.693359375)]","[(0, 30845.94140625), (1, 29227.671875)]","[(0, 30739.78515625), (1, 32474.8671875)]","[(0, 29270.798828125), (1, 21279.873046875)]","[(0, 28129.94140625), (1, 26924.6640625)]","[(0, 29478.09765625), (1, 27080.8984375)]","[(0, 30986.2265625), (1, 31610.064453125)]"
1,"[(0, 34171.19921875), (1, 36806.70703125)]","[(0, 28955.23046875), (1, 26691.984375)]","[(0, 25866.912109375), (1, 25837.966796875)]","[(0, 37724.67578125), (1, 38223.53125)]","[(0, 35912.51171875), (1, 31340.69140625)]","[(0, 23551.822265625), (1, 25458.986328125)]","[(0, 28511.814453125), (1, 31456.875)]","[(0, 37764.55859375), (1, 22565.759765625)]","[(0, 24625.71484375), (1, 33791.74609375)]","[(0, 24552.060546875), (1, 43301.78515625)]","[(0, 32262.826171875), (1, 34204.03125)]"
2,"[(0, 32973.53515625), (1, 33157.87890625)]","[(0, 25547.443359375), (1, 27033.654296875)]","[(0, 27914.38671875), (1, 30702.955078125)]","[(0, 35893.09765625), (1, 36598.58203125)]","[(0, 45983.6015625), (1, 44967.296875)]","[(0, 32696.84375), (1, 31877.892578125)]","[(0, 41937.68359375), (1, 43480.46484375)]","[(0, 26599.541015625), (1, 29710.1171875)]","[(0, 19797.71875), (1, 19576.662109375)]","[(0, 36584.66015625), (1, 28760.794921875)]","[(0, 23414.626953125), (1, 24519.48828125)]"
3,"[(0, 20668.580078125), (1, 22381.357421875)]","[(0, 25335.314453125), (1, 24460.982421875)]","[(0, 32002.076171875), (1, 30639.3671875)]","[(0, 27074.986328125), (1, 29897.712890625)]","[(0, 44658.22265625), (1, 42619.3125)]","[(0, 24802.5546875), (1, 23846.62890625)]","[(0, 30052.537109375), (1, 29468.205078125)]","[(0, 21637.11328125), (1, 23138.197265625)]","[(0, 17212.37109375), (1, 26467.830078125)]","[(0, 30408.41015625), (1, 22556.37890625)]","[(0, 35245.921875), (1, 37457.59765625)]"
4,"[(0, 30451.21484375), (1, 36981.75390625)]","[(0, 15525.0693359375), (1, 14774.02734375)]","[(0, 29704.537109375), (1, 29885.083984375)]","[(0, 21881.373046875), (1, 21230.455078125)]","[(0, 34171.6875), (1, 31891.298828125)]","[(0, 27769.96875), (1, 28465.302734375)]","[(0, 22603.32421875), (1, 24171.298828125)]","[(0, 29108.1171875), (1, 23317.89453125)]","[(0, 23635.478515625), (1, 36016.8828125)]","[(0, 15013.8984375), (1, 22223.876953125)]","[(0, 21522.193359375), (1, 22598.30078125)]"
5,"[(0, 24730.705078125), (1, 28856.072265625)]","[(0, 15422.4638671875), (1, 14221.5859375)]","[(0, 30949.341796875), (1, 29140.86328125)]","[(0, 28661.484375), (1, 29872.744140625)]","[(0, 36603.890625), (1, 34379.0546875)]","[(0, 30842.412109375), (1, 30164.345703125)]","[(0, 22124.65625), (1, 20654.865234375)]","[(0, 32443.291015625), (1, 24736.3203125)]","[(0, 25395.5), (1, 24764.951171875)]","[(0, 21315.439453125), (1, 22910.51953125)]","[(0, 37034.515625), (1, 37661.9140625)]"
6,"[(0, 32329.26171875), (1, 34219.0703125)]","[(0, 21798.435546875), (1, 22544.55078125)]","[(0, 19245.345703125), (1, 22073.82421875)]","[(0, 40841.55859375), (1, 40880.44921875)]","[(0, 40520.44140625), (1, 42037.1015625)]","[(0, 28937.728515625), (1, 29296.154296875)]","[(0, 19270.912109375), (1, 19675.298828125)]","[(0, 27282.4453125), (1, 21759.5546875)]","[(0, 37686.78125), (1, 25271.416015625)]","[(0, 39066.06640625), (1, 24779.3359375)]","[(0, 29754.408203125), (1, 29992.98046875)]"
7,"[(0, 19498.2578125), (1, 23496.72265625)]","[(0, 24619.796875), (1, 26772.623046875)]","[(0, 26760.95703125), (1, 27063.421875)]","[(0, 26781.40625), (1, 28951.806640625)]","[(0, 49315.5625), (1, 49734.828125)]","[(0, 33552.31640625), (1, 33306.13671875)]","[(0, 22202.3125), (1, 22969.697265625)]","[(0, 18660.6328125), (1, 19594.537109375)]","[(0, 32960.015625), (1, 32894.1015625)]","[(0, 24214.375), (1, 30818.626953125)]","[(0, 34731.5), (1, 35332.14453125)]"
8,"[(0, 23288.404296875), (1, 27883.6015625)]","[(0, 22604.83203125), (1, 22572.431640625)]","[(0, 31066.62109375), (1, 36478.4375)]","[(0, 31365.6875), (1, 28044.3046875)]","[(0, 27434.84375), (1, 24952.021484375)]","[(0, 22574.046875), (1, 23049.33203125)]","[(0, 25469.451171875), (1, 27196.201171875)]","[(0, 24521.896484375), (1, 20434.484375)]","[(0, 26220.837890625), (1, 22740.59765625)]","[(0, 24177.248046875), (1, 26925.8203125)]","[(0, 26373.89453125), (1, 27112.607421875)]"
9,"[(0, 26997.73828125), (1, 32572.4453125)]","[(0, 19796.869140625), (1, 20638.029296875)]","[(0, 32807.7265625), (1, 34504.7265625)]","[(0, 28189.423828125), (1, 27901.583984375)]","[(0, 46316.421875), (1, 46899.35546875)]","[(0, 23070.353515625), (1, 24001.11328125)]","[(0, 19561.322265625), (1, 18043.673828125)]","[(0, 25953.05078125), (1, 20389.84765625)]","[(0, 27339.904296875), (1, 41719.5546875)]","[(0, 24803.333984375), (1, 25419.755859375)]","[(0, 33780.08203125), (1, 36383.93359375)]"
