,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 1384.088623046875), (1, 1628.5958251953125)]","[(0, 1706.8489990234375), (1, 1862.822509765625)]","[(0, 2412.993408203125), (1, 2443.434326171875)]","[(0, 2026.9119873046875), (1, 1999.158203125)]","[(0, 3508.771240234375), (1, 2535.41552734375)]","[(0, 4196.9267578125), (1, 4228.56494140625)]","[(0, 7102.10791015625), (1, 7398.8828125)]","[(0, 1512.8919677734375), (1, 1335.6904296875)]","[(0, 2815.724853515625), (1, 2438.8759765625)]","[(0, 2056.169677734375), (1, 1764.160888671875)]","[(0, 3413.867431640625), (1, 3271.994384765625)]"
1,"[(0, 3033.343505859375), (1, 3830.22216796875)]","[(0, 2035.1556396484375), (1, 2285.755126953125)]","[(0, 1464.483642578125), (1, 1475.1832275390625)]","[(0, 3495.584716796875), (1, 3446.422607421875)]","[(0, 3847.450927734375), (1, 2462.562255859375)]","[(0, 4921.1708984375), (1, 4799.82421875)]","[(0, 5175.05029296875), (1, 5617.69384765625)]","[(0, 1332.129150390625), (1, 917.926513671875)]","[(0, 1683.798828125), (1, 1262.3525390625)]","[(0, 1943.6229248046875), (1, 2416.088134765625)]","[(0, 1655.45849609375), (1, 1970.0599365234375)]"
2,"[(0, 2302.82373046875), (1, 2857.959716796875)]","[(0, 1927.871337890625), (1, 1991.2769775390625)]","[(0, 1470.122314453125), (1, 1510.9930419921875)]","[(0, 3421.72265625), (1, 3373.50244140625)]","[(0, 1871.43359375), (1, 1647.3917236328125)]","[(0, 7383.36181640625), (1, 7155.654296875)]","[(0, 1762.3961181640625), (1, 1784.0450439453125)]","[(0, 1058.352783203125), (1, 987.742919921875)]","[(0, 2680.69091796875), (1, 1894.231201171875)]","[(0, 4140.69921875), (1, 4917.51123046875)]","[(0, 2095.900146484375), (1, 2427.05078125)]"
3,"[(0, 3698.056884765625), (1, 4552.732421875)]","[(0, 1993.2442626953125), (1, 2020.26953125)]","[(0, 5987.34228515625), (1, 6341.11767578125)]","[(0, 4031.69775390625), (1, 4021.314208984375)]","[(0, 1823.3851318359375), (1, 1610.5810546875)]","[(0, 4840.14599609375), (1, 4759.01171875)]","[(0, 4560.154296875), (1, 4606.9833984375)]","[(0, 2476.413330078125), (1, 2364.401123046875)]","[(0, 2017.3604736328125), (1, 1781.686767578125)]","[(0, 2068.4453125), (1, 1896.6436767578125)]","[(0, 3038.937744140625), (1, 2905.047607421875)]"
4,"[(0, 2011.544189453125), (1, 2593.12646484375)]","[(0, 1031.8123779296875), (1, 958.7799072265625)]","[(0, 5641.02587890625), (1, 5277.58203125)]","[(0, 3711.904296875), (1, 3847.81396484375)]","[(0, 4592.45458984375), (1, 2946.546630859375)]","[(0, 3660.407958984375), (1, 3693.24609375)]","[(0, 3891.054931640625), (1, 3918.974609375)]","[(0, 1440.4630126953125), (1, 1724.24853515625)]","[(0, 1997.0858154296875), (1, 2824.149169921875)]","[(0, 879.0426635742188), (1, 901.5244750976562)]","[(0, 2559.405517578125), (1, 2509.35205078125)]"
5,"[(0, 1951.93359375), (1, 2521.847412109375)]","[(0, 660.5501098632812), (1, 619.2040405273438)]","[(0, 3089.2119140625), (1, 3053.967041015625)]","[(0, 2788.639404296875), (1, 2970.947998046875)]","[(0, 5206.15625), (1, 3359.8955078125)]","[(0, 3962.951171875), (1, 4047.739990234375)]","[(0, 5070.083984375), (1, 5159.974609375)]","[(0, 1987.9505615234375), (1, 2040.53125)]","[(0, 2159.23828125), (1, 3161.74658203125)]","[(0, 1188.42626953125), (1, 1358.2191162109375)]","[(0, 1649.619384765625), (1, 1930.946044921875)]"
6,"[(0, 2047.1241455078125), (1, 2513.6162109375)]","[(0, 1894.328857421875), (1, 2209.326171875)]","[(0, 2208.21923828125), (1, 1969.93505859375)]","[(0, 2879.26708984375), (1, 2731.6318359375)]","[(0, 2546.74365234375), (1, 2402.07470703125)]","[(0, 2857.699462890625), (1, 2791.2177734375)]","[(0, 8949.9423828125), (1, 9897.8916015625)]","[(0, 1401.4017333984375), (1, 1489.0909423828125)]","[(0, 2726.86083984375), (1, 2204.112060546875)]","[(0, 2480.0068359375), (1, 2566.097412109375)]","[(0, 2944.078857421875), (1, 2847.97314453125)]"
7,"[(0, 1996.15771484375), (1, 2613.91455078125)]","[(0, 2343.698974609375), (1, 2811.820556640625)]","[(0, 1785.54541015625), (1, 2013.6468505859375)]","[(0, 6180.666015625), (1, 6024.73388671875)]","[(0, 2400.84130859375), (1, 2190.3232421875)]","[(0, 2953.237548828125), (1, 2994.486572265625)]","[(0, 8088.89306640625), (1, 8828.96875)]","[(0, 2886.210205078125), (1, 2564.6357421875)]","[(0, 1415.8287353515625), (1, 1849.5345458984375)]","[(0, 2012.4161376953125), (1, 1924.3179931640625)]","[(0, 2663.07080078125), (1, 2617.83251953125)]"
8,"[(0, 2815.04833984375), (1, 3680.395263671875)]","[(0, 2030.291748046875), (1, 2208.3486328125)]","[(0, 4553.5576171875), (1, 4429.25048828125)]","[(0, 4161.73291015625), (1, 4075.593994140625)]","[(0, 4303.515625), (1, 2637.8056640625)]","[(0, 3883.677734375), (1, 3819.93505859375)]","[(0, 3784.057373046875), (1, 3820.641845703125)]","[(0, 1238.2244873046875), (1, 1464.724609375)]","[(0, 2670.137939453125), (1, 3746.5869140625)]","[(0, 1994.9844970703125), (1, 2921.347412109375)]","[(0, 950.8193359375), (1, 1128.51025390625)]"
9,"[(0, 2665.8037109375), (1, 3487.7861328125)]","[(0, 1486.5064697265625), (1, 1592.3494873046875)]","[(0, 2615.287353515625), (1, 2678.8291015625)]","[(0, 6272.3720703125), (1, 6210.26708984375)]","[(0, 1291.2374267578125), (1, 1145.1954345703125)]","[(0, 2920.752685546875), (1, 2969.38037109375)]","[(0, 4929.92236328125), (1, 4964.05029296875)]","[(0, 1832.6702880859375), (1, 1831.322265625)]","[(0, 1248.3704833984375), (1, 1737.220947265625)]","[(0, 5348.7880859375), (1, 2543.633056640625)]","[(0, 2020.80908203125), (1, 2370.376220703125)]"
