,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 913.1392211914062), (1, 1071.329345703125)]","[(0, 684.49755859375), (1, 937.3718872070312)]","[(0, 6984.27587890625), (1, 6509.880859375)]","[(0, 4443.474609375), (1, 3268.451416015625)]","[(0, 11294.0283203125), (1, 6758.10400390625)]","[(0, 10112.0322265625), (1, 10767.29296875)]","[(0, 12018.9453125), (1, 15129.4609375)]","[(0, 1034.4410400390625), (1, 940.3695678710938)]","[(0, 7475.3544921875), (1, 5941.35498046875)]","[(0, 5077.23583984375), (1, 3051.3701171875)]","[(0, 15480.5966796875), (1, 12188.125)]"
1,"[(0, 1049.4302978515625), (1, 1166.57080078125)]","[(0, 1102.651123046875), (1, 1606.931884765625)]","[(0, 1681.7991943359375), (1, 1478.1890869140625)]","[(0, 6436.51806640625), (1, 6003.0546875)]","[(0, 9762.80078125), (1, 5249.4716796875)]","[(0, 11016.400390625), (1, 9955.193359375)]","[(0, 6084.69287109375), (1, 7956.53271484375)]","[(0, 2001.1068115234375), (1, 835.0446166992188)]","[(0, 3187.833251953125), (1, 2488.953857421875)]","[(0, 1932.4981689453125), (1, 2519.688720703125)]","[(0, 2847.137939453125), (1, 2600.8076171875)]"
2,"[(0, 1148.9066162109375), (1, 1266.8599853515625)]","[(0, 861.281982421875), (1, 1123.3448486328125)]","[(0, 3071.565185546875), (1, 3185.69384765625)]","[(0, 4159.3994140625), (1, 4593.255859375)]","[(0, 4558.267578125), (1, 3603.270263671875)]","[(0, 11041.4013671875), (1, 12082.4638671875)]","[(0, 5161.515625), (1, 4410.6611328125)]","[(0, 837.2793579101562), (1, 797.3281860351562)]","[(0, 2923.798828125), (1, 1806.8314208984375)]","[(0, 7157.59912109375), (1, 6437.31591796875)]","[(0, 4017.69580078125), (1, 3430.377685546875)]"
3,"[(0, 1335.4541015625), (1, 1648.832275390625)]","[(0, 647.008056640625), (1, 786.5992431640625)]","[(0, 23413.623046875), (1, 23456.48828125)]","[(0, 9567.7001953125), (1, 10321.5888671875)]","[(0, 4525.21484375), (1, 3746.02587890625)]","[(0, 6845.82470703125), (1, 7906.94140625)]","[(0, 9796.8623046875), (1, 11309.193359375)]","[(0, 6329.84375), (1, 3218.607421875)]","[(0, 1864.371337890625), (1, 1329.9261474609375)]","[(0, 2862.809814453125), (1, 1269.3531494140625)]","[(0, 13680.521484375), (1, 9728.681640625)]"
4,"[(0, 1242.99658203125), (1, 1710.4151611328125)]","[(0, 385.039794921875), (1, 367.2721862792969)]","[(0, 26038.455078125), (1, 23119.978515625)]","[(0, 9221.5126953125), (1, 11896.220703125)]","[(0, 11031.8017578125), (1, 6725.66064453125)]","[(0, 10634.28125), (1, 9154.0361328125)]","[(0, 11197.857421875), (1, 9917.384765625)]","[(0, 2706.986083984375), (1, 2419.260986328125)]","[(0, 11178.640625), (1, 5442.7578125)]","[(0, 582.1653442382812), (1, 630.9168090820312)]","[(0, 10115.03125), (1, 7867.474609375)]"
5,"[(0, 1497.31103515625), (1, 1923.1126708984375)]","[(0, 249.85977172851562), (1, 245.58346557617188)]","[(0, 6654.5986328125), (1, 6833.00146484375)]","[(0, 5840.34130859375), (1, 5765.482421875)]","[(0, 10970.259765625), (1, 6754.3603515625)]","[(0, 13695.6259765625), (1, 16004.388671875)]","[(0, 6877.4638671875), (1, 7816.02978515625)]","[(0, 2800.326904296875), (1, 1842.595458984375)]","[(0, 2045.6048583984375), (1, 2154.217529296875)]","[(0, 1033.207763671875), (1, 1187.14794921875)]","[(0, 2749.549560546875), (1, 2542.180419921875)]"
6,"[(0, 773.21826171875), (1, 833.5027465820312)]","[(0, 1134.6517333984375), (1, 1789.064453125)]","[(0, 4911.5263671875), (1, 4032.055419921875)]","[(0, 3799.88232421875), (1, 4684.8505859375)]","[(0, 4828.123046875), (1, 3804.617919921875)]","[(0, 10720.22265625), (1, 9102.291015625)]","[(0, 14834.609375), (1, 16284.041015625)]","[(0, 1235.834228515625), (1, 1030.979248046875)]","[(0, 2215.453125), (1, 1940.0228271484375)]","[(0, 2819.513671875), (1, 2244.78466796875)]","[(0, 15909.83984375), (1, 11996.1220703125)]"
7,"[(0, 1078.8271484375), (1, 1284.1614990234375)]","[(0, 1763.3905029296875), (1, 3093.580810546875)]","[(0, 3296.43994140625), (1, 3316.083740234375)]","[(0, 21113.87109375), (1, 17633.107421875)]","[(0, 6084.67578125), (1, 4403.9658203125)]","[(0, 4417.6240234375), (1, 5006.17724609375)]","[(0, 13046.8017578125), (1, 15521.01171875)]","[(0, 2136.611572265625), (1, 2006.21435546875)]","[(0, 1299.1787109375), (1, 1326.5189208984375)]","[(0, 1852.5091552734375), (1, 1896.5712890625)]","[(0, 14350.0048828125), (1, 11768.001953125)]"
8,"[(0, 1643.23828125), (1, 2103.7734375)]","[(0, 1374.5748291015625), (1, 2095.449462890625)]","[(0, 16990.001953125), (1, 17556.32421875)]","[(0, 9560.923828125), (1, 9749.6728515625)]","[(0, 12966.609375), (1, 7819.88427734375)]","[(0, 7026.5859375), (1, 6284.4072265625)]","[(0, 8942.87890625), (1, 7747.16259765625)]","[(0, 951.2333984375), (1, 938.88427734375)]","[(0, 4401.09423828125), (1, 5351.25732421875)]","[(0, 3167.80712890625), (1, 3338.845703125)]","[(0, 1713.9527587890625), (1, 1493.0797119140625)]"
9,"[(0, 1321.812255859375), (1, 1631.132568359375)]","[(0, 763.3082275390625), (1, 912.9820556640625)]","[(0, 4797.74169921875), (1, 5564.3369140625)]","[(0, 21050.859375), (1, 19736.640625)]","[(0, 3751.485107421875), (1, 2467.616455078125)]","[(0, 3803.729248046875), (1, 3386.62548828125)]","[(0, 11136.0048828125), (1, 12779.271484375)]","[(0, 1748.12744140625), (1, 1596.167236328125)]","[(0, 1987.9136962890625), (1, 2181.28173828125)]","[(0, 3432.718017578125), (1, 3102.956298828125)]","[(0, 3516.743896484375), (1, 3305.247802734375)]"
