,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 910.5869140625), (1, 1070.076416015625)]","[(0, 697.1203002929688), (1, 953.4989624023438)]","[(0, 6991.826171875), (1, 6565.5703125)]","[(0, 4997.2861328125), (1, 3598.215576171875)]","[(0, 11923.025390625), (1, 7328.447265625)]","[(0, 10749.1943359375), (1, 11433.8515625)]","[(0, 12957.80859375), (1, 16342.0537109375)]","[(0, 1060.59375), (1, 938.5936889648438)]","[(0, 7799.060546875), (1, 6039.58740234375)]","[(0, 5315.3486328125), (1, 3112.977783203125)]","[(0, 16090.0908203125), (1, 12539.53515625)]"
1,"[(0, 1045.8465576171875), (1, 1162.24560546875)]","[(0, 1133.701904296875), (1, 1655.22412109375)]","[(0, 1754.975341796875), (1, 1537.2069091796875)]","[(0, 6751.88720703125), (1, 6378.978515625)]","[(0, 10630.255859375), (1, 5795.3662109375)]","[(0, 11337.1826171875), (1, 10281.0341796875)]","[(0, 6492.16162109375), (1, 8525.3173828125)]","[(0, 2008.8323974609375), (1, 844.351806640625)]","[(0, 3276.1220703125), (1, 2545.65087890625)]","[(0, 2000.9388427734375), (1, 2577.803466796875)]","[(0, 2998.66455078125), (1, 2681.9580078125)]"
2,"[(0, 1149.12353515625), (1, 1267.2943115234375)]","[(0, 865.4390869140625), (1, 1128.7615966796875)]","[(0, 3121.53662109375), (1, 3270.421875)]","[(0, 4317.38916015625), (1, 4758.22216796875)]","[(0, 4865.95751953125), (1, 3790.41064453125)]","[(0, 11303.7587890625), (1, 12315.693359375)]","[(0, 5247.71484375), (1, 4520.79833984375)]","[(0, 844.3788452148438), (1, 802.0661010742188)]","[(0, 3030.111083984375), (1, 1855.283203125)]","[(0, 7205.41064453125), (1, 6485.255859375)]","[(0, 4144.96240234375), (1, 3460.446044921875)]"
3,"[(0, 1332.107666015625), (1, 1652.810546875)]","[(0, 647.1768188476562), (1, 785.5755615234375)]","[(0, 24400.70703125), (1, 24178.884765625)]","[(0, 10128.6044921875), (1, 10826.1171875)]","[(0, 4838.66943359375), (1, 3911.600341796875)]","[(0, 7004.01953125), (1, 8077.1064453125)]","[(0, 10111.0107421875), (1, 11604.740234375)]","[(0, 6536.681640625), (1, 3232.412841796875)]","[(0, 1948.97607421875), (1, 1358.7535400390625)]","[(0, 2930.489990234375), (1, 1288.70068359375)]","[(0, 14299.9638671875), (1, 10046.83203125)]"
4,"[(0, 1239.0406494140625), (1, 1728.3997802734375)]","[(0, 383.3408508300781), (1, 364.734619140625)]","[(0, 26902.41015625), (1, 23687.80859375)]","[(0, 9593.94140625), (1, 12545.037109375)]","[(0, 10995.4287109375), (1, 6832.12158203125)]","[(0, 11110.1953125), (1, 9541.2763671875)]","[(0, 12050.4501953125), (1, 10577.8623046875)]","[(0, 2718.34423828125), (1, 2499.4091796875)]","[(0, 11281.099609375), (1, 5522.646484375)]","[(0, 613.9984741210938), (1, 646.94970703125)]","[(0, 10526.408203125), (1, 8119.86279296875)]"
5,"[(0, 1517.6954345703125), (1, 1963.884521484375)]","[(0, 252.3360595703125), (1, 246.68283081054688)]","[(0, 7104.05859375), (1, 7169.52685546875)]","[(0, 6393.66845703125), (1, 6268.9453125)]","[(0, 11265.595703125), (1, 7083.3310546875)]","[(0, 14293.486328125), (1, 16770.248046875)]","[(0, 7123.38720703125), (1, 8126.02099609375)]","[(0, 2863.05859375), (1, 1880.45751953125)]","[(0, 2095.005859375), (1, 2207.381103515625)]","[(0, 1029.884521484375), (1, 1203.457763671875)]","[(0, 2905.35791015625), (1, 2634.124267578125)]"
6,"[(0, 771.26953125), (1, 832.6689453125)]","[(0, 1205.3231201171875), (1, 1889.1456298828125)]","[(0, 5132.76025390625), (1, 4135.48193359375)]","[(0, 3843.218994140625), (1, 4790.8515625)]","[(0, 5028.833984375), (1, 3933.330322265625)]","[(0, 11130.8017578125), (1, 9463.0625)]","[(0, 16346.0283203125), (1, 18170.595703125)]","[(0, 1242.9901123046875), (1, 1052.1314697265625)]","[(0, 2277.29345703125), (1, 1936.53759765625)]","[(0, 2896.1318359375), (1, 2374.48388671875)]","[(0, 16586.5703125), (1, 12352.0986328125)]"
7,"[(0, 1063.7735595703125), (1, 1270.123779296875)]","[(0, 1883.414306640625), (1, 3285.2421875)]","[(0, 3558.412109375), (1, 3510.916748046875)]","[(0, 22460.982421875), (1, 18774.837890625)]","[(0, 6379.37939453125), (1, 4541.8955078125)]","[(0, 4614.2998046875), (1, 5190.8671875)]","[(0, 14071.60546875), (1, 16979.294921875)]","[(0, 2196.15576171875), (1, 1979.477294921875)]","[(0, 1348.6470947265625), (1, 1342.9466552734375)]","[(0, 1903.7454833984375), (1, 1903.97509765625)]","[(0, 15019.4990234375), (1, 12270.39453125)]"
8,"[(0, 1624.3759765625), (1, 2086.669189453125)]","[(0, 1441.4146728515625), (1, 2193.05712890625)]","[(0, 17998.955078125), (1, 18691.658203125)]","[(0, 10483.669921875), (1, 10490.3515625)]","[(0, 13652.8388671875), (1, 8332.5078125)]","[(0, 7331.90771484375), (1, 6577.3837890625)]","[(0, 9387.666015625), (1, 8164.7685546875)]","[(0, 955.0087890625), (1, 947.2276611328125)]","[(0, 4455.63623046875), (1, 5432.3662109375)]","[(0, 3316.9189453125), (1, 3543.153564453125)]","[(0, 1769.320068359375), (1, 1501.0347900390625)]"
9,"[(0, 1320.6669921875), (1, 1639.587158203125)]","[(0, 788.6122436523438), (1, 937.939208984375)]","[(0, 5270.23388671875), (1, 5923.92919921875)]","[(0, 21606.12109375), (1, 20170.220703125)]","[(0, 4165.50927734375), (1, 2661.99169921875)]","[(0, 3822.01953125), (1, 3421.20068359375)]","[(0, 11679.1513671875), (1, 13424.9404296875)]","[(0, 1733.758544921875), (1, 1560.3961181640625)]","[(0, 2050.8291015625), (1, 2215.47119140625)]","[(0, 3481.867431640625), (1, 3119.37890625)]","[(0, 3676.876220703125), (1, 3384.57861328125)]"
