,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 797.5023193359375), (1, 940.9293212890625)]","[(0, 601.2797241210938), (1, 768.6925048828125)]","[(0, 3109.60400390625), (1, 2874.07373046875)]","[(0, 1492.3016357421875), (1, 1553.7064208984375)]","[(0, 3788.76611328125), (1, 2703.95068359375)]","[(0, 2920.90185546875), (1, 3088.914306640625)]","[(0, 4545.15380859375), (1, 5273.3759765625)]","[(0, 887.2061767578125), (1, 661.752197265625)]","[(4, 44.88166719324448), (1, 54.303487141927086), (3, 54.422935485839844), (5, 60.62968343098958), (0, 77.98025948660714), (2, 99.00082632211539)]","[(0, 2480.89404296875), (1, 3452.79833984375)]","[(4, 32.78253377278646), (3, 43.06834193638393), (0, 54.408589680989586), (5, 57.57933161808894), (1, 69.46529447115384), (2, 86.0152920809659)]","[(0, 2825.240234375), (1, 1920.614501953125)]","[(4, 255.584716796875), (5, 301.586376953125), (1, 317.9292658025568), (3, 373.821044921875), (2, 384.8915283203125), (0, 485.079736328125)]","[(0, 6499.162109375), (1, 6855.60498046875)]"
1,"[(0, 1253.9755859375), (1, 1508.767578125)]","[(0, 841.8280029296875), (1, 1124.91650390625)]","[(0, 781.5597534179688), (1, 871.60107421875)]","[(0, 2316.77490234375), (1, 2301.76123046875)]","[(0, 3129.885986328125), (1, 1742.6495361328125)]","[(0, 4835.09912109375), (1, 4495.2177734375)]","[(0, 2863.9501953125), (1, 3551.865478515625)]","[(0, 928.5540771484375), (1, 594.5985717773438)]","[(4, 97.6821621981534), (1, 106.51220703125), (5, 124.08824462890625), (3, 129.880517578125), (2, 134.3751220703125), (0, 145.12408447265625)]","[(0, 1422.0289306640625), (1, 1311.15380859375)]","[(4, 232.8385009765625), (3, 268.4744762073864), (5, 315.1634632457386), (1, 333.76389567057294), (0, 349.6785333806818), (2, 420.32590553977275)]","[(0, 1209.4429931640625), (1, 1354.7779541015625)]","[(5, 137.01820591517858), (4, 146.6524200439453), (1, 163.29758998325892), (3, 163.95738932291667), (2, 173.22562662760416), (0, 202.736572265625)]","[(0, 922.8898315429688), (1, 1210.529296875)]"
2,"[(0, 1231.9141845703125), (1, 1435.027099609375)]","[(0, 973.8223266601562), (1, 1108.8280029296875)]","[(0, 1431.17431640625), (1, 1515.0294189453125)]","[(0, 1884.188720703125), (1, 2005.1719970703125)]","[(0, 1495.9051513671875), (1, 1415.8826904296875)]","[(0, 4560.6064453125), (1, 4731.49755859375)]","[(0, 1389.3798828125), (1, 1267.4140625)]","[(0, 503.4275817871094), (1, 587.9600219726562)]","[(1, 70.66735026041667), (2, 86.55222865513393), (0, 127.6527850811298), (4, 140.8873291015625), (5, 170.830810546875), (3, 229.102783203125)]","[(0, 1623.795166015625), (1, 900.4865112304688)]","[(4, 175.40279715401786), (5, 182.97100830078125), (3, 195.2389197716346), (1, 215.22821044921875), (2, 224.99111328125), (0, 294.94477982954544)]","[(0, 4340.5166015625), (1, 5518.02392578125)]","[(4, 97.07513982599431), (1, 98.02109596946023), (5, 125.9949951171875), (2, 128.423193359375), (0, 132.150732421875), (3, 132.5504638671875)]","[(0, 1869.2423095703125), (1, 2468.65576171875)]"
3,"[(0, 1604.241455078125), (1, 1921.8787841796875)]","[(0, 900.7991333007812), (1, 1026.2945556640625)]","[(0, 8737.5498046875), (1, 9859.8486328125)]","[(0, 4510.2646484375), (1, 4769.107421875)]","[(0, 1540.298828125), (1, 1494.417236328125)]","[(0, 3200.935791015625), (1, 3234.546630859375)]","[(0, 3192.72265625), (1, 3568.26708984375)]","[(0, 2437.321533203125), (1, 1695.6025390625)]","[(1, 97.76207386363636), (4, 113.78733132102273), (2, 117.6897216796875), (0, 134.6569580078125), (5, 144.66221923828124), (3, 161.8151123046875)]","[(0, 938.221435546875), (1, 889.8011474609375)]","[(1, 172.39362980769232), (2, 190.6816202799479), (0, 216.3967081705729), (4, 228.0962853064904), (5, 243.22713216145834), (3, 270.355224609375)]","[(0, 1852.681396484375), (1, 926.7401123046875)]","[(1, 207.91923384232953), (2, 242.5031005859375), (4, 264.13276811079544), (5, 310.0019287109375), (0, 328.8380126953125), (3, 431.389501953125)]","[(0, 4013.249755859375), (1, 4104.56396484375)]"
4,"[(0, 1290.7259521484375), (1, 1540.5875244140625)]","[(0, 479.9643249511719), (1, 441.5437927246094)]","[(0, 10978.4970703125), (1, 8182.26806640625)]","[(0, 3750.190185546875), (1, 5462.46630859375)]","[(0, 5903.609375), (1, 3474.268310546875)]","[(0, 3559.1826171875), (1, 3358.9697265625)]","[(0, 1935.2591552734375), (1, 1792.9749755859375)]","[(0, 1505.2149658203125), (1, 1080.8135986328125)]","[(3, 48.896728515625), (4, 56.203722272600444), (0, 61.76208965594952), (1, 67.35856526692709), (5, 89.4540303548177), (2, 138.83421912560095)]","[(0, 2570.606689453125), (1, 2963.221923828125)]","[(4, 125.2311542217548), (5, 136.12470499674478), (2, 151.95516263521634), (1, 155.44318498883928), (3, 207.73073508522728), (0, 211.09016927083334)]","[(0, 384.890380859375), (1, 402.63507080078125)]","[(4, 64.93090057373047), (1, 71.29325866699219), (3, 106.5499267578125), (5, 117.55945696149554), (0, 119.25813511439732), (2, 129.68318394252233)]","[(0, 3853.057861328125), (1, 4046.69384765625)]"
5,"[(0, 1127.1329345703125), (1, 1351.781982421875)]","[(0, 289.4591064453125), (1, 278.8950500488281)]","[(0, 2117.4775390625), (1, 2920.58837890625)]","[(0, 2048.709228515625), (1, 2299.120849609375)]","[(0, 4997.75732421875), (1, 2892.4609375)]","[(0, 5036.638671875), (1, 5550.62060546875)]","[(0, 2553.002685546875), (1, 2775.3857421875)]","[(0, 1378.61767578125), (1, 1384.5533447265625)]","[(5, 64.10396728515624), (4, 64.80260120738636), (2, 68.26686401367188), (1, 69.98721036044034), (3, 112.3301513671875), (0, 122.436962890625)]","[(0, 1627.4532470703125), (1, 2221.78173828125)]","[(2, 60.83303598257211), (4, 68.96811147836539), (5, 83.84288024902344), (1, 86.95220075334821), (0, 87.1567891438802), (3, 101.58039994673295)]","[(0, 889.7455444335938), (1, 1018.8966064453125)]","[(1, 270.4864908854167), (4, 311.91111246744794), (2, 328.07743696732956), (0, 373.70481178977275), (5, 382.7483575994318), (3, 441.80624112215907)]","[(0, 1311.0732421875), (1, 1675.3175048828125)]"
6,"[(0, 933.0982666015625), (1, 996.918212890625)]","[(0, 765.0609130859375), (1, 1040.1484375)]","[(0, 2577.32421875), (1, 2399.784912109375)]","[(0, 1964.5899658203125), (1, 2513.69921875)]","[(0, 1945.6824951171875), (1, 1686.58642578125)]","[(0, 3231.525146484375), (1, 2911.88623046875)]","[(0, 6783.7978515625), (1, 6766.068359375)]","[(0, 1001.054443359375), (1, 839.875732421875)]","[(5, 184.3184259588068), (2, 188.55961470170453), (4, 197.55133056640625), (1, 203.26224772135416), (3, 226.66947798295453), (0, 236.92247425426137)]","[(0, 1540.2913818359375), (1, 1258.1669921875)]","[(4, 94.09403773716518), (3, 107.10086763822116), (1, 120.14309692382812), (5, 134.67088826497397), (0, 167.33265269886363), (2, 174.76531982421875)]","[(0, 1810.3880615234375), (1, 1563.410888671875)]","[(1, 81.647021484375), (3, 82.07471516927083), (2, 116.81824669471153), (5, 119.15604945591518), (0, 121.13357979910714), (4, 146.07000732421875)]","[(0, 5701.04638671875), (1, 6242.451171875)]"
7,"[(0, 1112.2392578125), (1, 1292.6593017578125)]","[(0, 1119.987060546875), (1, 1605.6451416015625)]","[(0, 1280.5513916015625), (1, 1612.487548828125)]","[(0, 6380.06689453125), (1, 5710.2041015625)]","[(0, 1792.8092041015625), (1, 1382.0540771484375)]","[(0, 2738.107666015625), (1, 2847.869873046875)]","[(0, 5172.203125), (1, 5332.8759765625)]","[(0, 1380.6319580078125), (1, 1648.1923828125)]","[(5, 109.08942119891827), (2, 110.26879069010417), (4, 112.08849225725446), (3, 117.87308756510417), (0, 126.21733747209821), (1, 129.7318878173828)]","[(0, 948.570556640625), (1, 899.5452880859375)]","[(1, 161.49045632102272), (4, 183.3802157315341), (2, 195.93602294921874), (5, 226.075048828125), (0, 254.5589111328125), (3, 291.877294921875)]","[(0, 1179.382568359375), (1, 1289.906982421875)]","[(1, 64.62746756417411), (4, 66.54831804547992), (0, 68.26729172926683), (2, 69.51310377854567), (5, 71.03121243990384), (3, 71.34983004056491)]","[(0, 4359.51708984375), (1, 4489.10498046875)]"
8,"[(0, 1751.2745361328125), (1, 2081.612548828125)]","[(0, 1196.7098388671875), (1, 1576.0953369140625)]","[(0, 6267.03857421875), (1, 6846.13818359375)]","[(0, 4168.57275390625), (1, 5205.63037109375)]","[(0, 5518.876953125), (1, 3566.134033203125)]","[(0, 3644.705322265625), (1, 3543.90380859375)]","[(0, 2276.27392578125), (1, 2041.85205078125)]","[(0, 672.18798828125), (1, 699.253662109375)]","[(5, 32.86815185546875), (4, 37.94446563720703), (3, 40.34457194010417), (2, 46.87010904947917), (1, 52.67984390258789), (0, 57.17735188802083)]","[(0, 2660.001953125), (1, 3420.287109375)]","[(4, 54.14826583862305), (1, 58.568477376302084), (2, 60.6785653921274), (5, 70.79071044921875), (0, 92.84134615384616), (3, 95.42429024832589)]","[(0, 1587.551025390625), (1, 1973.5096435546875)]","[(2, 33.30072021484375), (1, 37.29315185546875), (4, 42.454813639322914), (5, 44.78078351702009), (0, 66.49144199916294), (3, 89.60282076322116)]","[(0, 543.0180053710938), (1, 768.8885498046875)]"
9,"[(0, 1396.939697265625), (1, 1622.8206787109375)]","[(0, 809.2608032226562), (1, 981.7864379882812)]","[(0, 1565.693115234375), (1, 1876.994140625)]","[(0, 7220.8056640625), (1, 6648.2177734375)]","[(0, 904.5873413085938), (1, 652.4850463867188)]","[(0, 1832.5469970703125), (1, 1772.2796630859375)]","[(0, 2797.578857421875), (1, 3178.12548828125)]","[(0, 1279.84326171875), (1, 890.1809692382812)]","[(1, 40.8351318359375), (2, 44.48328072684152), (5, 50.89479417067308), (4, 57.486175537109375), (0, 82.35805100661058), (3, 117.93020629882812)]","[(0, 1046.7630615234375), (1, 1283.4727783203125)]","[(4, 48.41840277777778), (3, 58.415520163143384), (0, 68.96427917480469), (5, 73.84635925292969), (1, 87.64158002068015), (2, 96.9154296875)]","[(0, 2716.711669921875), (1, 1245.796142578125)]","[(1, 60.92902047293527), (2, 69.3713848407452), (4, 91.53194486177884), (5, 103.025634765625), (0, 141.67046101888022), (3, 213.02951882102272)]","[(0, 1930.90185546875), (1, 2475.505615234375)]"
