,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 45593.78125), (1, 45856.3359375)]","[(0, 32518.998046875), (1, 31975.171875)]","[(0, 16717.77734375), (1, 17118.9296875)]","[(0, 31162.46484375), (1, 29166.63671875)]","[(0, 30240.8203125), (1, 24489.458984375)]","[(0, 19227.8828125), (1, 19814.1875)]","[(0, 25840.5546875), (1, 23189.4921875)]","[(0, 21489.1953125), (1, 21638.2890625)]","[(0, 38381.2578125), (1, 21796.00390625)]","[(0, 25360.23828125), (1, 37005.671875)]","[(0, 37556.93359375), (1, 31965.23046875)]"
1,"[(0, 38580.12890625), (1, 39563.8984375)]","[(0, 31791.15234375), (1, 30937.712890625)]","[(0, 25107.822265625), (1, 25697.57421875)]","[(0, 32039.576171875), (1, 32655.0234375)]","[(0, 32579.900390625), (1, 30432.720703125)]","[(0, 25918.34765625), (1, 25211.5234375)]","[(0, 22126.259765625), (1, 20640.6484375)]","[(0, 33789.0078125), (1, 41429.09375)]","[(0, 14545.4208984375), (1, 13689.814453125)]","[(0, 24230.4296875), (1, 27430.97265625)]","[(0, 38496.5859375), (1, 31288.0703125)]"
2,"[(0, 43513.0703125), (1, 46880.26171875)]","[(0, 30089.15625), (1, 29462.697265625)]","[(0, 16949.267578125), (1, 16619.552734375)]","[(0, 33555.23046875), (1, 28913.42578125)]","[(0, 30545.626953125), (1, 28635.583984375)]","[(0, 25249.349609375), (1, 24549.740234375)]","[(0, 20409.109375), (1, 21677.884765625)]","[(0, 46395.7265625), (1, 29034.1484375)]","[(0, 40114.6875), (1, 36311.171875)]","[(0, 29910.744140625), (1, 26704.4609375)]","[(0, 38112.2578125), (1, 29325.478515625)]"
3,"[(0, 36767.20703125), (1, 37723.52734375)]","[(0, 31239.412109375), (1, 31978.435546875)]","[(0, 22614.513671875), (1, 25097.83984375)]","[(0, 27261.76953125), (1, 25181.896484375)]","[(0, 28468.640625), (1, 27448.794921875)]","[(0, 27769.86328125), (1, 27717.7109375)]","[(0, 18066.4375), (1, 18101.689453125)]","[(0, 30000.84765625), (1, 26818.72265625)]","[(0, 32823.4375), (1, 20707.34765625)]","[(0, 19781.99609375), (1, 25373.470703125)]","[(0, 36601.55078125), (1, 31792.427734375)]"
4,"[(0, 32241.38671875), (1, 34100.1015625)]","[(0, 21323.65234375), (1, 21625.046875)]","[(0, 29175.150390625), (1, 25454.833984375)]","[(0, 22297.375), (1, 23746.25390625)]","[(0, 26366.302734375), (1, 23737.490234375)]","[(0, 32828.60546875), (1, 33846.73828125)]","[(0, 25683.31640625), (1, 26561.794921875)]","[(0, 24282.779296875), (1, 31379.0625)]","[(0, 24021.791015625), (1, 19316.94921875)]","[(0, 18797.93359375), (1, 27088.623046875)]","[(0, 30657.896484375), (1, 29051.681640625)]"
5,"[(0, 30811.1328125), (1, 32454.123046875)]","[(0, 20098.30859375), (1, 20802.7109375)]","[(0, 28892.69921875), (1, 26572.107421875)]","[(0, 29479.982421875), (1, 29075.099609375)]","[(0, 29111.75390625), (1, 26510.244140625)]","[(0, 25349.259765625), (1, 25699.78125)]","[(0, 21027.32421875), (1, 21851.63671875)]","[(0, 30252.4140625), (1, 27913.373046875)]","[(0, 30430.224609375), (1, 29452.048828125)]","[(0, 24517.078125), (1, 20792.45703125)]","[(0, 30690.630859375), (1, 26148.89453125)]"
6,"[(0, 25996.150390625), (1, 26366.955078125)]","[(0, 27405.19140625), (1, 26809.1328125)]","[(0, 18176.8359375), (1, 16971.0703125)]","[(0, 25668.1328125), (1, 23075.01953125)]","[(0, 28163.171875), (1, 28985.373046875)]","[(0, 20340.458984375), (1, 20224.3828125)]","[(0, 24040.1953125), (1, 24182.3671875)]","[(0, 23992.07421875), (1, 25183.001953125)]","[(0, 25857.44140625), (1, 25154.654296875)]","[(0, 27230.927734375), (1, 33153.92578125)]","[(0, 37807.37109375), (1, 34629.26953125)]"
7,"[(0, 23769.953125), (1, 26112.958984375)]","[(0, 24080.166015625), (1, 23060.6328125)]","[(0, 26083.962890625), (1, 26548.447265625)]","[(0, 26654.009765625), (1, 26421.072265625)]","[(0, 26188.42578125), (1, 28305.55859375)]","[(0, 24824.96484375), (1, 24844.45703125)]","[(0, 20897.740234375), (1, 20918.396484375)]","[(0, 35819.41015625), (1, 27966.8515625)]","[(0, 27410.208984375), (1, 18929.4921875)]","[(0, 26556.4765625), (1, 27541.669921875)]","[(0, 38489.1328125), (1, 34599.09765625)]"
8,"[(0, 23571.708984375), (1, 24468.28515625)]","[(0, 26010.90625), (1, 24454.427734375)]","[(0, 20870.095703125), (1, 21052.787109375)]","[(0, 24081.197265625), (1, 23254.380859375)]","[(0, 25330.21875), (1, 21966.28125)]","[(0, 17143.630859375), (1, 17436.1875)]","[(0, 31308.427734375), (1, 31216.689453125)]","[(0, 28970.505859375), (1, 27718.63671875)]","[(0, 20861.896484375), (1, 28043.716796875)]","[(0, 32222.388671875), (1, 33604.35546875)]","[(0, 34600.41796875), (1, 25655.603515625)]"
9,"[(0, 37143.3515625), (1, 38932.9921875)]","[(0, 27496.2421875), (1, 26634.41796875)]","[(0, 29260.359375), (1, 24177.59375)]","[(0, 28594.83984375), (1, 28934.58203125)]","[(0, 31326.67578125), (1, 31578.27734375)]","[(0, 17186.02734375), (1, 17853.658203125)]","[(0, 16881.611328125), (1, 16706.380859375)]","[(0, 34521.94140625), (1, 41505.65625)]","[(0, 31446.765625), (1, 30842.443359375)]","[(0, 34200.05078125), (1, 21272.0625)]","[(0, 44984.23828125), (1, 37159.19140625)]"
10,"[(0, 28652.740234375), (1, 28836.15625)]","[(0, 21023.25390625), (1, 19822.54296875)]","[(0, 27015.40625), (1, 27428.80078125)]","[(0, 20807.31640625), (1, 20036.953125)]","[(0, 29456.40234375), (1, 29188.67578125)]","[(0, 29158.6015625), (1, 28145.3984375)]","[(0, 20610.375), (1, 19677.68359375)]","[(0, 36585.3203125), (1, 30353.70703125)]","[(0, 27839.51953125), (1, 34136.60546875)]","[(0, 33820.1484375), (1, 23515.171875)]","[(0, 31393.908203125), (1, 27409.033203125)]"
11,"[(0, 48970.953125), (1, 51098.37109375)]","[(0, 20262.337890625), (1, 20006.2109375)]","[(0, 27621.29296875), (1, 26147.8203125)]","[(0, 23370.099609375), (1, 22602.265625)]","[(0, 31058.859375), (1, 29490.44140625)]","[(0, 25769.3359375), (1, 25767.736328125)]","[(0, 13237.833984375), (1, 12672.59375)]","[(0, 23711.267578125), (1, 26426.6171875)]","[(0, 22207.181640625), (1, 18430.0234375)]","[(0, 30650.44140625), (1, 32340.146484375)]","[(0, 34256.4609375), (1, 30130.70703125)]"
12,"[(0, 39237.22265625), (1, 42461.7421875)]","[(0, 36519.890625), (1, 38376.90234375)]","[(0, 26541.71484375), (1, 26226.71484375)]","[(0, 25237.3359375), (1, 23948.822265625)]","[(0, 27787.771484375), (1, 28344.267578125)]","[(0, 24035.35546875), (1, 23418.08984375)]","[(0, 20503.509765625), (1, 20387.26171875)]","[(0, 41406.8984375), (1, 24818.146484375)]","[(0, 24561.919921875), (1, 24611.44140625)]","[(0, 33470.375), (1, 27256.958984375)]","[(0, 33931.37890625), (1, 27649.015625)]"
13,"[(0, 29771.04296875), (1, 32674.9296875)]","[(0, 36465.56640625), (1, 37298.3671875)]","[(0, 35266.703125), (1, 31680.201171875)]","[(0, 24032.26171875), (1, 22702.05078125)]","[(0, 26809.771484375), (1, 26869.822265625)]","[(0, 22396.28125), (1, 22799.0546875)]","[(0, 20684.236328125), (1, 20099.650390625)]","[(0, 28989.658203125), (1, 38773.29296875)]","[(0, 28180.150390625), (1, 27900.810546875)]","[(0, 34574.359375), (1, 28876.224609375)]","[(0, 46504.26171875), (1, 36236.41796875)]"
14,"[(0, 31797.9140625), (1, 33736.328125)]","[(0, 31017.00390625), (1, 30821.271484375)]","[(0, 20514.189453125), (1, 22679.28515625)]","[(0, 29219.201171875), (1, 31884.3671875)]","[(0, 25033.130859375), (1, 23520.060546875)]","[(0, 26146.474609375), (1, 25428.509765625)]","[(0, 19190.0703125), (1, 19490.98828125)]","[(0, 21666.55859375), (1, 20386.5234375)]","[(0, 24344.203125), (1, 17672.939453125)]","[(0, 33627.21484375), (1, 36928.359375)]","[(0, 27036.515625), (1, 24627.546875)]"
15,"[(0, 23456.689453125), (1, 23292.0234375)]","[(0, 31065.8515625), (1, 31966.115234375)]","[(0, 28752.623046875), (1, 24773.3828125)]","[(0, 25559.48046875), (1, 25364.109375)]","[(0, 23569.2578125), (1, 22627.5)]","[(0, 25123.080078125), (1, 25550.953125)]","[(0, 21643.32421875), (1, 22208.05078125)]","[(0, 27743.099609375), (1, 20638.953125)]","[(0, 38974.8984375), (1, 30422.12890625)]","[(0, 34592.828125), (1, 21752.873046875)]","[(0, 29216.052734375), (1, 22618.0078125)]"
16,"[(0, 24792.41015625), (1, 25525.16015625)]","[(0, 16299.904296875), (1, 15657.9990234375)]","[(0, 22476.43359375), (1, 22502.40625)]","[(0, 25091.01953125), (1, 23656.361328125)]","[(0, 27631.935546875), (1, 27980.08203125)]","[(0, 32280.984375), (1, 32013.251953125)]","[(0, 18411.5078125), (1, 18315.345703125)]","[(0, 31648.28125), (1, 29101.37109375)]","[(0, 22365.65234375), (1, 20565.609375)]","[(0, 27213.63671875), (1, 30362.1015625)]","[(0, 37055.78125), (1, 28677.560546875)]"
17,"[(0, 40543.984375), (1, 41388.57421875)]","[(0, 17719.501953125), (1, 17919.16015625)]","[(0, 19792.978515625), (1, 19394.845703125)]","[(0, 24642.982421875), (1, 25006.955078125)]","[(0, 28895.701171875), (1, 28706.265625)]","[(0, 33043.10546875), (1, 33932.31640625)]","[(0, 25084.17578125), (1, 24962.75390625)]","[(0, 30315.896484375), (1, 30528.501953125)]","[(0, 23126.90234375), (1, 29336.77734375)]","[(0, 23995.7578125), (1, 25576.208984375)]","[(0, 32578.9375), (1, 28170.37109375)]"
18,"[(0, 30964.041015625), (1, 32020.12109375)]","[(0, 28374.31640625), (1, 28034.677734375)]","[(0, 19143.27734375), (1, 17949.912109375)]","[(0, 27729.107421875), (1, 27069.513671875)]","[(0, 29094.435546875), (1, 24989.09765625)]","[(0, 27517.857421875), (1, 27190.4453125)]","[(0, 30166.962890625), (1, 26119.708984375)]","[(0, 29476.12890625), (1, 39480.30078125)]","[(0, 24638.705078125), (1, 39837.37109375)]","[(0, 25782.04296875), (1, 22843.9765625)]","[(0, 39217.921875), (1, 30618.626953125)]"
19,"[(0, 24844.45703125), (1, 25830.501953125)]","[(0, 25542.912109375), (1, 24773.501953125)]","[(0, 22785.078125), (1, 20328.068359375)]","[(0, 29630.49609375), (1, 31948.8359375)]","[(0, 30549.849609375), (1, 30237.93359375)]","[(0, 26984.5078125), (1, 28074.08984375)]","[(0, 20211.560546875), (1, 15637.8232421875)]","[(0, 33268.10546875), (1, 26848.1015625)]","[(0, 19652.701171875), (1, 20579.755859375)]","[(0, 20913.990234375), (1, 21421.326171875)]","[(0, 29652.7421875), (1, 28530.337890625)]"
20,"[(0, 30677.55078125), (1, 32423.837890625)]","[(0, 25277.8515625), (1, 26216.212890625)]","[(0, 25676.505859375), (1, 26994.2109375)]","[(0, 25520.267578125), (1, 26090.23046875)]","[(0, 27357.3515625), (1, 24412.810546875)]","[(0, 27648.41015625), (1, 26241.1015625)]","[(0, 22015.146484375), (1, 22817.6953125)]","[(0, 27406.681640625), (1, 35249.5859375)]","[(0, 16761.50390625), (1, 20849.56640625)]","[(0, 28453.27734375), (1, 29912.94140625)]","[(0, 40102.8671875), (1, 35662.8203125)]"
21,"[(0, 36618.1328125), (1, 38050.953125)]","[(0, 22198.248046875), (1, 24497.681640625)]","[(0, 20186.98046875), (1, 18766.658203125)]","[(0, 22505.1953125), (1, 25030.50390625)]","[(0, 29572.3125), (1, 27888.28125)]","[(0, 25155.7109375), (1, 25445.392578125)]","[(0, 28122.9921875), (1, 27372.984375)]","[(0, 32566.79296875), (1, 25398.26171875)]","[(0, 21061.8828125), (1, 27773.78125)]","[(0, 28436.0234375), (1, 19969.91796875)]","[(0, 30272.90625), (1, 27298.34765625)]"
22,"[(0, 29318.068359375), (1, 30943.556640625)]","[(0, 16808.244140625), (1, 16125.560546875)]","[(0, 23297.044921875), (1, 20744.427734375)]","[(0, 26298.998046875), (1, 28288.7734375)]","[(0, 32257.810546875), (1, 29548.857421875)]","[(0, 29096.322265625), (1, 28478.361328125)]","[(0, 16346.65234375), (1, 20212.8125)]","[(0, 32407.76171875), (1, 26636.220703125)]","[(0, 25339.689453125), (1, 23441.349609375)]","[(0, 25787.6484375), (1, 25819.369140625)]","[(0, 30371.4296875), (1, 23930.146484375)]"
23,"[(0, 46675.94140625), (1, 48561.08984375)]","[(0, 28437.001953125), (1, 29275.013671875)]","[(0, 28206.474609375), (1, 31550.82421875)]","[(0, 25925.318359375), (1, 26988.935546875)]","[(0, 45340.6015625), (1, 44812.28125)]","[(0, 26353.37890625), (1, 27788.40625)]","[(0, 19878.3125), (1, 24832.896484375)]","[(0, 31352.859375), (1, 25099.083984375)]","[(0, 21039.177734375), (1, 23191.859375)]","[(0, 30677.169921875), (1, 27598.69921875)]","[(0, 35599.4140625), (1, 29967.9921875)]"
24,"[(0, 42148.703125), (1, 43795.25)]","[(0, 24686.40625), (1, 25073.8671875)]","[(0, 22271.572265625), (1, 21509.8828125)]","[(0, 27502.9296875), (1, 27722.576171875)]","[(0, 25970.20703125), (1, 24804.658203125)]","[(0, 20442.2421875), (1, 19868.021484375)]","[(0, 23845.197265625), (1, 25644.1796875)]","[(0, 27469.71875), (1, 32233.208984375)]","[(0, 30835.826171875), (1, 28019.6328125)]","[(0, 20995.32421875), (1, 24570.1640625)]","[(0, 31993.412109375), (1, 27036.361328125)]"
25,"[(0, 19423.42578125), (1, 19820.19921875)]","[(0, 24335.984375), (1, 24271.2265625)]","[(0, 22577.16796875), (1, 21229.322265625)]","[(0, 24111.46484375), (1, 23098.865234375)]","[(0, 36804.21484375), (1, 35274.9453125)]","[(0, 25275.48828125), (1, 25337.2734375)]","[(0, 33829.79296875), (1, 32152.923828125)]","[(0, 36582.078125), (1, 26759.62890625)]","[(0, 29986.83203125), (1, 24009.97265625)]","[(0, 25023.201171875), (1, 29522.4921875)]","[(0, 36047.46484375), (1, 30454.291015625)]"
26,"[(0, 26181.609375), (1, 26499.4765625)]","[(0, 27784.9609375), (1, 28210.294921875)]","[(0, 19784.6953125), (1, 21888.13671875)]","[(0, 37772.44921875), (1, 34708.0234375)]","[(0, 35330.2265625), (1, 33290.41796875)]","[(0, 21770.431640625), (1, 22198.98828125)]","[(0, 20605.541015625), (1, 20872.345703125)]","[(0, 36386.15625), (1, 21825.185546875)]","[(0, 19666.201171875), (1, 25405.626953125)]","[(0, 32387.677734375), (1, 30756.236328125)]","[(0, 28486.45703125), (1, 24115.2578125)]"
27,"[(0, 43030.00390625), (1, 44373.91015625)]","[(0, 18045.962890625), (1, 17192.814453125)]","[(0, 26906.568359375), (1, 24227.103515625)]","[(0, 25917.45703125), (1, 27933.931640625)]","[(0, 29849.6484375), (1, 29022.6875)]","[(0, 18490.197265625), (1, 17465.4609375)]","[(0, 23847.060546875), (1, 26700.8203125)]","[(0, 40140.09765625), (1, 32825.31640625)]","[(0, 27268.8671875), (1, 30800.79296875)]","[(0, 22339.220703125), (1, 24806.859375)]","[(0, 36518.08203125), (1, 29900.58984375)]"
28,"[(0, 27321.29296875), (1, 28515.078125)]","[(0, 27067.447265625), (1, 26525.189453125)]","[(0, 21860.453125), (1, 22811.494140625)]","[(0, 30997.369140625), (1, 30861.744140625)]","[(0, 29970.79296875), (1, 29106.203125)]","[(0, 19679.8984375), (1, 19398.916015625)]","[(0, 17653.248046875), (1, 20910.078125)]","[(0, 39339.3984375), (1, 21491.244140625)]","[(0, 27247.240234375), (1, 23136.67578125)]","[(0, 25778.72265625), (1, 20284.33984375)]","[(0, 38298.66015625), (1, 32361.55859375)]"
29,"[(0, 24017.05078125), (1, 24716.46484375)]","[(0, 16590.603515625), (1, 16395.396484375)]","[(0, 28263.2890625), (1, 24348.962890625)]","[(0, 33005.08984375), (1, 30893.63671875)]","[(0, 26881.84375), (1, 25627.23828125)]","[(0, 19229.07421875), (1, 19890.71484375)]","[(0, 29213.23828125), (1, 33341.25390625)]","[(0, 25131.611328125), (1, 23001.724609375)]","[(0, 35732.78125), (1, 27092.990234375)]","[(0, 38689.26171875), (1, 27047.759765625)]","[(0, 31674.189453125), (1, 25442.384765625)]"
30,"[(0, 36966.1328125), (1, 38688.00390625)]","[(0, 18320.77734375), (1, 18572.818359375)]","[(0, 19136.1953125), (1, 18777.078125)]","[(0, 28856.458984375), (1, 27781.384765625)]","[(0, 30360.5390625), (1, 28776.1328125)]","[(0, 22516.896484375), (1, 22024.470703125)]","[(0, 30064.17578125), (1, 29026.64453125)]","[(0, 30732.396484375), (1, 34244.765625)]","[(0, 27456.439453125), (1, 35260.68359375)]","[(0, 18154.08984375), (1, 20665.365234375)]","[(0, 35321.12890625), (1, 32486.451171875)]"
