,epoch_1
anaphoric-one-semantics,0.002
anaphoric-one-syntax,0.564
island-adjunct,0.662
island-complex-np,0.502
island-wh,0.774
principle_a_command,0.474
principle_a_locality,0.426
question-formation_or,0.568
question-formation_or_strict,0.172
question-formation_rr,0.532
question-formation_rr_strict,0.146
question-formation_sr,0.522
question-formation_sr_strict,0.226
wanna,0.054
