,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 1499.86572265625), (1, 1821.99365234375)]","[(0, 1759.34326171875), (1, 1946.999267578125)]","[(0, 3282.617919921875), (1, 3325.32470703125)]","[(0, 2390.82470703125), (1, 2660.57666015625)]","[(0, 4100.8193359375), (1, 2927.893798828125)]","[(0, 4507.7578125), (1, 4388.9384765625)]","[(0, 6247.39404296875), (1, 6987.02685546875)]","[(0, 1896.2113037109375), (1, 2047.7890625)]","[(0, 6535.4970703125), (1, 6595.27880859375)]","[(0, 2867.4990234375), (1, 2362.30615234375)]","[(0, 3896.52490234375), (1, 4987.306640625)]"
1,"[(0, 3409.80029296875), (1, 4157.4921875)]","[(0, 2064.624755859375), (1, 2404.14990234375)]","[(0, 2323.325439453125), (1, 2293.430419921875)]","[(0, 4654.8828125), (1, 4834.91015625)]","[(0, 4199.9052734375), (1, 2626.949462890625)]","[(0, 5684.44482421875), (1, 5951.6708984375)]","[(0, 5167.69189453125), (1, 5936.57470703125)]","[(0, 2255.055908203125), (1, 1790.320556640625)]","[(0, 2245.738525390625), (1, 2035.6759033203125)]","[(0, 2422.593505859375), (1, 3160.21240234375)]","[(0, 2277.8037109375), (1, 2930.11572265625)]"
2,"[(0, 2736.609375), (1, 3265.61279296875)]","[(0, 2098.330078125), (1, 2193.2421875)]","[(0, 2186.2421875), (1, 2297.16259765625)]","[(0, 4087.80126953125), (1, 4440.78857421875)]","[(0, 2119.999267578125), (1, 1856.8123779296875)]","[(0, 6736.3037109375), (1, 6897.451171875)]","[(0, 2507.636474609375), (1, 2503.03857421875)]","[(0, 2839.939697265625), (1, 1398.5960693359375)]","[(0, 3296.889404296875), (1, 2785.924072265625)]","[(0, 6968.029296875), (1, 10597.9560546875)]","[(0, 3401.8232421875), (1, 4411.6708984375)]"
3,"[(0, 2489.771484375), (1, 3065.259033203125)]","[(0, 2232.9228515625), (1, 2242.289794921875)]","[(0, 7764.36669921875), (1, 7348.7294921875)]","[(0, 5182.9921875), (1, 4767.06591796875)]","[(0, 2128.86328125), (1, 1957.15185546875)]","[(0, 5692.0341796875), (1, 5490.70654296875)]","[(0, 5523.95263671875), (1, 5552.08203125)]","[(0, 5432.671875), (1, 4890.6708984375)]","[(0, 2006.3931884765625), (1, 1801.8704833984375)]","[(0, 2712.628662109375), (1, 2768.001708984375)]","[(0, 4345.8681640625), (1, 5875.36279296875)]"
4,"[(0, 1946.373779296875), (1, 2677.87646484375)]","[(0, 1861.6956787109375), (1, 1668.11865234375)]","[(0, 7211.95458984375), (1, 6647.7353515625)]","[(0, 4337.42138671875), (1, 4239.32568359375)]","[(0, 5381.31884765625), (1, 3713.816162109375)]","[(0, 5382.822265625), (1, 5552.27783203125)]","[(0, 3995.793212890625), (1, 4071.708984375)]","[(0, 2244.837158203125), (1, 3355.4091796875)]","[(0, 3201.625732421875), (1, 3558.1982421875)]","[(0, 1207.8868408203125), (1, 1822.01025390625)]","[(0, 3511.572998046875), (1, 4725.14404296875)]"
5,"[(0, 2373.308837890625), (1, 3299.317626953125)]","[(0, 1052.70849609375), (1, 981.39697265625)]","[(0, 4042.8828125), (1, 4327.6123046875)]","[(0, 3588.685302734375), (1, 3691.003173828125)]","[(0, 6228.095703125), (1, 4247.9091796875)]","[(0, 5431.47021484375), (1, 5451.20458984375)]","[(0, 6426.5263671875), (1, 5740.4697265625)]","[(0, 4368.91064453125), (1, 4310.66650390625)]","[(0, 2023.746337890625), (1, 2859.211181640625)]","[(0, 1858.2154541015625), (1, 1689.2109375)]","[(0, 1909.1634521484375), (1, 2550.767578125)]"
6,"[(0, 2251.264404296875), (1, 2984.479736328125)]","[(0, 1938.9796142578125), (1, 2148.08154296875)]","[(0, 2836.195068359375), (1, 2687.56640625)]","[(0, 3562.772216796875), (1, 3747.1513671875)]","[(0, 3004.512939453125), (1, 2881.90283203125)]","[(0, 3696.188232421875), (1, 3716.661376953125)]","[(0, 6728.48974609375), (1, 7310.18017578125)]","[(0, 2842.88525390625), (1, 2620.911376953125)]","[(0, 3970.97900390625), (1, 4069.942626953125)]","[(0, 3447.257568359375), (1, 3373.859619140625)]","[(0, 3616.71435546875), (1, 4699.12060546875)]"
7,"[(0, 2250.65380859375), (1, 3113.461669921875)]","[(0, 2315.268798828125), (1, 2735.891845703125)]","[(0, 2463.7177734375), (1, 2467.83984375)]","[(0, 5941.904296875), (1, 5832.69921875)]","[(0, 3234.438720703125), (1, 3086.205322265625)]","[(0, 4367.36083984375), (1, 4432.166015625)]","[(0, 7424.859375), (1, 7941.3564453125)]","[(0, 3666.07470703125), (1, 2943.857177734375)]","[(0, 2587.811279296875), (1, 2348.829833984375)]","[(0, 2661.71240234375), (1, 3497.7021484375)]","[(0, 3673.78125), (1, 4628.84423828125)]"
8,"[(0, 2880.406982421875), (1, 4028.4306640625)]","[(0, 2448.830322265625), (1, 2531.466552734375)]","[(0, 5373.3544921875), (1, 5153.12451171875)]","[(0, 4476.4716796875), (1, 4427.27392578125)]","[(0, 5834.4072265625), (1, 3699.806884765625)]","[(0, 5103.30908203125), (1, 5112.45703125)]","[(0, 4760.8369140625), (1, 4931.765625)]","[(0, 2011.21044921875), (1, 1557.0120849609375)]","[(0, 3658.20263671875), (1, 5022.34033203125)]","[(0, 4193.93359375), (1, 4288.31982421875)]","[(0, 1678.8466796875), (1, 2278.931396484375)]"
9,"[(0, 2507.830322265625), (1, 3493.695068359375)]","[(0, 1798.5631103515625), (1, 1937.08251953125)]","[(0, 3119.53076171875), (1, 3379.666015625)]","[(0, 5974.72509765625), (1, 6064.4921875)]","[(0, 2032.2803955078125), (1, 1959.5806884765625)]","[(0, 3509.031982421875), (1, 3435.039794921875)]","[(0, 4263.05126953125), (1, 4241.84521484375)]","[(0, 2841.47705078125), (1, 3718.84912109375)]","[(0, 1509.5087890625), (1, 2241.52001953125)]","[(0, 4429.83349609375), (1, 3271.813232421875)]","[(0, 2984.4541015625), (1, 3944.65234375)]"
