,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 775.2494506835938), (1, 947.1183471679688)]","[(0, 1035.400390625), (1, 1149.9112548828125)]","[(0, 2586.422119140625), (1, 2662.30126953125)]","[(0, 1655.935302734375), (1, 1842.3450927734375)]","[(0, 3069.1259765625), (1, 2050.38916015625)]","[(0, 3939.340576171875), (1, 3944.599609375)]","[(0, 6279.28515625), (1, 7076.8486328125)]","[(0, 1279.7169189453125), (1, 928.4854125976562)]","[(0, 3318.44677734375), (1, 2904.830078125)]","[(0, 1698.11474609375), (1, 1386.7647705078125)]","[(0, 3136.026123046875), (1, 3669.701904296875)]"
1,"[(0, 1567.392578125), (1, 1996.23193359375)]","[(0, 1368.416259765625), (1, 1611.9471435546875)]","[(0, 1424.5333251953125), (1, 1418.8828125)]","[(0, 3058.9833984375), (1, 3221.623046875)]","[(0, 3035.551513671875), (1, 1749.03125)]","[(0, 4762.1083984375), (1, 4850.2705078125)]","[(0, 4993.96533203125), (1, 5870.16552734375)]","[(0, 1311.5733642578125), (1, 840.6257934570312)]","[(0, 1602.44873046875), (1, 1130.1429443359375)]","[(0, 1288.969970703125), (1, 1916.3524169921875)]","[(0, 1428.5166015625), (1, 1832.1065673828125)]"
2,"[(0, 1534.760498046875), (1, 1917.1529541015625)]","[(0, 1238.4417724609375), (1, 1320.9383544921875)]","[(0, 1393.126708984375), (1, 1462.4368896484375)]","[(0, 2789.517333984375), (1, 3055.44384765625)]","[(0, 1388.8228759765625), (1, 1200.878173828125)]","[(0, 6087.00830078125), (1, 6306.45263671875)]","[(0, 1921.4654541015625), (1, 1864.1171875)]","[(0, 1093.509521484375), (1, 977.7191162109375)]","[(0, 1728.3924560546875), (1, 1626.8828125)]","[(0, 4269.27197265625), (1, 5342.0791015625)]","[(0, 2147.07373046875), (1, 2796.537109375)]"
3,"[(0, 1587.9228515625), (1, 2037.52783203125)]","[(0, 1300.055419921875), (1, 1344.962158203125)]","[(0, 7512.15283203125), (1, 6957.22607421875)]","[(0, 4174.875), (1, 3978.435302734375)]","[(0, 1384.2484130859375), (1, 1242.81640625)]","[(0, 4346.06689453125), (1, 4389.24462890625)]","[(0, 4304.97265625), (1, 4413.85888671875)]","[(0, 3018.038818359375), (1, 2734.91748046875)]","[(0, 931.1492309570312), (1, 1292.048583984375)]","[(0, 1977.0850830078125), (1, 1432.138916015625)]","[(0, 3304.626708984375), (1, 4108.79736328125)]"
4,"[(0, 1142.465087890625), (1, 1601.2623291015625)]","[(0, 846.1421508789062), (1, 720.9541015625)]","[(0, 6422.0908203125), (1, 5670.60546875)]","[(0, 3340.603759765625), (1, 3452.27783203125)]","[(0, 4447.7734375), (1, 2776.1083984375)]","[(0, 3957.090087890625), (1, 3948.126220703125)]","[(0, 2905.094482421875), (1, 2873.0625)]","[(0, 1724.8834228515625), (1, 1511.145751953125)]","[(0, 1826.755615234375), (1, 2883.59228515625)]","[(0, 606.6796875), (1, 814.1360473632812)]","[(0, 2495.794677734375), (1, 3058.63037109375)]"
5,"[(0, 1208.710205078125), (1, 1706.1329345703125)]","[(0, 442.44732666015625), (1, 395.22021484375)]","[(0, 2771.05224609375), (1, 3144.08154296875)]","[(0, 2641.595703125), (1, 2769.533203125)]","[(0, 5029.0693359375), (1, 3134.82080078125)]","[(0, 4419.74365234375), (1, 4450.748046875)]","[(0, 4691.55712890625), (1, 4478.5595703125)]","[(0, 2564.753173828125), (1, 2105.100830078125)]","[(0, 1317.7166748046875), (1, 1691.96240234375)]","[(0, 854.4383544921875), (1, 1186.048583984375)]","[(0, 1336.898681640625), (1, 1737.33447265625)]"
6,"[(0, 1244.998046875), (1, 1663.319580078125)]","[(0, 1110.327392578125), (1, 1274.6158447265625)]","[(0, 1903.1181640625), (1, 1754.9141845703125)]","[(0, 2410.152099609375), (1, 2616.726806640625)]","[(0, 1896.7547607421875), (1, 1744.88037109375)]","[(0, 2948.750244140625), (1, 2947.19580078125)]","[(0, 6099.6064453125), (1, 6884.88623046875)]","[(0, 1057.8758544921875), (1, 1142.3153076171875)]","[(0, 2227.654296875), (1, 2109.653076171875)]","[(0, 2606.546142578125), (1, 2127.81298828125)]","[(0, 2824.888427734375), (1, 3326.853515625)]"
7,"[(0, 1209.333984375), (1, 1676.2789306640625)]","[(0, 1606.839111328125), (1, 2003.7755126953125)]","[(0, 1689.1015625), (1, 1628.244140625)]","[(0, 5205.029296875), (1, 5222.91552734375)]","[(0, 2017.863525390625), (1, 1810.103271484375)]","[(0, 3258.553955078125), (1, 3304.1005859375)]","[(0, 6061.13232421875), (1, 6773.49951171875)]","[(0, 2127.21728515625), (1, 2113.547607421875)]","[(0, 1306.615234375), (1, 1434.3204345703125)]","[(0, 1705.95556640625), (1, 1784.4627685546875)]","[(0, 2869.616455078125), (1, 3402.5595703125)]"
8,"[(0, 1900.9986572265625), (1, 2723.971923828125)]","[(0, 1385.481201171875), (1, 1545.28955078125)]","[(0, 4374.73876953125), (1, 4180.3330078125)]","[(0, 3668.232421875), (1, 3630.82470703125)]","[(0, 4528.6083984375), (1, 2609.9091796875)]","[(0, 3995.065185546875), (1, 3918.085205078125)]","[(0, 3599.832275390625), (1, 3569.26416015625)]","[(0, 1084.32275390625), (1, 1036.4139404296875)]","[(0, 2617.01123046875), (1, 3393.586181640625)]","[(0, 2461.593505859375), (1, 2545.342529296875)]","[(0, 914.392822265625), (1, 1230.171875)]"
9,"[(0, 1411.3785400390625), (1, 2000.5753173828125)]","[(0, 951.2533569335938), (1, 1031.0299072265625)]","[(0, 2239.07177734375), (1, 2376.421875)]","[(0, 5630.373046875), (1, 5774.7490234375)]","[(0, 1163.2901611328125), (1, 1049.7080078125)]","[(0, 2594.150634765625), (1, 2509.133056640625)]","[(0, 3819.829345703125), (1, 3909.1650390625)]","[(0, 1729.5662841796875), (1, 1553.2864990234375)]","[(0, 856.3709716796875), (1, 1332.4937744140625)]","[(0, 2966.609375), (1, 2231.72216796875)]","[(0, 1940.1458740234375), (1, 2529.85546875)]"
