,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 793.2522583007812), (1, 934.192138671875)]","[(0, 909.1959228515625), (1, 884.7376708984375)]","[(0, 2370.3388671875), (1, 2452.80712890625)]","[(0, 1622.701416015625), (1, 1711.460205078125)]","[(0, 3356.875244140625), (1, 1962.1605224609375)]","[(0, 3985.194580078125), (1, 4306.80419921875)]","[(0, 5929.7734375), (1, 6951.43603515625)]","[(0, 1013.93798828125), (1, 871.2786254882812)]","[(0, 2521.873779296875), (1, 2992.733642578125)]","[(0, 1916.8056640625), (1, 1490.049072265625)]","[(0, 3494.48828125), (1, 3070.947021484375)]"
1,"[(0, 1264.9307861328125), (1, 1744.85791015625)]","[(0, 1231.5576171875), (1, 1293.9407958984375)]","[(0, 1474.63671875), (1, 1425.165771484375)]","[(0, 2648.578125), (1, 2614.82080078125)]","[(0, 2686.1083984375), (1, 1503.6817626953125)]","[(0, 4564.83642578125), (1, 4307.70361328125)]","[(0, 4581.26025390625), (1, 5030.99267578125)]","[(0, 966.8394775390625), (1, 698.5048217773438)]","[(0, 1214.119873046875), (1, 1072.3826904296875)]","[(0, 1103.6400146484375), (1, 1420.05517578125)]","[(0, 1621.240478515625), (1, 1545.2032470703125)]"
2,"[(0, 1208.3228759765625), (1, 1614.046142578125)]","[(0, 1081.930908203125), (1, 1111.4859619140625)]","[(0, 1730.1536865234375), (1, 1814.931884765625)]","[(0, 2710.76953125), (1, 2897.252197265625)]","[(0, 1259.64599609375), (1, 1108.2908935546875)]","[(0, 5974.80517578125), (1, 6556.47900390625)]","[(0, 1876.987060546875), (1, 1815.423583984375)]","[(0, 625.071044921875), (1, 792.052978515625)]","[(0, 1236.7132568359375), (1, 1339.403076171875)]","[(0, 2974.27490234375), (1, 3529.8583984375)]","[(0, 2123.6376953125), (1, 2053.885498046875)]"
3,"[(0, 1474.3736572265625), (1, 2016.737060546875)]","[(0, 1089.968017578125), (1, 1100.3846435546875)]","[(0, 6164.03125), (1, 6342.55712890625)]","[(0, 4244.349609375), (1, 4277.43115234375)]","[(0, 1224.779541015625), (1, 1108.3463134765625)]","[(0, 4543.15576171875), (1, 4797.544921875)]","[(0, 4545.3662109375), (1, 4858.68701171875)]","[(0, 2384.223876953125), (1, 2221.7255859375)]","[(0, 584.4215698242188), (1, 921.689208984375)]","[(0, 1347.9874267578125), (1, 1139.1392822265625)]","[(0, 3475.82568359375), (1, 3061.049560546875)]"
4,"[(0, 1178.7933349609375), (1, 1431.880859375)]","[(0, 737.2568359375), (1, 620.0005493164062)]","[(0, 5873.6875), (1, 5900.19775390625)]","[(0, 3732.1513671875), (1, 3819.35595703125)]","[(0, 4138.5478515625), (1, 2463.49560546875)]","[(0, 3573.562744140625), (1, 3417.5615234375)]","[(0, 3278.262939453125), (1, 3241.60595703125)]","[(0, 1464.5570068359375), (1, 1201.5242919921875)]","[(0, 1200.4493408203125), (1, 2109.662109375)]","[(0, 479.82061767578125), (1, 494.3778381347656)]","[(0, 2821.6953125), (1, 2353.961669921875)]"
5,"[(0, 1016.6199951171875), (1, 1328.526611328125)]","[(0, 377.7761535644531), (1, 325.70703125)]","[(0, 3018.122314453125), (1, 2983.623046875)]","[(0, 2481.970947265625), (1, 2641.07177734375)]","[(0, 4769.42578125), (1, 2845.55419921875)]","[(0, 4350.20556640625), (1, 4614.09716796875)]","[(0, 4182.77783203125), (1, 4485.83935546875)]","[(0, 1538.972900390625), (1, 1533.85107421875)]","[(0, 1354.1024169921875), (1, 1369.47705078125)]","[(0, 813.8825073242188), (1, 1001.813232421875)]","[(0, 1907.113525390625), (1, 1888.580078125)]"
6,"[(0, 1159.1307373046875), (1, 1539.3626708984375)]","[(0, 1303.294189453125), (1, 1437.8203125)]","[(0, 1666.1741943359375), (1, 1570.2606201171875)]","[(0, 2303.231201171875), (1, 2601.977294921875)]","[(0, 2000.76806640625), (1, 1741.587890625)]","[(0, 3213.49755859375), (1, 3128.5966796875)]","[(0, 6736.45166015625), (1, 7430.05126953125)]","[(0, 1121.7176513671875), (1, 987.4010620117188)]","[(0, 1933.84130859375), (1, 1478.1065673828125)]","[(0, 2439.7451171875), (1, 2063.991943359375)]","[(0, 3411.127197265625), (1, 2908.824951171875)]"
7,"[(0, 1110.647216796875), (1, 1410.7158203125)]","[(0, 1897.0849609375), (1, 2290.609375)]","[(0, 1391.9674072265625), (1, 1568.3553466796875)]","[(0, 6263.54931640625), (1, 6262.02587890625)]","[(0, 2021.8702392578125), (1, 1700.962646484375)]","[(0, 2290.531982421875), (1, 2791.374755859375)]","[(0, 5640.6220703125), (1, 6232.724609375)]","[(0, 1688.0394287109375), (1, 1893.439208984375)]","[(0, 703.0050659179688), (1, 764.3138427734375)]","[(0, 1663.1214599609375), (1, 1968.1455078125)]","[(0, 3073.7978515625), (1, 2570.67431640625)]"
8,"[(0, 1734.7244873046875), (1, 2286.166259765625)]","[(0, 1377.592529296875), (1, 1565.8968505859375)]","[(0, 4654.1904296875), (1, 4418.9892578125)]","[(0, 4048.519775390625), (1, 4059.813232421875)]","[(0, 3825.133544921875), (1, 2230.851806640625)]","[(0, 3626.945068359375), (1, 3080.565185546875)]","[(0, 3047.5078125), (1, 2911.526611328125)]","[(0, 841.9905395507812), (1, 847.1159057617188)]","[(0, 2257.410888671875), (1, 2877.41845703125)]","[(0, 1947.492431640625), (1, 1779.511474609375)]","[(0, 1042.4915771484375), (1, 996.350830078125)]"
9,"[(0, 1381.013916015625), (1, 1780.789794921875)]","[(0, 972.02978515625), (1, 1027.384521484375)]","[(0, 2396.869873046875), (1, 2316.625)]","[(0, 6107.9951171875), (1, 6319.2158203125)]","[(0, 1238.3892822265625), (1, 1087.9891357421875)]","[(0, 2606.783447265625), (1, 2419.643798828125)]","[(0, 3831.723876953125), (1, 4001.65087890625)]","[(0, 1336.9801025390625), (1, 1052.714599609375)]","[(0, 572.460693359375), (1, 958.592529296875)]","[(0, 2913.111328125), (1, 1839.2711181640625)]","[(0, 2203.52783203125), (1, 2154.624267578125)]"
