,epoch_4
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.486
island-adjunct,0.766
island-complex-np,0.408
island-wh,0.954
principle_a_command,0.478
principle_a_locality,0.33
question-formation_or,0.49
<<<<<<< HEAD
question-formation_or_strict,0.112
question-formation_rr,0.51
question-formation_rr_strict,0.12
question-formation_sr,0.492
question-formation_sr_strict,0.152
=======
question-formation_rr,0.51
question-formation_sr,0.492
>>>>>>> 7fc45933dc1f88a24b9f2f530d3483fc2d1939b4
wanna,0.026
