,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 6948.57958984375), (1, 7709.22119140625)]","[(0, 5894.7763671875), (1, 5807.27783203125)]","[(0, 10423.3857421875), (1, 10053.0126953125)]","[(0, 10904.203125), (1, 10890.8486328125)]","[(0, 11969.142578125), (1, 16094.0185546875)]","[(0, 9092.4189453125), (1, 9130.3466796875)]","[(0, 11518.0791015625), (1, 13083.6220703125)]","[(0, 5710.1171875), (1, 3162.455078125)]","[(0, 7532.1669921875), (1, 9300.5322265625)]","[(0, 5870.56298828125), (1, 7921.03955078125)]","[(0, 11070.439453125), (1, 15082.2958984375)]"
1,"[(0, 12298.8505859375), (1, 14296.037109375)]","[(0, 6295.13232421875), (1, 6379.45849609375)]","[(0, 6658.33154296875), (1, 6682.28125)]","[(0, 16885.765625), (1, 18026.251953125)]","[(0, 17767.255859375), (1, 13103.0634765625)]","[(0, 7350.25732421875), (1, 7548.6708984375)]","[(0, 11073.08984375), (1, 12813.3564453125)]","[(0, 6311.90380859375), (1, 4755.04248046875)]","[(0, 5306.56103515625), (1, 9526.7646484375)]","[(0, 4971.75439453125), (1, 9210.78125)]","[(0, 10007.0703125), (1, 9680.703125)]"
2,"[(0, 12623.46484375), (1, 13168.9453125)]","[(0, 5593.0771484375), (1, 6017.34912109375)]","[(0, 11235.521484375), (1, 11884.5966796875)]","[(0, 15572.8017578125), (1, 15910.2041015625)]","[(0, 24932.087890625), (1, 23138.595703125)]","[(0, 12532.2890625), (1, 12718.2265625)]","[(0, 10464.162109375), (1, 10342.8427734375)]","[(0, 6941.1083984375), (1, 6076.64404296875)]","[(0, 3702.86376953125), (1, 3609.6435546875)]","[(0, 15905.486328125), (1, 8908.9228515625)]","[(0, 6950.27587890625), (1, 6832.89697265625)]"
3,"[(0, 4102.69677734375), (1, 5027.4580078125)]","[(0, 4955.7919921875), (1, 4788.48095703125)]","[(0, 17265.208984375), (1, 16356.5078125)]","[(0, 19373.052734375), (1, 20255.748046875)]","[(0, 25833.58203125), (1, 23744.486328125)]","[(0, 6258.92138671875), (1, 6286.1748046875)]","[(0, 9752.3046875), (1, 9884.6474609375)]","[(0, 4858.69140625), (1, 5187.99169921875)]","[(0, 3206.334228515625), (1, 6319.6201171875)]","[(0, 6936.443359375), (1, 4607.9453125)]","[(0, 15840.7275390625), (1, 21811.744140625)]"
4,"[(0, 15921.5576171875), (1, 19264.021484375)]","[(0, 3567.63427734375), (1, 3440.557373046875)]","[(0, 21359.392578125), (1, 20378.82421875)]","[(0, 14100.7958984375), (1, 12966.486328125)]","[(0, 18983.8359375), (1, 14782.328125)]","[(0, 7153.0341796875), (1, 7063.79443359375)]","[(0, 5475.02001953125), (1, 5445.75927734375)]","[(0, 6278.841796875), (1, 4447.10302734375)]","[(0, 4199.1845703125), (1, 10370.82421875)]","[(0, 1960.62841796875), (1, 3331.9560546875)]","[(0, 8076.39794921875), (1, 11914.6240234375)]"
5,"[(0, 9999.916015625), (1, 12629.1357421875)]","[(0, 4214.99658203125), (1, 3815.001953125)]","[(0, 15708.732421875), (1, 17577.96875)]","[(0, 14309.853515625), (1, 15099.7666015625)]","[(0, 18295.392578125), (1, 13625.6669921875)]","[(0, 14463.4365234375), (1, 14281.728515625)]","[(0, 6437.7333984375), (1, 6274.87890625)]","[(0, 7390.96337890625), (1, 5462.32568359375)]","[(0, 5322.68359375), (1, 4784.60107421875)]","[(0, 4765.74755859375), (1, 4858.9091796875)]","[(0, 10324.7578125), (1, 10114.59765625)]"
6,"[(0, 8615.3291015625), (1, 9727.578125)]","[(0, 4928.685546875), (1, 5273.06884765625)]","[(0, 5422.1337890625), (1, 6190.7001953125)]","[(0, 20155.35546875), (1, 20286.294921875)]","[(0, 13324.45703125), (1, 12751.0166015625)]","[(0, 8723.345703125), (1, 8758.490234375)]","[(0, 8204.318359375), (1, 8622.6611328125)]","[(0, 7096.73193359375), (1, 3710.803466796875)]","[(0, 7184.10546875), (1, 5354.56005859375)]","[(0, 8234.5361328125), (1, 5655.60205078125)]","[(0, 10636.796875), (1, 13867.36328125)]"
7,"[(0, 5130.6220703125), (1, 6409.3515625)]","[(0, 4935.3505859375), (1, 5798.00341796875)]","[(0, 11708.4921875), (1, 11955.15625)]","[(0, 21261.697265625), (1, 23054.716796875)]","[(0, 15980.3828125), (1, 14494.8505859375)]","[(0, 14853.3525390625), (1, 15670.921875)]","[(0, 7748.9951171875), (1, 8321.12890625)]","[(0, 3804.197021484375), (1, 3692.73193359375)]","[(0, 6396.29638671875), (1, 7435.29052734375)]","[(0, 4402.076171875), (1, 9072.5830078125)]","[(0, 12301.080078125), (1, 18369.310546875)]"
8,"[(0, 5077.521484375), (1, 6660.82763671875)]","[(0, 4661.8798828125), (1, 4914.478515625)]","[(0, 14765.9287109375), (1, 16241.142578125)]","[(0, 19835.17578125), (1, 17588.986328125)]","[(0, 21200.79296875), (1, 16411.0390625)]","[(0, 5463.90966796875), (1, 5257.126953125)]","[(0, 5767.7978515625), (1, 5740.7763671875)]","[(0, 4710.42724609375), (1, 4444.99609375)]","[(0, 4303.1337890625), (1, 5013.353515625)]","[(0, 5086.953125), (1, 6142.03173828125)]","[(0, 7467.5029296875), (1, 6989.77294921875)]"
9,"[(0, 12137.2509765625), (1, 15951.970703125)]","[(0, 3603.2119140625), (1, 3888.36181640625)]","[(0, 13648.2041015625), (1, 13388.271484375)]","[(0, 21656.80859375), (1, 20975.5703125)]","[(0, 21379.32421875), (1, 20685.400390625)]","[(0, 5760.31103515625), (1, 5755.63818359375)]","[(0, 6473.8486328125), (1, 6351.939453125)]","[(0, 4821.18017578125), (1, 3928.820068359375)]","[(0, 5280.98046875), (1, 9418.1640625)]","[(0, 6935.3916015625), (1, 4657.41845703125)]","[(0, 12535.6005859375), (1, 12203.09375)]"
