,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.142
island-adjunct,0.764
island-complex-np,0.662
island-wh,0.954
principle_a_command,0.474
principle_a_locality,0.264
question-formation_or,0.68
question-formation_or_strict,0.034
question-formation_rr,0.7
question-formation_rr_strict,0.016
question-formation_sr,0.78
question-formation_sr_strict,0.024
wanna,1.0
