,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 2763.76025390625), (1, 3206.811279296875)]","[(0, 2904.877197265625), (1, 2726.9658203125)]","[(0, 3799.7880859375), (1, 3894.722900390625)]","[(0, 2370.681396484375), (1, 2441.314697265625)]","[(0, 4080.751220703125), (1, 2498.853759765625)]","[(0, 4911.14208984375), (1, 5571.9677734375)]","[(0, 9083.8212890625), (1, 9817.0263671875)]","[(0, 2364.498046875), (1, 2062.48193359375)]","[(0, 3053.885498046875), (1, 4272.60400390625)]","[(0, 2236.634521484375), (1, 2231.118896484375)]","[(0, 3858.786865234375), (1, 3416.91943359375)]"
1,"[(0, 4109.09130859375), (1, 5031.16064453125)]","[(0, 3308.000732421875), (1, 3279.55419921875)]","[(0, 2344.744140625), (1, 2297.467041015625)]","[(0, 3225.779541015625), (1, 3204.20361328125)]","[(0, 3336.010009765625), (1, 2054.231201171875)]","[(0, 5237.30029296875), (1, 4721.6259765625)]","[(0, 6342.01904296875), (1, 6792.880859375)]","[(0, 1658.50830078125), (1, 1603.998291015625)]","[(0, 1561.4783935546875), (1, 2085.07177734375)]","[(0, 1555.114013671875), (1, 1947.138671875)]","[(0, 2622.173828125), (1, 2032.10205078125)]"
2,"[(0, 3131.988037109375), (1, 3895.796630859375)]","[(0, 2500.930419921875), (1, 2323.357666015625)]","[(0, 2915.266357421875), (1, 3175.256591796875)]","[(0, 3701.603271484375), (1, 3828.69189453125)]","[(0, 1837.1893310546875), (1, 1702.0302734375)]","[(0, 6854.21875), (1, 7597.74658203125)]","[(0, 2781.827392578125), (1, 2399.656982421875)]","[(0, 1540.564697265625), (1, 2199.53759765625)]","[(0, 2026.7930908203125), (1, 2184.863525390625)]","[(0, 3655.377685546875), (1, 4195.95849609375)]","[(0, 2964.30712890625), (1, 2344.1337890625)]"
3,"[(0, 3687.660888671875), (1, 4564.4921875)]","[(0, 2327.66455078125), (1, 2162.8779296875)]","[(0, 7165.6240234375), (1, 7594.01611328125)]","[(0, 4886.4189453125), (1, 5004.00537109375)]","[(0, 1887.3223876953125), (1, 1777.401611328125)]","[(0, 4908.25830078125), (1, 5551.62109375)]","[(0, 5048.85400390625), (1, 5543.47900390625)]","[(0, 2567.939697265625), (1, 3030.136962890625)]","[(0, 1467.815673828125), (1, 2017.9222412109375)]","[(0, 2051.8984375), (1, 1656.01513671875)]","[(0, 4220.70849609375), (1, 3533.779296875)]"
4,"[(0, 4454.47607421875), (1, 4981.916015625)]","[(0, 1826.6068115234375), (1, 1527.2615966796875)]","[(0, 6707.34765625), (1, 7049.3525390625)]","[(0, 3809.8974609375), (1, 4388.27734375)]","[(0, 5220.8837890625), (1, 3384.82373046875)]","[(0, 3811.765380859375), (1, 3417.0234375)]","[(0, 4270.9453125), (1, 3776.731689453125)]","[(0, 2776.104248046875), (1, 1716.8736572265625)]","[(0, 1480.8651123046875), (1, 3202.83203125)]","[(0, 1094.34619140625), (1, 1516.75927734375)]","[(0, 3546.70654296875), (1, 2856.98828125)]"
5,"[(0, 3671.2001953125), (1, 4056.55859375)]","[(0, 2557.924560546875), (1, 2187.948486328125)]","[(0, 3254.256103515625), (1, 3614.74169921875)]","[(0, 3518.31396484375), (1, 3712.013671875)]","[(0, 6111.24609375), (1, 3974.85498046875)]","[(0, 4117.61962890625), (1, 4689.36572265625)]","[(0, 6169.01806640625), (1, 7155.52392578125)]","[(0, 2737.7265625), (1, 2212.617431640625)]","[(0, 1964.1468505859375), (1, 1731.4725341796875)]","[(0, 1449.661865234375), (1, 1509.269775390625)]","[(0, 2651.12060546875), (1, 2128.42578125)]"
6,"[(0, 3306.56884765625), (1, 3929.183837890625)]","[(0, 4053.403076171875), (1, 4354.015625)]","[(0, 2966.903564453125), (1, 2487.858642578125)]","[(0, 3233.5966796875), (1, 3575.06591796875)]","[(0, 2602.435302734375), (1, 2298.437744140625)]","[(0, 3810.14453125), (1, 3393.553955078125)]","[(0, 8330.1884765625), (1, 9126.125)]","[(0, 2033.707275390625), (1, 1335.6490478515625)]","[(0, 2410.564697265625), (1, 2368.487060546875)]","[(0, 3239.516845703125), (1, 2917.57763671875)]","[(0, 3622.14404296875), (1, 3026.007568359375)]"
7,"[(0, 2600.373779296875), (1, 3055.28955078125)]","[(0, 4873.671875), (1, 5433.1123046875)]","[(0, 1912.27392578125), (1, 2098.62451171875)]","[(0, 6670.3876953125), (1, 6595.8701171875)]","[(0, 2705.4853515625), (1, 2295.8505859375)]","[(0, 2475.47021484375), (1, 3089.47705078125)]","[(0, 7635.55419921875), (1, 8516.9560546875)]","[(0, 2741.840576171875), (1, 3473.62548828125)]","[(0, 1791.575927734375), (1, 1476.4744873046875)]","[(0, 2618.751220703125), (1, 3233.7294921875)]","[(0, 4014.1953125), (1, 3441.459716796875)]"
8,"[(0, 3920.563232421875), (1, 4510.3076171875)]","[(0, 3078.83544921875), (1, 3199.168701171875)]","[(0, 5943.87109375), (1, 5760.86572265625)]","[(0, 4898.2978515625), (1, 4861.310546875)]","[(0, 5223.8369140625), (1, 3542.014892578125)]","[(0, 3882.030029296875), (1, 3214.784912109375)]","[(0, 4418.3779296875), (1, 4000.918212890625)]","[(0, 1850.57568359375), (1, 1474.006103515625)]","[(0, 3613.7216796875), (1, 2934.1884765625)]","[(0, 2624.267822265625), (1, 2530.385009765625)]","[(0, 1694.536376953125), (1, 1245.1214599609375)]"
9,"[(0, 3532.9267578125), (1, 4143.95458984375)]","[(0, 2331.59814453125), (1, 2184.776123046875)]","[(0, 3337.0439453125), (1, 3260.06494140625)]","[(0, 6762.85546875), (1, 6539.34375)]","[(0, 2001.2708740234375), (1, 1791.0906982421875)]","[(0, 4050.759521484375), (1, 3600.443115234375)]","[(0, 5096.14501953125), (1, 5405.1787109375)]","[(0, 2425.925048828125), (1, 1727.0955810546875)]","[(0, 1005.8924560546875), (1, 1402.56298828125)]","[(0, 3659.284423828125), (1, 3469.71533203125)]","[(0, 3260.65576171875), (1, 2636.973388671875)]"
