,epoch_5
anaphoric-one-semantics,0.056
anaphoric-one-syntax,0.306
island-adjunct,0.78
island-complex-np,0.33
island-wh,0.964
principle_a_command,0.478
principle_a_locality,0.252
question-formation_or,0.744
question-formation_or_strict,0.184
question-formation_rr,0.68
question-formation_rr_strict,0.168
question-formation_sr,0.756
question-formation_sr_strict,0.142
wanna,0.392
