,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.064
island-adjunct,0.7
island-complex-np,0.356
island-wh,0.964
principle_a_command,0.482
principle_a_locality,0.25
question-formation_or,0.654
question-formation_or_strict,0.03
question-formation_rr,0.672
question-formation_rr_strict,0.01
question-formation_sr,0.622
question-formation_sr_strict,0.014
wanna,0.486
