,epoch_7
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.46
island-adjunct,0.748
island-complex-np,0.416
island-wh,0.998
principle_a_command,0.468
principle_a_locality,0.342
question-formation_or,0.51
<<<<<<< HEAD
question-formation_or_strict,0.076
question-formation_rr,0.476
question-formation_rr_strict,0.152
question-formation_sr,0.506
question-formation_sr_strict,0.166
=======
question-formation_rr,0.476
question-formation_sr,0.506
>>>>>>> 7fc45933dc1f88a24b9f2f530d3483fc2d1939b4
wanna,0.034
