,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 969.7080078125), (1, 1172.76513671875)]","[(0, 1247.8079833984375), (1, 1374.092529296875)]","[(0, 2813.86328125), (1, 2880.6513671875)]","[(0, 1885.0748291015625), (1, 2083.25)]","[(0, 3342.009033203125), (1, 2318.797607421875)]","[(0, 4105.93798828125), (1, 4061.88134765625)]","[(0, 6202.9453125), (1, 6959.42919921875)]","[(0, 1461.6700439453125), (1, 1252.6583251953125)]","[(0, 4361.67919921875), (1, 3678.724853515625)]","[(0, 2039.17724609375), (1, 1661.3341064453125)]","[(0, 3280.214599609375), (1, 4007.757568359375)]"
1,"[(0, 2000.1507568359375), (1, 2506.8740234375)]","[(0, 1569.506103515625), (1, 1829.1876220703125)]","[(0, 1694.3909912109375), (1, 1664.7327880859375)]","[(0, 3552.79345703125), (1, 3709.741943359375)]","[(0, 3352.031982421875), (1, 2009.0374755859375)]","[(0, 5038.65673828125), (1, 5208.03369140625)]","[(0, 5013.439453125), (1, 5827.65576171875)]","[(0, 1596.4959716796875), (1, 1148.4776611328125)]","[(0, 1787.4937744140625), (1, 1365.2584228515625)]","[(0, 1600.8150634765625), (1, 2284.5107421875)]","[(0, 1704.940673828125), (1, 2185.943115234375)]"
2,"[(0, 1810.5703125), (1, 2218.10107421875)]","[(0, 1516.1424560546875), (1, 1596.4708251953125)]","[(0, 1643.517333984375), (1, 1726.860107421875)]","[(0, 3168.314697265625), (1, 3447.185302734375)]","[(0, 1606.1903076171875), (1, 1401.826904296875)]","[(0, 6074.001953125), (1, 6255.4541015625)]","[(0, 2079.361572265625), (1, 2049.673583984375)]","[(0, 1654.817626953125), (1, 1118.6319580078125)]","[(0, 2250.639892578125), (1, 2020.972900390625)]","[(0, 5090.85498046875), (1, 6649.8974609375)]","[(0, 2515.459228515625), (1, 3242.010986328125)]"
3,"[(0, 1827.6435546875), (1, 2305.2783203125)]","[(0, 1624.27685546875), (1, 1657.4552001953125)]","[(0, 7434.822265625), (1, 6981.83154296875)]","[(0, 4485.4287109375), (1, 4199.8974609375)]","[(0, 1610.3621826171875), (1, 1466.654296875)]","[(0, 4712.4130859375), (1, 4684.671875)]","[(0, 4613.24365234375), (1, 4698.1162109375)]","[(0, 3663.096923828125), (1, 3268.40478515625)]","[(0, 1299.0986328125), (1, 1511.279052734375)]","[(0, 2180.7333984375), (1, 1831.832275390625)]","[(0, 3555.243896484375), (1, 4590.361328125)]"
4,"[(0, 1350.1251220703125), (1, 1867.9993896484375)]","[(0, 1129.8880615234375), (1, 986.5892333984375)]","[(0, 6607.435546875), (1, 5924.4658203125)]","[(0, 3579.661376953125), (1, 3606.2646484375)]","[(0, 4599.81396484375), (1, 3005.713623046875)]","[(0, 4321.06787109375), (1, 4367.50634765625)]","[(0, 3224.9921875), (1, 3228.0693359375)]","[(0, 1839.5052490234375), (1, 2031.5439453125)]","[(0, 2274.922119140625), (1, 3038.47412109375)]","[(0, 794.0083618164062), (1, 1110.396240234375)]","[(0, 2730.33740234375), (1, 3488.072265625)]"
5,"[(0, 1533.049072265625), (1, 2147.215087890625)]","[(0, 620.9313354492188), (1, 565.708251953125)]","[(0, 3122.009765625), (1, 3461.839111328125)]","[(0, 2915.91552734375), (1, 3026.740478515625)]","[(0, 5264.291015625), (1, 3411.908203125)]","[(0, 4611.572265625), (1, 4622.439453125)]","[(0, 5002.49755859375), (1, 4677.06103515625)]","[(0, 3078.0517578125), (1, 2662.014404296875)]","[(0, 1567.115966796875), (1, 2076.978515625)]","[(0, 1120.16064453125), (1, 1329.0621337890625)]","[(0, 1503.52197265625), (1, 1959.481689453125)]"
6,"[(0, 1489.56103515625), (1, 1972.2838134765625)]","[(0, 1339.8680419921875), (1, 1531.4862060546875)]","[(0, 2176.68505859375), (1, 2041.53271484375)]","[(0, 2764.590576171875), (1, 2944.4775390625)]","[(0, 2172.760986328125), (1, 2051.490234375)]","[(0, 3153.660888671875), (1, 3168.350830078125)]","[(0, 6163.73095703125), (1, 6825.02978515625)]","[(0, 1440.2974853515625), (1, 1498.56103515625)]","[(0, 2671.536376953125), (1, 2582.493408203125)]","[(0, 2833.632080078125), (1, 2502.186279296875)]","[(0, 2947.960205078125), (1, 3643.832763671875)]"
7,"[(0, 1479.6170654296875), (1, 2041.4451904296875)]","[(0, 1804.3345947265625), (1, 2217.900146484375)]","[(0, 1933.70849609375), (1, 1869.5062255859375)]","[(0, 5370.68017578125), (1, 5334.50927734375)]","[(0, 2310.648681640625), (1, 2149.466796875)]","[(0, 3602.188232421875), (1, 3648.937744140625)]","[(0, 6533.78955078125), (1, 7132.890625)]","[(0, 2580.07958984375), (1, 2420.189697265625)]","[(0, 1701.8785400390625), (1, 1754.03662109375)]","[(0, 2055.951904296875), (1, 2196.710693359375)]","[(0, 3086.732177734375), (1, 3767.46826171875)]"
8,"[(0, 2212.44775390625), (1, 3133.09326171875)]","[(0, 1722.699462890625), (1, 1868.9608154296875)]","[(0, 4646.94775390625), (1, 4455.5595703125)]","[(0, 3881.748291015625), (1, 3848.52587890625)]","[(0, 4933.7412109375), (1, 2982.974365234375)]","[(0, 4374.4052734375), (1, 4327.65380859375)]","[(0, 3933.799072265625), (1, 3959.44580078125)]","[(0, 1357.3529052734375), (1, 1202.9552001953125)]","[(0, 2909.283935546875), (1, 3900.80078125)]","[(0, 2982.246337890625), (1, 3032.16064453125)]","[(0, 1154.0096435546875), (1, 1548.597900390625)]"
9,"[(0, 1726.0335693359375), (1, 2427.9501953125)]","[(0, 1227.0504150390625), (1, 1333.638671875)]","[(0, 2508.642578125), (1, 2681.9921875)]","[(0, 5660.701171875), (1, 5755.6708984375)]","[(0, 1385.7501220703125), (1, 1296.3209228515625)]","[(0, 2915.11474609375), (1, 2834.301025390625)]","[(0, 3898.31640625), (1, 3945.25439453125)]","[(0, 2037.0489501953125), (1, 2192.9912109375)]","[(0, 1058.417236328125), (1, 1639.956298828125)]","[(0, 3447.91845703125), (1, 2592.58251953125)]","[(0, 2255.56591796875), (1, 2949.0400390625)]"
