,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 4177.626953125), (1, 4793.1640625)]","[(0, 3752.56201171875), (1, 4138.0107421875)]","[(0, 4910.78173828125), (1, 4807.6806640625)]","[(0, 4142.0341796875), (1, 4722.10302734375)]","[(0, 6625.943359375), (1, 5479.16748046875)]","[(0, 6301.09033203125), (1, 5890.42138671875)]","[(0, 6793.72265625), (1, 7619.83447265625)]","[(0, 4260.92529296875), (1, 5628.8701171875)]","[(0, 12353.5361328125), (1, 19107.0546875)]","[(0, 6053.0166015625), (1, 5712.98779296875)]","[(0, 5579.640625), (1, 8147.6865234375)]"
1,"[(0, 12946.0732421875), (1, 14013.13671875)]","[(0, 3782.57080078125), (1, 4325.912109375)]","[(0, 5517.61376953125), (1, 5341.72265625)]","[(0, 9030.8466796875), (1, 9284.181640625)]","[(0, 7824.80078125), (1, 5517.39794921875)]","[(0, 7606.07666015625), (1, 8297.0068359375)]","[(0, 6287.9619140625), (1, 7150.01904296875)]","[(0, 5148.00634765625), (1, 4883.48876953125)]","[(0, 4002.7080078125), (1, 5242.99755859375)]","[(0, 6643.736328125), (1, 6721.62744140625)]","[(0, 3853.113037109375), (1, 4916.634765625)]"
2,"[(0, 8580.9970703125), (1, 8838.2529296875)]","[(0, 4119.19873046875), (1, 4231.88916015625)]","[(0, 4790.64111328125), (1, 4956.06591796875)]","[(0, 7687.21875), (1, 8645.140625)]","[(0, 4336.900390625), (1, 3755.096435546875)]","[(0, 9395.376953125), (1, 9488.275390625)]","[(0, 4468.51318359375), (1, 4547.53857421875)]","[(0, 7543.99951171875), (1, 3054.41259765625)]","[(0, 6230.4072265625), (1, 4764.7158203125)]","[(0, 14492.5283203125), (1, 23882.9765625)]","[(0, 6450.15966796875), (1, 8426.88671875)]"
3,"[(0, 5652.81982421875), (1, 6222.9248046875)]","[(0, 4269.82177734375), (1, 4209.734375)]","[(0, 9019.8974609375), (1, 8605.138671875)]","[(0, 7140.2275390625), (1, 6510.12890625)]","[(0, 4341.66748046875), (1, 3962.837890625)]","[(0, 9993.56640625), (1, 8956.0224609375)]","[(0, 9629.90234375), (1, 9302.8740234375)]","[(0, 11668.8974609375), (1, 12669.669921875)]","[(0, 3827.691650390625), (1, 2870.135009765625)]","[(0, 5231.08056640625), (1, 7796.67333984375)]","[(0, 6950.5146484375), (1, 10419.033203125)]"
4,"[(0, 6587.39013671875), (1, 7924.9765625)]","[(0, 5418.19970703125), (1, 5054.59619140625)]","[(0, 8862.189453125), (1, 8710.13671875)]","[(0, 6969.50439453125), (1, 6855.80126953125)]","[(0, 8316.7568359375), (1, 6257.85888671875)]","[(0, 9258.2490234375), (1, 10167.21875)]","[(0, 6998.49072265625), (1, 7420.322265625)]","[(0, 4486.4853515625), (1, 7762.6787109375)]","[(0, 5527.68896484375), (1, 5567.6064453125)]","[(0, 3503.8623046875), (1, 6020.38623046875)]","[(0, 5972.17333984375), (1, 9301.640625)]"
5,"[(0, 7162.228515625), (1, 8871.685546875)]","[(0, 3354.61279296875), (1, 3228.672607421875)]","[(0, 7922.43017578125), (1, 7050.83837890625)]","[(0, 5903.63720703125), (1, 6092.50830078125)]","[(0, 10371.705078125), (1, 7843.18701171875)]","[(0, 8479.73828125), (1, 8535.046875)]","[(0, 15222.521484375), (1, 12630.0751953125)]","[(0, 10345.4765625), (1, 11832.7099609375)]","[(0, 2907.18994140625), (1, 4279.74072265625)]","[(0, 6309.14794921875), (1, 3464.17724609375)]","[(0, 2997.529296875), (1, 4131.76513671875)]"
6,"[(0, 8878.1513671875), (1, 10514.669921875)]","[(0, 4541.73046875), (1, 4540.83837890625)]","[(0, 6021.9306640625), (1, 6062.7919921875)]","[(0, 6759.34814453125), (1, 6993.71337890625)]","[(0, 7454.58837890625), (1, 7326.21875)]","[(0, 5210.462890625), (1, 5271.1181640625)]","[(0, 7787.69677734375), (1, 8409.2646484375)]","[(0, 11178.4921875), (1, 8614.8857421875)]","[(0, 7824.7265625), (1, 10467.5654296875)]","[(0, 5256.8408203125), (1, 6061.52587890625)]","[(0, 5769.77294921875), (1, 8374.8984375)]"
7,"[(0, 7474.45654296875), (1, 9076.044921875)]","[(0, 4208.791015625), (1, 4504.58642578125)]","[(0, 4661.533203125), (1, 5189.9912109375)]","[(0, 7641.0615234375), (1, 7643.56884765625)]","[(0, 8157.19580078125), (1, 8064.34521484375)]","[(0, 6996.0087890625), (1, 7017.13671875)]","[(0, 9182.63671875), (1, 9974.3994140625)]","[(0, 7567.966796875), (1, 4528.88916015625)]","[(0, 6542.5498046875), (1, 4645.66259765625)]","[(0, 4089.50537109375), (1, 8915.9345703125)]","[(0, 5303.41455078125), (1, 7345.205078125)]"
8,"[(0, 5688.2353515625), (1, 7088.791015625)]","[(0, 4964.72265625), (1, 4583.69482421875)]","[(0, 8321.0009765625), (1, 7942.7724609375)]","[(0, 6058.3583984375), (1, 6012.4677734375)]","[(0, 8525.4072265625), (1, 5800.060546875)]","[(0, 6805.6806640625), (1, 7152.22900390625)]","[(0, 7906.119140625), (1, 8920.6376953125)]","[(0, 5296.5302734375), (1, 3213.506591796875)]","[(0, 6119.8544921875), (1, 7096.8271484375)]","[(0, 7920.50390625), (1, 8711.44921875)]","[(0, 3446.1201171875), (1, 4906.22705078125)]"
9,"[(0, 6035.02197265625), (1, 7618.69384765625)]","[(0, 3958.746826171875), (1, 4103.22119140625)]","[(0, 5519.5615234375), (1, 5810.4248046875)]","[(0, 6976.70654296875), (1, 7438.048828125)]","[(0, 5334.4423828125), (1, 5410.728515625)]","[(0, 5733.576171875), (1, 5667.0322265625)]","[(0, 5696.38916015625), (1, 5436.72998046875)]","[(0, 7686.01611328125), (1, 10197.544921875)]","[(0, 2959.61962890625), (1, 4147.8486328125)]","[(0, 7557.11962890625), (1, 6388.87744140625)]","[(0, 5488.06787109375), (1, 7228.1845703125)]"
10,"[(0, 6929.93701171875), (1, 7594.65283203125)]","[(0, 4609.0), (1, 4444.0595703125)]","[(0, 10573.53515625), (1, 12127.162109375)]","[(0, 6723.37109375), (1, 6661.6279296875)]","[(0, 4405.68408203125), (1, 4304.369140625)]","[(0, 7013.78515625), (1, 7256.11474609375)]","[(0, 7594.5810546875), (1, 9488.6103515625)]","[(0, 9175.904296875), (1, 5038.45458984375)]","[(0, 4615.1318359375), (1, 6327.6884765625)]","[(0, 4750.00732421875), (1, 6107.0283203125)]","[(0, 6697.78515625), (1, 10491.2412109375)]"
11,"[(0, 6813.33056640625), (1, 7691.81640625)]","[(0, 3812.05615234375), (1, 3664.326904296875)]","[(0, 5896.80029296875), (1, 5947.63671875)]","[(0, 6229.5810546875), (1, 6598.3046875)]","[(0, 5278.57373046875), (1, 3434.89208984375)]","[(0, 8476.5859375), (1, 8037.1962890625)]","[(0, 5417.57958984375), (1, 5830.296875)]","[(0, 6034.45166015625), (1, 7328.45458984375)]","[(0, 4823.25830078125), (1, 6972.95458984375)]","[(0, 6204.986328125), (1, 5472.84326171875)]","[(0, 4030.140625), (1, 5971.26220703125)]"
12,"[(0, 7262.94775390625), (1, 8628.3623046875)]","[(0, 6117.80078125), (1, 6645.5673828125)]","[(0, 11507.439453125), (1, 11885.537109375)]","[(0, 7644.96826171875), (1, 7632.39453125)]","[(0, 4502.05224609375), (1, 3745.615234375)]","[(0, 10930.451171875), (1, 11925.685546875)]","[(0, 11081.6884765625), (1, 13155.0244140625)]","[(0, 6572.54931640625), (1, 3866.150390625)]","[(0, 8121.0244140625), (1, 3992.38037109375)]","[(0, 7102.83251953125), (1, 6449.66748046875)]","[(0, 4755.75), (1, 6872.53955078125)]"
13,"[(0, 6125.25537109375), (1, 7473.6435546875)]","[(0, 5815.6357421875), (1, 6500.02978515625)]","[(0, 7423.748046875), (1, 7773.70947265625)]","[(0, 10320.9189453125), (1, 10295.9384765625)]","[(0, 5276.0419921875), (1, 4679.93408203125)]","[(0, 6921.91845703125), (1, 6853.1865234375)]","[(0, 9152.857421875), (1, 7914.3193359375)]","[(0, 3636.01220703125), (1, 4658.59130859375)]","[(0, 6765.8427734375), (1, 6915.22802734375)]","[(0, 8299.3173828125), (1, 10320.04296875)]","[(0, 3612.85302734375), (1, 4715.8251953125)]"
14,"[(0, 8966.431640625), (1, 10587.328125)]","[(0, 6220.166015625), (1, 6134.30517578125)]","[(0, 7016.8291015625), (1, 7286.3974609375)]","[(0, 8544.2578125), (1, 7856.7978515625)]","[(0, 6712.697265625), (1, 4616.03857421875)]","[(0, 8182.22900390625), (1, 8189.9970703125)]","[(0, 4832.72021484375), (1, 5023.44189453125)]","[(0, 6995.0947265625), (1, 5841.46630859375)]","[(0, 5028.88720703125), (1, 5246.548828125)]","[(0, 4699.3173828125), (1, 8760.6201171875)]","[(0, 5469.5712890625), (1, 8085.49951171875)]"
15,"[(0, 6947.671875), (1, 8483.216796875)]","[(0, 4694.44873046875), (1, 5884.82861328125)]","[(0, 6676.4912109375), (1, 7600.83349609375)]","[(0, 4601.5341796875), (1, 4946.43310546875)]","[(0, 2864.295654296875), (1, 2843.3271484375)]","[(0, 11249.2021484375), (1, 9798.525390625)]","[(0, 8755.166015625), (1, 7591.6044921875)]","[(0, 5574.263671875), (1, 4760.95458984375)]","[(0, 8572.45703125), (1, 9080.0791015625)]","[(0, 6139.81201171875), (1, 3886.052490234375)]","[(0, 4810.9375), (1, 6666.39404296875)]"
16,"[(0, 11455.1123046875), (1, 13348.8125)]","[(0, 4189.01708984375), (1, 4000.4755859375)]","[(0, 7623.29443359375), (1, 7718.7705078125)]","[(0, 6654.9033203125), (1, 6431.0205078125)]","[(0, 5126.767578125), (1, 4461.6142578125)]","[(0, 14149.3994140625), (1, 16137.2529296875)]","[(0, 6376.36865234375), (1, 6722.01171875)]","[(0, 5235.05322265625), (1, 8426.61328125)]","[(0, 4888.75439453125), (1, 3076.340576171875)]","[(0, 4882.115234375), (1, 4989.46630859375)]","[(0, 3564.423828125), (1, 4610.8466796875)]"
17,"[(0, 3911.294189453125), (1, 4988.671875)]","[(0, 8061.369140625), (1, 7734.10400390625)]","[(0, 8242.384765625), (1, 9380.5869140625)]","[(0, 4238.90478515625), (1, 4655.62451171875)]","[(0, 4762.61669921875), (1, 4274.90234375)]","[(0, 13239.55078125), (1, 13073.318359375)]","[(0, 9717.044921875), (1, 10195.34765625)]","[(0, 4807.28662109375), (1, 3953.25390625)]","[(0, 4692.814453125), (1, 7123.53662109375)]","[(0, 9491.189453125), (1, 8630.69921875)]","[(0, 4640.09716796875), (1, 5625.87548828125)]"
18,"[(0, 6663.0126953125), (1, 8220.9453125)]","[(0, 5275.50341796875), (1, 5140.8876953125)]","[(0, 8169.99462890625), (1, 8040.46240234375)]","[(0, 6610.291015625), (1, 6504.26513671875)]","[(0, 8597.1572265625), (1, 6071.8935546875)]","[(0, 8438.3388671875), (1, 8574.4931640625)]","[(0, 7067.8984375), (1, 6869.38818359375)]","[(0, 4344.08642578125), (1, 7604.03125)]","[(0, 8499.2509765625), (1, 8014.99853515625)]","[(0, 6150.54296875), (1, 6173.5908203125)]","[(0, 3273.330078125), (1, 4501.8935546875)]"
19,"[(0, 11097.4677734375), (1, 12945.431640625)]","[(0, 5557.654296875), (1, 5371.796875)]","[(0, 8736.2666015625), (1, 7682.33740234375)]","[(0, 9303.7431640625), (1, 9505.8818359375)]","[(0, 3248.4111328125), (1, 3352.936767578125)]","[(0, 9663.177734375), (1, 9466.3935546875)]","[(0, 7430.193359375), (1, 5880.10498046875)]","[(0, 5254.0693359375), (1, 5415.384765625)]","[(0, 4018.715087890625), (1, 4875.66162109375)]","[(0, 3435.59326171875), (1, 3331.619384765625)]","[(0, 5247.69482421875), (1, 7992.0546875)]"
20,"[(0, 9205.951171875), (1, 10139.71875)]","[(0, 5099.94677734375), (1, 5849.83984375)]","[(0, 9252.8388671875), (1, 9808.0517578125)]","[(0, 7744.10498046875), (1, 6594.6689453125)]","[(0, 7681.8173828125), (1, 5539.7158203125)]","[(0, 12614.728515625), (1, 12545.7431640625)]","[(0, 7662.43505859375), (1, 7485.8916015625)]","[(0, 4957.9189453125), (1, 4646.283203125)]","[(0, 4584.232421875), (1, 4953.40087890625)]","[(0, 6358.2978515625), (1, 6070.27783203125)]","[(0, 5764.56982421875), (1, 8408.23828125)]"
21,"[(0, 10388.1171875), (1, 11889.5400390625)]","[(0, 4141.82080078125), (1, 4500.1552734375)]","[(0, 3012.531982421875), (1, 3592.63330078125)]","[(0, 8199.625), (1, 7316.4013671875)]","[(0, 4512.54052734375), (1, 4514.7705078125)]","[(0, 7178.06494140625), (1, 6868.7783203125)]","[(0, 8600.6259765625), (1, 8857.0859375)]","[(0, 5367.09619140625), (1, 5779.845703125)]","[(0, 8111.13232421875), (1, 9029.09765625)]","[(0, 3886.30810546875), (1, 5886.6474609375)]","[(0, 5260.6875), (1, 8334.1923828125)]"
