,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 447.2703552246094), (1, 465.4929504394531)]","[(0, 273.2052307128906), (1, 294.9378662109375)]","[(0, 2473.72265625), (1, 2061.166259765625)]","[(0, 1143.39599609375), (1, 935.6044311523438)]","[(0, 2986.133544921875), (1, 1326.3157958984375)]","[(0, 2500.421142578125), (1, 2727.6865234375)]","[(0, 3797.506103515625), (1, 3918.92236328125)]","[(0, 455.2491760253906), (1, 330.6215515136719)]","[(3, 23.978883743286133), (4, 24.83039586684283), (1, 31.4434814453125), (5, 33.725408935546874), (0, 42.48882620675223), (2, 55.55517108623798)]","[(0, 2005.4932861328125), (1, 2499.798828125)]","[(3, 19.281559535435267), (0, 24.22503407796224), (4, 25.00515340169271), (5, 34.23529756986178), (2, 41.94869717684659), (1, 64.13039456881009)]","[(0, 1696.25830078125), (1, 1403.9708251953125)]","[(4, 164.84770063920453), (5, 167.631884765625), (1, 208.2494229403409), (3, 209.351025390625), (2, 224.1899658203125), (0, 282.9321044921875)]","[(0, 3446.080810546875), (1, 3381.3974609375)]"
1,"[(0, 438.8041076660156), (1, 497.0777282714844)]","[(0, 448.6445007324219), (1, 536.231201171875)]","[(0, 485.86102294921875), (1, 374.8909912109375)]","[(0, 1852.3721923828125), (1, 1484.73828125)]","[(0, 1695.85400390625), (1, 913.4327392578125)]","[(0, 2361.138427734375), (1, 2204.627197265625)]","[(0, 2970.868896484375), (1, 3302.046875)]","[(0, 489.6676940917969), (1, 303.827392578125)]","[(4, 67.72217351740056), (3, 73.50989990234375), (1, 77.90214954723011), (5, 78.72784423828125), (0, 89.19281005859375), (2, 90.52039794921875)]","[(0, 1042.644775390625), (1, 979.4619750976562)]","[(5, 185.28361372514203), (3, 199.08012251420453), (4, 214.5250244140625), (2, 257.600341796875), (0, 291.41683682528407), (1, 296.64524332682294)]","[(0, 670.2810668945312), (1, 779.3216552734375)]","[(1, 55.83136422293527), (4, 57.98926544189453), (2, 82.01799011230469), (5, 83.9853515625), (0, 96.07736440805289), (3, 98.42351888020833)]","[(0, 694.1921997070312), (1, 655.1300659179688)]"
2,"[(0, 659.7940063476562), (1, 659.2901611328125)]","[(0, 401.8787536621094), (1, 430.12689208984375)]","[(0, 1476.489990234375), (1, 1409.30859375)]","[(0, 1057.0228271484375), (1, 1476.8526611328125)]","[(0, 1126.067626953125), (1, 1071.1336669921875)]","[(0, 4701.5498046875), (1, 4787.5400390625)]","[(0, 946.6185302734375), (1, 1017.9088134765625)]","[(0, 354.81561279296875), (1, 281.4607849121094)]","[(1, 40.76851806640625), (2, 43.385851178850444), (4, 73.4923846905048), (5, 77.70603942871094), (0, 80.09322415865384), (3, 168.9635564630682)]","[(0, 1370.2509765625), (1, 740.98388671875)]","[(4, 83.23447963169643), (1, 88.72378540039062), (3, 111.74607496995192), (5, 128.4428507486979), (0, 156.01774458451703), (2, 156.2977783203125)]","[(0, 2146.939697265625), (1, 2042.359375)]","[(1, 64.390625), (4, 69.97443181818181), (2, 75.78338012695312), (5, 81.69320678710938), (0, 91.02651977539062), (3, 95.93662719726562)]","[(0, 1267.476318359375), (1, 1043.0814208984375)]"
3,"[(0, 702.3483276367188), (1, 852.0184326171875)]","[(0, 317.45904541015625), (1, 340.0193176269531)]","[(0, 6264.49267578125), (1, 3397.90625)]","[(0, 1984.6962890625), (1, 3034.2578125)]","[(0, 1143.29345703125), (1, 1204.7576904296875)]","[(0, 1323.2236328125), (1, 1436.970458984375)]","[(0, 2281.27685546875), (1, 2349.36181640625)]","[(0, 1926.6932373046875), (1, 1157.52783203125)]","[(4, 94.77553488991477), (1, 103.73158957741477), (3, 110.76763916015625), (0, 118.51553955078126), (5, 119.22490234375), (2, 128.1272705078125)]","[(0, 753.9113159179688), (1, 732.0159301757812)]","[(2, 129.01473999023438), (0, 137.05862426757812), (1, 174.7701697716346), (5, 181.74503580729166), (4, 186.57776817908655), (3, 191.4581502278646)]","[(0, 1073.6505126953125), (1, 586.180419921875)]","[(4, 178.53488991477272), (1, 178.5997647372159), (5, 204.6204833984375), (2, 206.529833984375), (3, 242.9302734375), (0, 245.713720703125)]","[(0, 2389.363525390625), (1, 2316.294677734375)]"
4,"[(0, 453.5581970214844), (1, 678.17822265625)]","[(0, 180.22906494140625), (1, 143.8284454345703)]","[(0, 5791.37744140625), (1, 4229.291015625)]","[(0, 2072.867431640625), (1, 3096.29345703125)]","[(0, 3446.599853515625), (1, 1857.804443359375)]","[(0, 1563.532470703125), (1, 1457.9285888671875)]","[(0, 1487.9559326171875), (1, 1502.7364501953125)]","[(0, 807.4619140625), (1, 808.8927612304688)]","[(3, 36.093544006347656), (4, 38.734401157924104), (1, 43.49452311197917), (0, 53.27871938852164), (5, 73.30558268229167), (2, 83.53016075721153)]","[(0, 2633.544189453125), (1, 2091.72802734375)]","[(1, 68.67428152901786), (2, 69.52039513221153), (5, 82.02162170410156), (4, 83.77512770432692), (0, 123.14383951822917), (3, 127.47173517400569)]","[(0, 347.344482421875), (1, 271.159423828125)]","[(4, 46.278778076171875), (1, 47.21981430053711), (0, 55.416329520089285), (3, 56.394321986607146), (5, 73.41239711216518), (2, 74.11932373046875)]","[(0, 1952.786376953125), (1, 1962.151123046875)]"
5,"[(0, 588.7081909179688), (1, 766.5983276367188)]","[(0, 130.4236602783203), (1, 105.14960479736328)]","[(0, 2255.2841796875), (1, 1507.8203125)]","[(0, 1939.2265625), (1, 1782.4923095703125)]","[(0, 2783.40380859375), (1, 1589.19921875)]","[(0, 2583.483642578125), (1, 2687.4140625)]","[(0, 1533.3729248046875), (1, 1599.9932861328125)]","[(0, 937.674072265625), (1, 738.6742553710938)]","[(2, 56.25993041992187), (1, 59.02238325639205), (5, 61.9574951171875), (4, 62.35965243252841), (0, 69.09805297851562), (3, 70.53222045898437)]","[(0, 1357.1431884765625), (1, 1118.8948974609375)]","[(2, 28.65547297551082), (4, 37.06762930063101), (5, 42.32223765055338), (1, 42.719813755580354), (0, 43.889302571614586), (3, 62.08617609197443)]","[(0, 522.8417358398438), (1, 659.4583740234375)]","[(2, 172.9364346590909), (5, 177.32417436079547), (1, 183.833984375), (4, 184.1815388997396), (3, 200.1983975497159), (0, 209.28813032670453)]","[(0, 1196.254638671875), (1, 1065.5321044921875)]"
6,"[(0, 404.99560546875), (1, 477.7159729003906)]","[(0, 240.2459716796875), (1, 389.9478454589844)]","[(0, 1494.569091796875), (1, 1482.6815185546875)]","[(0, 1437.8477783203125), (1, 1350.91015625)]","[(0, 1591.80126953125), (1, 1173.1119384765625)]","[(0, 1613.2413330078125), (1, 1572.6171875)]","[(0, 6925.3515625), (1, 8421.6005859375)]","[(0, 520.2840576171875), (1, 523.6805419921875)]","[(1, 108.5060323079427), (2, 112.09653542258523), (4, 113.0691630045573), (5, 116.8569003018466), (3, 143.92800071022728), (0, 145.59326171875)]","[(0, 873.88623046875), (1, 706.1514282226562)]","[(4, 56.976837158203125), (3, 69.27528733473558), (1, 81.22038269042969), (5, 83.37714131673177), (0, 112.8758877840909), (2, 140.84163818359374)]","[(0, 1052.07421875), (1, 950.324462890625)]","[(1, 41.114139811197916), (0, 45.419568743024556), (2, 56.45197472205529), (3, 60.47410888671875), (4, 72.78923797607422), (5, 76.94903564453125)]","[(0, 3064.665771484375), (1, 2910.7255859375)]"
7,"[(0, 433.0861511230469), (1, 544.0194702148438)]","[(0, 423.93621826171875), (1, 784.2214965820312)]","[(0, 991.868896484375), (1, 822.1968994140625)]","[(0, 5232.18359375), (1, 4647.9052734375)]","[(0, 1926.65380859375), (1, 1336.4664306640625)]","[(0, 1418.52978515625), (1, 1444.86572265625)]","[(0, 3982.652587890625), (1, 4466.99609375)]","[(0, 1169.7119140625), (1, 891.5224609375)]","[(2, 55.13839111328125), (1, 57.41104507446289), (4, 64.42568533761161), (5, 69.8765399639423), (0, 85.35248674665179), (3, 94.64839680989583)]","[(0, 496.098388671875), (1, 554.7003173828125)]","[(1, 146.0340021306818), (4, 174.56394264914772), (2, 190.48768310546876), (0, 199.25010986328124), (3, 228.7018798828125), (5, 231.4443115234375)]","[(0, 831.7669067382812), (1, 767.2884521484375)]","[(1, 43.87573678152902), (4, 44.122523716517854), (2, 50.45467904897836), (5, 51.29095928485577), (0, 60.08355243389423), (3, 61.01602877103365)]","[(0, 2951.4541015625), (1, 2837.7197265625)]"
8,"[(0, 886.9963989257812), (1, 1236.0782470703125)]","[(0, 418.0211181640625), (1, 561.7554321289062)]","[(0, 4035.559814453125), (1, 4275.044921875)]","[(0, 2574.74462890625), (1, 2772.441162109375)]","[(0, 3229.990966796875), (1, 1772.074462890625)]","[(0, 2205.1845703125), (1, 2097.413818359375)]","[(0, 2568.217529296875), (1, 2330.5576171875)]","[(0, 317.2691345214844), (1, 295.3623352050781)]","[(5, 23.25929158528646), (4, 28.521440505981445), (2, 28.624959309895832), (3, 34.65469156901042), (1, 35.12810134887695), (0, 43.02666015625)]","[(0, 1500.987548828125), (1, 1679.0396728515625)]","[(4, 25.563953399658203), (5, 32.638031005859375), (2, 39.20462740384615), (1, 40.06712239583333), (3, 45.95487322126116), (0, 56.63056358924279)]","[(0, 1221.0294189453125), (1, 1152.3489990234375)]","[(2, 23.393109130859376), (5, 25.056124005998885), (1, 25.997364044189453), (4, 30.369879150390624), (0, 48.81601824079241), (3, 61.35039813701923)]","[(0, 394.2767639160156), (1, 365.7837829589844)]"
9,"[(0, 644.105224609375), (1, 836.8858032226562)]","[(0, 291.3190002441406), (1, 319.6155700683594)]","[(0, 1468.4674072265625), (1, 1235.8372802734375)]","[(0, 4147.8095703125), (1, 4475.24658203125)]","[(0, 579.3677978515625), (1, 378.6806335449219)]","[(0, 1330.537109375), (1, 1313.439697265625)]","[(0, 2177.626708984375), (1, 2284.208984375)]","[(0, 676.8523559570312), (1, 435.2882080078125)]","[(2, 25.03656223842076), (1, 29.763590494791668), (5, 33.0667489858774), (4, 39.686937604631694), (0, 58.09912578876202), (3, 90.9769999186198)]","[(0, 490.23565673828125), (1, 676.0482788085938)]","[(4, 34.24995591905382), (3, 35.639580221737134), (0, 44.37092590332031), (5, 58.73099136352539), (1, 59.383717256433826), (2, 68.1932373046875)]","[(0, 1067.4329833984375), (1, 1227.2535400390625)]","[(1, 28.957393101283483), (4, 31.30396681565505), (2, 33.37698129507211), (5, 43.485626220703125), (0, 62.16580708821615), (3, 93.34271795099431)]","[(0, 1223.5489501953125), (1, 1127.5865478515625)]"
