,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 909.4564819335938), (1, 1068.39892578125)]","[(0, 697.4860229492188), (1, 954.029296875)]","[(0, 6983.4365234375), (1, 6562.21533203125)]","[(0, 4973.7080078125), (1, 3584.01318359375)]","[(0, 11883.849609375), (1, 7303.5673828125)]","[(0, 10702.427734375), (1, 11383.5302734375)]","[(0, 12964.853515625), (1, 16299.3134765625)]","[(0, 1058.8651123046875), (1, 938.6148071289062)]","[(0, 7803.1455078125), (1, 6016.66650390625)]","[(0, 5316.75830078125), (1, 3107.7421875)]","[(0, 16039.302734375), (1, 12465.408203125)]"
1,"[(0, 1040.42822265625), (1, 1156.2568359375)]","[(0, 1134.86962890625), (1, 1656.785888671875)]","[(0, 1751.06982421875), (1, 1532.516845703125)]","[(0, 6709.951171875), (1, 6338.880859375)]","[(0, 10584.623046875), (1, 5776.40185546875)]","[(0, 11318.1474609375), (1, 10258.185546875)]","[(0, 6507.9814453125), (1, 8527.27734375)]","[(0, 1993.973388671875), (1, 839.8629150390625)]","[(0, 3279.02587890625), (1, 2542.57080078125)]","[(0, 2001.5628662109375), (1, 2576.100341796875)]","[(0, 2991.38671875), (1, 2668.03662109375)]"
2,"[(0, 1148.7548828125), (1, 1266.9022216796875)]","[(0, 865.4552001953125), (1, 1129.0069580078125)]","[(0, 3120.572021484375), (1, 3266.385498046875)]","[(0, 4302.8134765625), (1, 4739.32861328125)]","[(0, 4844.0712890625), (1, 3760.51513671875)]","[(0, 11268.1220703125), (1, 12278.353515625)]","[(0, 5230.14794921875), (1, 4506.0341796875)]","[(0, 843.6865844726562), (1, 799.6849975585938)]","[(0, 3031.05322265625), (1, 1857.955078125)]","[(0, 7204.38671875), (1, 6480.0439453125)]","[(0, 4130.64599609375), (1, 3441.528564453125)]"
3,"[(0, 1325.89404296875), (1, 1645.6041259765625)]","[(0, 647.0687866210938), (1, 785.0895385742188)]","[(0, 24296.005859375), (1, 24053.21875)]","[(0, 10097.9619140625), (1, 10780.2392578125)]","[(0, 4818.36669921875), (1, 3882.759033203125)]","[(0, 7022.56640625), (1, 8100.21728515625)]","[(0, 10113.9609375), (1, 11608.4931640625)]","[(0, 6525.083984375), (1, 3213.0625)]","[(0, 1952.99951171875), (1, 1359.12939453125)]","[(0, 2928.3837890625), (1, 1289.463623046875)]","[(0, 14251.3203125), (1, 9982.2119140625)]"
4,"[(0, 1237.2081298828125), (1, 1726.4927978515625)]","[(0, 383.84222412109375), (1, 365.1179504394531)]","[(0, 26769.3046875), (1, 23579.689453125)]","[(0, 9548.7861328125), (1, 12453.4306640625)]","[(0, 10955.361328125), (1, 6803.0390625)]","[(0, 11111.890625), (1, 9534.9638671875)]","[(0, 12073.9521484375), (1, 10595.439453125)]","[(0, 2711.33056640625), (1, 2495.82666015625)]","[(0, 11321.7109375), (1, 5527.42578125)]","[(0, 615.30859375), (1, 647.8551635742188)]","[(0, 10487.419921875), (1, 8071.11572265625)]"
5,"[(0, 1512.4122314453125), (1, 1957.27783203125)]","[(0, 252.47662353515625), (1, 246.6785888671875)]","[(0, 7070.6083984375), (1, 7116.30517578125)]","[(0, 6374.66015625), (1, 6254.91748046875)]","[(0, 11230.4873046875), (1, 7055.60791015625)]","[(0, 14283.404296875), (1, 16771.20703125)]","[(0, 7122.3681640625), (1, 8128.21484375)]","[(0, 2849.813720703125), (1, 1870.2952880859375)]","[(0, 2094.84619140625), (1, 2205.33056640625)]","[(0, 1028.591796875), (1, 1203.5047607421875)]","[(0, 2903.345703125), (1, 2627.39404296875)]"
6,"[(0, 769.970947265625), (1, 831.391845703125)]","[(0, 1201.830810546875), (1, 1882.6063232421875)]","[(0, 5120.85498046875), (1, 4126.3896484375)]","[(0, 3826.96533203125), (1, 4764.94287109375)]","[(0, 5024.1318359375), (1, 3917.718994140625)]","[(0, 11114.1806640625), (1, 9443.724609375)]","[(0, 16377.283203125), (1, 18210.130859375)]","[(0, 1238.2415771484375), (1, 1049.934326171875)]","[(0, 2270.49609375), (1, 1930.2685546875)]","[(0, 2887.510986328125), (1, 2374.16796875)]","[(0, 16517.826171875), (1, 12268.2529296875)]"
7,"[(0, 1058.30029296875), (1, 1263.8262939453125)]","[(0, 1877.6046142578125), (1, 3272.54345703125)]","[(0, 3546.094482421875), (1, 3488.291748046875)]","[(0, 22365.140625), (1, 18665.044921875)]","[(0, 6373.134765625), (1, 4518.69921875)]","[(0, 4609.12744140625), (1, 5184.31689453125)]","[(0, 14083.2314453125), (1, 17007.412109375)]","[(0, 2192.241455078125), (1, 1971.7271728515625)]","[(0, 1345.70751953125), (1, 1340.901611328125)]","[(0, 1900.66064453125), (1, 1902.738037109375)]","[(0, 14955.6650390625), (1, 12189.0791015625)]"
8,"[(0, 1619.1575927734375), (1, 2080.7958984375)]","[(0, 1434.8704833984375), (1, 2183.1650390625)]","[(0, 17903.71875), (1, 18609.962890625)]","[(0, 10434.1669921875), (1, 10444.2724609375)]","[(0, 13572.130859375), (1, 8276.0029296875)]","[(0, 7324.8564453125), (1, 6572.060546875)]","[(0, 9346.0732421875), (1, 8120.3740234375)]","[(0, 952.32080078125), (1, 945.4989013671875)]","[(0, 4442.58447265625), (1, 5431.330078125)]","[(0, 3308.27197265625), (1, 3542.177001953125)]","[(0, 1766.644287109375), (1, 1495.2347412109375)]"
9,"[(0, 1317.2366943359375), (1, 1636.1912841796875)]","[(0, 786.4500122070312), (1, 934.6541748046875)]","[(0, 5247.9248046875), (1, 5894.0791015625)]","[(0, 21488.990234375), (1, 20016.021484375)]","[(0, 4168.083984375), (1, 2653.336181640625)]","[(0, 3817.0146484375), (1, 3416.587158203125)]","[(0, 11652.1728515625), (1, 13406.197265625)]","[(0, 1729.4368896484375), (1, 1558.9072265625)]","[(0, 2045.8936767578125), (1, 2210.391357421875)]","[(0, 3477.354248046875), (1, 3112.04248046875)]","[(0, 3662.15771484375), (1, 3362.5947265625)]"
10,"[(0, 1083.8760986328125), (1, 1351.7271728515625)]","[(0, 398.9228820800781), (1, 372.7633361816406)]","[(0, 19185.38671875), (1, 22786.990234375)]","[(0, 6202.8037109375), (1, 5771.55615234375)]","[(0, 2975.115966796875), (1, 1903.8787841796875)]","[(0, 2111.81298828125), (1, 2353.743896484375)]","[(0, 26019.615234375), (1, 28993.00390625)]","[(0, 4854.9814453125), (1, 2436.021728515625)]","[(0, 2977.2958984375), (1, 3287.483154296875)]","[(0, 2907.2509765625), (1, 1964.2769775390625)]","[(0, 10919.90625), (1, 8100.74267578125)]"
11,"[(0, 1019.3436889648438), (1, 1230.79443359375)]","[(0, 380.04132080078125), (1, 384.08935546875)]","[(0, 3175.395751953125), (1, 2330.639892578125)]","[(0, 4165.5126953125), (1, 3580.4775390625)]","[(0, 4135.54541015625), (1, 2447.43408203125)]","[(0, 12337.37109375), (1, 13530.1552734375)]","[(0, 17128.205078125), (1, 22085.953125)]","[(0, 1838.8624267578125), (1, 1520.78369140625)]","[(0, 2718.317138671875), (1, 1795.847412109375)]","[(0, 3146.30419921875), (1, 2155.16064453125)]","[(0, 14262.427734375), (1, 10413.181640625)]"
12,"[(0, 1777.750732421875), (1, 2183.396240234375)]","[(0, 457.78167724609375), (1, 923.4136962890625)]","[(0, 21363.32421875), (1, 17837.404296875)]","[(0, 9995.7490234375), (1, 9730.240234375)]","[(0, 5233.720703125), (1, 4275.966796875)]","[(0, 12773.5703125), (1, 11827.72265625)]","[(0, 5674.26220703125), (1, 5168.4208984375)]","[(0, 2153.171142578125), (1, 1973.214111328125)]","[(0, 1360.75244140625), (1, 1372.5726318359375)]","[(0, 2227.2763671875), (1, 2058.640869140625)]","[(0, 12533.44921875), (1, 9865.3232421875)]"
13,"[(0, 1765.3970947265625), (1, 2195.746337890625)]","[(0, 795.4426879882812), (1, 1880.79296875)]","[(0, 5631.8232421875), (1, 5252.04052734375)]","[(0, 31662.744140625), (1, 25384.046875)]","[(0, 5078.2041015625), (1, 4118.224609375)]","[(0, 4135.94775390625), (1, 3933.225341796875)]","[(0, 18088.642578125), (1, 20325.19921875)]","[(0, 497.5937805175781), (1, 399.3385314941406)]","[(0, 2996.069091796875), (1, 3142.08203125)]","[(0, 6462.84375), (1, 6751.9775390625)]","[(0, 3212.0390625), (1, 3025.222900390625)]"
14,"[(0, 1464.1016845703125), (1, 1764.605224609375)]","[(0, 597.1190795898438), (1, 1155.2230224609375)]","[(0, 2725.7880859375), (1, 2861.98974609375)]","[(0, 21677.615234375), (1, 24330.20703125)]","[(0, 5368.51416015625), (1, 3196.23193359375)]","[(0, 5733.18212890625), (1, 6012.37646484375)]","[(0, 8063.32958984375), (1, 6834.5263671875)]","[(0, 3699.49609375), (1, 2149.507568359375)]","[(0, 3548.712890625), (1, 2221.796630859375)]","[(0, 5138.74560546875), (1, 4977.15771484375)]","[(0, 18674.16015625), (1, 14019.4453125)]"
15,"[(0, 776.6795654296875), (1, 879.4644165039062)]","[(0, 462.3475036621094), (1, 748.0328369140625)]","[(0, 2440.56640625), (1, 2276.558349609375)]","[(0, 4892.83984375), (1, 3875.486328125)]","[(0, 2064.69580078125), (1, 1436.453125)]","[(0, 17963.337890625), (1, 18969.3046875)]","[(0, 4628.12890625), (1, 5228.6767578125)]","[(0, 3354.424072265625), (1, 2614.838134765625)]","[(0, 3084.357666015625), (1, 4007.031494140625)]","[(0, 1042.95556640625), (1, 759.5503540039062)]","[(0, 1750.3460693359375), (1, 1456.880615234375)]"
