,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 919.8219604492188), (1, 1081.6539306640625)]","[(0, 669.9928588867188), (1, 919.946533203125)]","[(0, 6626.59423828125), (1, 6185.27099609375)]","[(0, 4365.861328125), (1, 3223.869873046875)]","[(0, 11535.4248046875), (1, 6810.45263671875)]","[(0, 9807.1162109375), (1, 10391.2880859375)]","[(0, 11924.7529296875), (1, 14857.970703125)]","[(0, 1097.66845703125), (1, 968.5592651367188)]","[(4, 50.10685819738052), (3, 58.524845123291016), (1, 79.10704752604167), (5, 85.60957845052083), (0, 96.23987688337054), (2, 151.14824030949518)]","[(0, 7252.50341796875), (1, 5893.6015625)]","[(4, 48.69346516927083), (3, 59.2589111328125), (5, 76.80205829326923), (0, 90.10152180989583), (2, 124.11173872514205), (1, 127.84893329326923)]","[(0, 5123.63916015625), (1, 3090.879638671875)]","[(4, 724.9426047585227), (5, 803.544873046875), (1, 835.9602272727273), (3, 933.7869140625), (2, 954.87587890625), (0, 1142.59267578125)]","[(0, 15093.14453125), (1, 11789.7490234375)]"
1,"[(0, 1036.8099365234375), (1, 1147.197021484375)]","[(0, 1084.9227294921875), (1, 1586.0831298828125)]","[(0, 1648.4737548828125), (1, 1429.3623046875)]","[(0, 6342.7626953125), (1, 6071.615234375)]","[(0, 9870.6865234375), (1, 5378.90673828125)]","[(0, 10517.357421875), (1, 9564.333984375)]","[(0, 6010.1171875), (1, 7796.205078125)]","[(0, 2110.287841796875), (1, 862.6970825195312)]","[(4, 191.15400834517047), (5, 202.04718017578125), (3, 258.609423828125), (1, 275.9500177556818), (2, 295.1331787109375), (0, 384.2420166015625)]","[(0, 3264.563720703125), (1, 2562.780029296875)]","[(4, 532.1744791666666), (3, 669.1694779829545), (5, 671.2057439630681), (1, 767.0448404947916), (2, 786.3829012784091), (0, 791.3308771306819)]","[(0, 1972.9686279296875), (1, 2570.197509765625)]","[(4, 180.86019897460938), (1, 213.06309291294642), (5, 217.14109584263392), (3, 219.48347981770834), (2, 282.79884847005206), (0, 294.86269906850964)]","[(0, 2859.1103515625), (1, 2677.21240234375)]"
2,"[(0, 1131.4996337890625), (1, 1247.580810546875)]","[(0, 834.5478515625), (1, 1091.174072265625)]","[(0, 2905.41748046875), (1, 3043.32275390625)]","[(0, 4206.69970703125), (1, 4633.73779296875)]","[(0, 4688.45751953125), (1, 3712.467041015625)]","[(0, 10817.3759765625), (1, 11749.251953125)]","[(0, 5012.27294921875), (1, 4305.86328125)]","[(0, 837.6192016601562), (1, 817.8195190429688)]","[(1, 110.44412434895834), (2, 138.82001604352678), (4, 218.54920372596155), (0, 247.3062462439904), (5, 272.52292887369794), (3, 491.29976029829544)]","[(0, 2909.616943359375), (1, 1794.9879150390625)]","[(4, 258.705078125), (1, 314.539794921875), (5, 338.90130615234375), (3, 344.3429987980769), (2, 426.473046875), (0, 462.51069779829544)]","[(0, 7068.107421875), (1, 6399.45751953125)]","[(1, 167.5247247869318), (2, 196.7706298828125), (4, 203.9247381036932), (5, 240.0862060546875), (0, 261.45390625), (3, 320.9169921875)]","[(0, 4036.418212890625), (1, 3542.84619140625)]"
3,"[(0, 1296.720947265625), (1, 1589.3583984375)]","[(0, 633.2025756835938), (1, 774.4011840820312)]","[(0, 21939.880859375), (1, 21841.259765625)]","[(0, 9276.1279296875), (1, 10095.189453125)]","[(0, 4658.5068359375), (1, 3812.107177734375)]","[(0, 6598.4560546875), (1, 7566.19140625)]","[(0, 9806.0224609375), (1, 11206.0517578125)]","[(0, 6781.4560546875), (1, 3371.66943359375)]","[(4, 272.750732421875), (1, 286.06039151278407), (5, 306.1210205078125), (2, 317.34072265625), (3, 341.956640625), (0, 356.1586669921875)]","[(0, 1854.131591796875), (1, 1325.6444091796875)]","[(2, 349.1396891276042), (0, 388.81396484375), (4, 398.17149939903845), (1, 398.72592397836536), (5, 451.8082682291667), (3, 500.2049153645833)]","[(0, 2925.995361328125), (1, 1280.062255859375)]","[(4, 470.12495561079544), (1, 484.00124289772725), (5, 546.489453125), (2, 556.804736328125), (3, 676.00185546875), (0, 701.947265625)]","[(0, 13466.216796875), (1, 9561.8720703125)]"
4,"[(0, 1233.951171875), (1, 1696.5843505859375)]","[(0, 373.3704833984375), (1, 356.4124450683594)]","[(0, 25172.388671875), (1, 22072.98046875)]","[(0, 9208.875), (1, 12015.7705078125)]","[(0, 10930.6064453125), (1, 6629.29345703125)]","[(0, 10241.2451171875), (1, 8955.466796875)]","[(0, 11247.46484375), (1, 10006.3642578125)]","[(0, 2787.876220703125), (1, 2461.186279296875)]","[(4, 88.39122663225446), (3, 102.0603739420573), (1, 111.82809244791666), (0, 124.10477388822116), (5, 171.05635579427084), (2, 217.4466271033654)]","[(0, 11329.7568359375), (1, 5604.92041015625)]","[(2, 138.98763333834134), (1, 166.63994489397322), (4, 209.4095177283654), (5, 229.0498046875), (0, 262.3568522135417), (3, 517.3490323153409)]","[(0, 588.3389282226562), (1, 641.5543823242188)]","[(4, 85.54816436767578), (1, 87.79069519042969), (3, 136.92925153459822), (0, 139.11819893973214), (5, 155.12935965401786), (2, 158.49745396205358)]","[(0, 10093.3310546875), (1, 7768.6845703125)]"
5,"[(0, 1509.0697021484375), (1, 1946.813720703125)]","[(0, 240.65882873535156), (1, 237.1778106689453)]","[(0, 6484.55078125), (1, 6736.75341796875)]","[(0, 5568.90771484375), (1, 5846.0478515625)]","[(0, 10967.3828125), (1, 6738.6875)]","[(0, 13567.5625), (1, 15698.908203125)]","[(0, 6811.595703125), (1, 7749.53466796875)]","[(0, 2798.14453125), (1, 1860.9403076171875)]","[(4, 143.43656782670453), (5, 144.98284912109375), (1, 162.7197820490057), (2, 164.77554931640626), (3, 189.42105712890626), (0, 221.6631591796875)]","[(0, 2079.4619140625), (1, 2171.898193359375)]","[(2, 95.38934795673077), (4, 114.0288837139423), (5, 127.61995442708333), (1, 143.41935511997767), (0, 183.5739949544271), (3, 249.45536665482953)]","[(0, 1057.0408935546875), (1, 1213.4068603515625)]","[(4, 484.9044596354167), (1, 508.4164632161458), (5, 560.2622514204545), (2, 592.5319158380681), (3, 676.7946555397727), (0, 725.5845170454545)]","[(0, 2812.09130859375), (1, 2666.56640625)]"
6,"[(0, 765.002197265625), (1, 819.8483276367188)]","[(0, 1123.036865234375), (1, 1780.5394287109375)]","[(0, 4779.6435546875), (1, 3929.7607421875)]","[(0, 3705.42822265625), (1, 4577.75341796875)]","[(0, 4649.28369140625), (1, 3644.784912109375)]","[(0, 10616.9638671875), (1, 9105.791015625)]","[(0, 14986.17578125), (1, 16283.5751953125)]","[(0, 1281.613037109375), (1, 1059.2115478515625)]","[(1, 271.00238037109375), (2, 273.1734730113636), (4, 280.07489013671875), (5, 281.79117098721593), (0, 399.01420454545456), (3, 412.46346768465907)]","[(0, 2232.974853515625), (1, 1974.5882568359375)]","[(4, 134.80379813058036), (3, 190.12409855769232), (1, 214.48758951822916), (5, 248.11199951171875), (0, 331.00173117897725), (2, 410.180908203125)]","[(0, 2844.485107421875), (1, 2265.94921875)]","[(1, 126.05684407552083), (3, 145.43209635416667), (0, 147.08196149553572), (2, 181.9891075721154), (5, 186.32467215401786), (4, 189.53155517578125)]","[(0, 15542.8603515625), (1, 11667.6953125)]"
7,"[(0, 1070.3223876953125), (1, 1287.592041015625)]","[(0, 1765.8770751953125), (1, 3091.27490234375)]","[(0, 3257.7587890625), (1, 3306.764404296875)]","[(0, 20627.8359375), (1, 17229.46875)]","[(0, 5982.53662109375), (1, 4294.13525390625)]","[(0, 4451.32958984375), (1, 4997.78173828125)]","[(0, 12892.515625), (1, 15151.828125)]","[(0, 2169.78955078125), (1, 2023.5928955078125)]","[(4, 184.66737583705358), (1, 189.9138641357422), (5, 203.5279259314904), (2, 210.492626953125), (0, 223.83700125558036), (3, 241.71575927734375)]","[(0, 1298.081298828125), (1, 1287.1888427734375)]","[(1, 414.28955078125), (2, 455.04013671875), (4, 604.8441051136364), (5, 684.1177734375), (0, 691.26103515625), (3, 1026.1072265625)]","[(0, 1853.73291015625), (1, 1978.7298583984375)]","[(4, 108.46410260881696), (1, 111.3443603515625), (5, 127.41615647536058), (2, 132.61394794170673), (3, 139.92939640925482), (0, 148.78199181189905)]","[(0, 13750.7900390625), (1, 11333.5283203125)]"
8,"[(0, 1623.00634765625), (1, 2083.687255859375)]","[(0, 1333.2838134765625), (1, 2047.2100830078125)]","[(0, 16491.146484375), (1, 16922.876953125)]","[(0, 9259.5654296875), (1, 9657.125)]","[(0, 12800.6171875), (1, 7684.953125)]","[(0, 6986.55419921875), (1, 6316.5947265625)]","[(0, 9167.03515625), (1, 7909.611328125)]","[(0, 973.0142211914062), (1, 947.8566284179688)]","[(5, 44.073543294270834), (4, 49.10538101196289), (3, 58.352742513020836), (2, 59.33481038411458), (1, 64.52546691894531), (0, 81.00252278645833)]","[(0, 4472.0810546875), (1, 5354.49365234375)]","[(4, 63.92164993286133), (5, 89.01060267857143), (2, 94.6398456280048), (1, 96.18755696614583), (3, 126.22854178292411), (0, 142.56710111177884)]","[(0, 3230.35107421875), (1, 3443.73486328125)]","[(1, 51.995025634765625), (2, 57.89803466796875), (5, 67.15199061802456), (4, 69.69684244791667), (0, 111.62370954241071), (3, 138.08328951322116)]","[(0, 1675.83935546875), (1, 1506.3865966796875)]"
9,"[(0, 1303.9649658203125), (1, 1615.7186279296875)]","[(0, 746.8545532226562), (1, 896.2955932617188)]","[(0, 4689.55322265625), (1, 5414.66162109375)]","[(0, 20141.923828125), (1, 19085.673828125)]","[(0, 3791.744873046875), (1, 2433.358154296875)]","[(0, 3806.189453125), (1, 3431.346435546875)]","[(0, 11362.1318359375), (1, 12994.6611328125)]","[(0, 1822.3065185546875), (1, 1640.40283203125)]","[(2, 81.51310511997768), (1, 84.60768229166666), (5, 89.87891564002403), (4, 94.41525704520089), (0, 167.46334134615384), (3, 232.1421915690104)]","[(0, 2029.0772705078125), (1, 2190.30029296875)]","[(3, 72.90424661075367), (4, 76.38292778862848), (0, 113.65599060058594), (5, 126.4952392578125), (1, 131.80282054227942), (2, 175.22701822916667)]","[(0, 3370.123046875), (1, 3081.205810546875)]","[(1, 86.82057407924107), (2, 107.53707181490384), (4, 128.81927959735577), (5, 172.3484090169271), (0, 223.0241495768229), (3, 359.9252263849432)]","[(0, 3511.64306640625), (1, 3385.37890625)]"
