,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 920.1539916992188), (1, 1129.3822021484375)]","[(0, 1057.0308837890625), (1, 1184.6094970703125)]","[(0, 2116.4267578125), (1, 2135.771240234375)]","[(0, 1606.7847900390625), (1, 1594.3841552734375)]","[(0, 3115.929931640625), (1, 2141.443115234375)]","[(0, 4243.29736328125), (1, 4365.88232421875)]","[(0, 6949.294921875), (1, 7657.43115234375)]","[(0, 1141.2177734375), (1, 872.1207885742188)]","[(0, 2175.529052734375), (1, 2101.634765625)]","[(0, 1651.1107177734375), (1, 1427.1766357421875)]","[(0, 3109.835205078125), (1, 3185.240966796875)]"
1,"[(0, 1840.71435546875), (1, 2438.292236328125)]","[(0, 1362.883056640625), (1, 1592.963134765625)]","[(0, 1136.5924072265625), (1, 1139.7630615234375)]","[(0, 2996.83203125), (1, 2966.91064453125)]","[(0, 3363.264892578125), (1, 1981.91015625)]","[(0, 4619.02392578125), (1, 4393.1181640625)]","[(0, 5209.41455078125), (1, 6031.712890625)]","[(0, 944.97607421875), (1, 636.462158203125)]","[(0, 1551.708984375), (1, 1089.040283203125)]","[(0, 1380.029052734375), (1, 1660.629150390625)]","[(0, 1254.9368896484375), (1, 1505.69580078125)]"
2,"[(0, 1684.152099609375), (1, 2192.7978515625)]","[(0, 1216.57470703125), (1, 1291.2171630859375)]","[(0, 1185.0157470703125), (1, 1215.881103515625)]","[(0, 2893.458251953125), (1, 2898.347900390625)]","[(0, 1463.006103515625), (1, 1237.8248291015625)]","[(0, 7731.69287109375), (1, 7667.37646484375)]","[(0, 1575.2867431640625), (1, 1555.6280517578125)]","[(0, 603.5933837890625), (1, 723.9697875976562)]","[(0, 1660.2823486328125), (1, 1354.614013671875)]","[(0, 3480.821533203125), (1, 3965.85888671875)]","[(0, 1727.4307861328125), (1, 2029.98779296875)]"
3,"[(0, 2140.884765625), (1, 2737.822998046875)]","[(0, 1262.9010009765625), (1, 1299.4710693359375)]","[(0, 6110.51171875), (1, 6360.0986328125)]","[(0, 3629.415771484375), (1, 3613.259765625)]","[(0, 1429.590576171875), (1, 1215.967529296875)]","[(0, 4514.37890625), (1, 4519.85400390625)]","[(0, 4715.0068359375), (1, 4879.58740234375)]","[(0, 2218.416259765625), (1, 2027.596435546875)]","[(0, 1098.6387939453125), (1, 1325.1614990234375)]","[(0, 1784.912109375), (1, 1443.2655029296875)]","[(0, 2705.209228515625), (1, 2699.071044921875)]"
4,"[(0, 1366.4229736328125), (1, 1819.752685546875)]","[(0, 698.748046875), (1, 619.9990844726562)]","[(0, 5548.5830078125), (1, 5133.7099609375)]","[(0, 3384.975341796875), (1, 3608.641845703125)]","[(0, 4372.173828125), (1, 2602.316162109375)]","[(0, 3308.726318359375), (1, 3273.236328125)]","[(0, 3740.80322265625), (1, 3666.018798828125)]","[(0, 1299.3465576171875), (1, 1153.02001953125)]","[(0, 1695.523193359375), (1, 2702.4541015625)]","[(0, 564.947509765625), (1, 569.7203979492188)]","[(0, 2330.60107421875), (1, 2419.246826171875)]"
5,"[(0, 1266.9222412109375), (1, 1678.9642333984375)]","[(0, 411.610595703125), (1, 367.4205322265625)]","[(0, 2608.197265625), (1, 2622.050048828125)]","[(0, 2351.70556640625), (1, 2527.445068359375)]","[(0, 4774.7734375), (1, 2853.683837890625)]","[(0, 3873.81591796875), (1, 4081.685302734375)]","[(0, 5018.97412109375), (1, 5237.32568359375)]","[(0, 1530.974365234375), (1, 1523.799072265625)]","[(0, 1462.86865234375), (1, 1851.0009765625)]","[(0, 850.6889038085938), (1, 1077.7633056640625)]","[(0, 1368.0430908203125), (1, 1634.325439453125)]"
6,"[(0, 1470.0543212890625), (1, 1896.83984375)]","[(0, 1483.866943359375), (1, 1808.7537841796875)]","[(0, 1802.074951171875), (1, 1628.356689453125)]","[(0, 2442.77392578125), (1, 2416.542236328125)]","[(0, 2211.69140625), (1, 1967.836669921875)]","[(0, 2846.699462890625), (1, 2692.718017578125)]","[(0, 9523.076171875), (1, 10632.6083984375)]","[(0, 977.566650390625), (1, 1058.473388671875)]","[(0, 1839.4315185546875), (1, 1649.8326416015625)]","[(0, 2095.461669921875), (1, 1856.355712890625)]","[(0, 2655.3408203125), (1, 2703.98291015625)]"
7,"[(0, 1357.1204833984375), (1, 1828.694091796875)]","[(0, 1979.8133544921875), (1, 2516.9638671875)]","[(0, 1401.0123291015625), (1, 1590.7906494140625)]","[(0, 5884.81201171875), (1, 5717.5009765625)]","[(0, 2119.314208984375), (1, 1786.4967041015625)]","[(0, 2545.05126953125), (1, 2614.314453125)]","[(0, 8119.0185546875), (1, 8887.80859375)]","[(0, 1803.9459228515625), (1, 1863.097900390625)]","[(0, 1005.9797973632812), (1, 1409.166748046875)]","[(0, 1452.376220703125), (1, 1461.8714599609375)]","[(0, 2270.303466796875), (1, 2364.707763671875)]"
8,"[(0, 1961.0716552734375), (1, 2650.9169921875)]","[(0, 1575.1590576171875), (1, 1772.36083984375)]","[(0, 4283.06787109375), (1, 4135.3046875)]","[(0, 3659.849853515625), (1, 3639.74853515625)]","[(0, 4151.20068359375), (1, 2332.42529296875)]","[(0, 3533.176025390625), (1, 3439.054931640625)]","[(0, 3380.484619140625), (1, 3331.4033203125)]","[(0, 972.4868774414062), (1, 1099.72216796875)]","[(0, 2149.855224609375), (1, 2927.561279296875)]","[(0, 1672.08935546875), (1, 2178.9892578125)]","[(0, 740.093994140625), (1, 896.5768432617188)]"
9,"[(0, 1707.3048095703125), (1, 2280.333984375)]","[(0, 1097.730224609375), (1, 1173.37646484375)]","[(0, 2118.2392578125), (1, 2260.50341796875)]","[(0, 6137.56396484375), (1, 6171.0302734375)]","[(0, 983.4952392578125), (1, 823.6915893554688)]","[(0, 2288.347412109375), (1, 2293.992431640625)]","[(0, 4827.2158203125), (1, 5032.40380859375)]","[(0, 1431.749755859375), (1, 1294.800048828125)]","[(0, 876.2207641601562), (1, 1262.9647216796875)]","[(0, 3567.525390625), (1, 1962.4337158203125)]","[(0, 1666.477783203125), (1, 1957.0015869140625)]"
10,"[(0, 1464.020751953125), (1, 1867.4649658203125)]","[(0, 682.9887084960938), (1, 585.5130615234375)]","[(0, 6513.5947265625), (1, 6477.75830078125)]","[(0, 2318.58544921875), (1, 2249.4404296875)]","[(0, 721.4475708007812), (1, 607.9434814453125)]","[(0, 1949.4742431640625), (1, 1930.200439453125)]","[(0, 6520.87255859375), (1, 8989.1376953125)]","[(0, 1397.091552734375), (1, 1147.3026123046875)]","[(0, 2823.214599609375), (1, 2733.586181640625)]","[(0, 1550.68896484375), (1, 1445.3052978515625)]","[(0, 2022.397705078125), (1, 2073.99365234375)]"
11,"[(0, 1384.921142578125), (1, 1758.6361083984375)]","[(0, 562.9921875), (1, 492.3403015136719)]","[(0, 1253.193115234375), (1, 1192.440673828125)]","[(0, 2584.236328125), (1, 2594.345947265625)]","[(0, 1520.9715576171875), (1, 908.508056640625)]","[(0, 5149.56298828125), (1, 5300.1982421875)]","[(0, 6188.392578125), (1, 8063.77587890625)]","[(0, 1345.994384765625), (1, 1199.183837890625)]","[(0, 926.6954345703125), (1, 824.071044921875)]","[(0, 1744.1475830078125), (1, 1549.2529296875)]","[(0, 1714.5159912109375), (1, 1759.242431640625)]"
12,"[(0, 2014.343994140625), (1, 2771.75390625)]","[(0, 672.6510009765625), (1, 813.3929443359375)]","[(0, 5009.97412109375), (1, 4980.45751953125)]","[(0, 3423.15234375), (1, 3386.870849609375)]","[(0, 1733.1278076171875), (1, 1453.994140625)]","[(0, 5623.46142578125), (1, 5466.291015625)]","[(0, 5385.19970703125), (1, 5238.16943359375)]","[(0, 1591.1805419921875), (1, 2080.243408203125)]","[(0, 924.1382446289062), (1, 1047.8946533203125)]","[(0, 2212.070068359375), (1, 1940.857421875)]","[(0, 1817.5924072265625), (1, 1823.783447265625)]"
