,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 1112.4052734375), (1, 1329.898193359375)]","[(0, 731.9747924804688), (1, 1025.96337890625)]","[(0, 5885.8837890625), (1, 4892.8916015625)]","[(0, 2708.102783203125), (1, 2160.592529296875)]","[(0, 7417.173828125), (1, 4445.4794921875)]","[(0, 6176.31787109375), (1, 7049.890625)]","[(0, 10053.2724609375), (1, 13033.3583984375)]","[(0, 1070.516845703125), (1, 1040.989990234375)]","[(0, 4998.09619140625), (1, 4760.14697265625)]","[(0, 4029.456787109375), (1, 2733.923828125)]","[(0, 12219.8994140625), (1, 11067.494140625)]"
1,"[(0, 1243.011474609375), (1, 1440.182861328125)]","[(0, 1132.519287109375), (1, 1665.3345947265625)]","[(0, 1567.4208984375), (1, 1492.5208740234375)]","[(0, 4768.5390625), (1, 4361.01806640625)]","[(0, 6003.2314453125), (1, 3274.90673828125)]","[(0, 8872.3203125), (1, 7607.12109375)]","[(0, 5245.30322265625), (1, 7065.76220703125)]","[(0, 1979.0911865234375), (1, 873.0590209960938)]","[(0, 2585.53173828125), (1, 2188.458740234375)]","[(0, 1335.749755859375), (1, 1987.844482421875)]","[(0, 2127.89306640625), (1, 2510.40380859375)]"
2,"[(0, 1425.2589111328125), (1, 1660.903076171875)]","[(0, 989.42431640625), (1, 1275.327880859375)]","[(0, 2329.328857421875), (1, 2421.052978515625)]","[(0, 3549.5625), (1, 3979.39892578125)]","[(0, 3229.054443359375), (1, 3104.803466796875)]","[(0, 10272.37109375), (1, 11269.5283203125)]","[(0, 4941.38818359375), (1, 4100.5380859375)]","[(0, 785.5549926757812), (1, 860.3296508789062)]","[(0, 2104.116455078125), (1, 1515.3538818359375)]","[(0, 6106.53857421875), (1, 5932.12646484375)]","[(0, 3004.41259765625), (1, 3361.4404296875)]"
3,"[(0, 1619.806396484375), (1, 2012.73095703125)]","[(0, 746.5989379882812), (1, 907.1051025390625)]","[(0, 14547.3359375), (1, 15955.94140625)]","[(0, 7001.66845703125), (1, 7849.07568359375)]","[(0, 3137.08203125), (1, 3152.5693359375)]","[(0, 5562.6865234375), (1, 6443.00927734375)]","[(0, 10353.62890625), (1, 12287.642578125)]","[(0, 4779.56591796875), (1, 3254.308837890625)]","[(0, 1300.4075927734375), (1, 1196.8154296875)]","[(0, 2421.106201171875), (1, 1252.088623046875)]","[(0, 9317.4892578125), (1, 7998.2998046875)]"
4,"[(0, 1534.7196044921875), (1, 1958.6129150390625)]","[(0, 467.5508728027344), (1, 466.5738525390625)]","[(0, 19918.638671875), (1, 17986.7890625)]","[(0, 6866.90576171875), (1, 9008.3095703125)]","[(0, 9600.1376953125), (1, 5445.19287109375)]","[(0, 7326.39306640625), (1, 6307.14453125)]","[(0, 9968.6650390625), (1, 8530.4169921875)]","[(0, 2575.019775390625), (1, 2150.848876953125)]","[(0, 7749.5498046875), (1, 4635.20068359375)]","[(0, 452.9538879394531), (1, 550.277587890625)]","[(0, 7378.7158203125), (1, 6659.6142578125)]"
5,"[(0, 1530.7728271484375), (1, 1882.423095703125)]","[(0, 318.9344177246094), (1, 321.8489074707031)]","[(0, 4546.701171875), (1, 5594.38916015625)]","[(0, 3828.658935546875), (1, 4085.31103515625)]","[(0, 8598.3876953125), (1, 5030.02392578125)]","[(0, 9119.982421875), (1, 10911.5166015625)]","[(0, 6742.376953125), (1, 7831.1240234375)]","[(0, 2561.42138671875), (1, 1923.30810546875)]","[(0, 1967.2005615234375), (1, 2281.57275390625)]","[(0, 1026.146240234375), (1, 1097.33154296875)]","[(0, 2104.2578125), (1, 2387.26123046875)]"
6,"[(0, 1034.0687255859375), (1, 1135.3843994140625)]","[(0, 1208.408203125), (1, 1978.1600341796875)]","[(0, 4238.7392578125), (1, 3697.824462890625)]","[(0, 3415.47607421875), (1, 4304.50439453125)]","[(0, 3862.06005859375), (1, 3111.514404296875)]","[(0, 7505.7001953125), (1, 6261.9482421875)]","[(0, 12877.720703125), (1, 13759.958984375)]","[(0, 1137.712158203125), (1, 938.8887329101562)]","[(0, 2291.18408203125), (1, 2206.96435546875)]","[(0, 2713.132080078125), (1, 1947.6865234375)]","[(0, 11843.3681640625), (1, 10689.0654296875)]"
7,"[(0, 1363.7938232421875), (1, 1673.624755859375)]","[(0, 1917.8643798828125), (1, 3395.53857421875)]","[(0, 2573.804443359375), (1, 2849.361328125)]","[(0, 15253.271484375), (1, 13705.3994140625)]","[(0, 4181.82421875), (1, 3150.7841796875)]","[(0, 3746.5439453125), (1, 4411.73828125)]","[(0, 9813.1044921875), (1, 11114.1171875)]","[(0, 2285.8173828125), (1, 2297.966796875)]","[(0, 1162.4539794921875), (1, 1354.4796142578125)]","[(0, 1760.331787109375), (1, 1959.1453857421875)]","[(0, 10821.6376953125), (1, 10064.1123046875)]"
8,"[(0, 2101.2529296875), (1, 2607.991943359375)]","[(0, 1551.293212890625), (1, 2414.25830078125)]","[(0, 9827.7421875), (1, 9263.0361328125)]","[(0, 6516.58935546875), (1, 7091.5908203125)]","[(0, 9204.1962890625), (1, 5203.5009765625)]","[(0, 5780.08837890625), (1, 5074.892578125)]","[(0, 8264.2431640625), (1, 6766.39111328125)]","[(0, 1048.537841796875), (1, 1032.6083984375)]","[(0, 4304.67724609375), (1, 5282.0078125)]","[(0, 2595.221923828125), (1, 2657.698486328125)]","[(0, 1071.297607421875), (1, 1245.0948486328125)]"
9,"[(0, 1590.6927490234375), (1, 1966.5037841796875)]","[(0, 899.5560913085938), (1, 1130.3741455078125)]","[(0, 3185.41748046875), (1, 4179.982421875)]","[(0, 16094.4794921875), (1, 15759.6162109375)]","[(0, 2014.2220458984375), (1, 1526.816650390625)]","[(0, 3742.226806640625), (1, 3344.942626953125)]","[(0, 9554.4697265625), (1, 11286.78125)]","[(0, 1981.2308349609375), (1, 1803.9853515625)]","[(0, 1502.020751953125), (1, 1941.0047607421875)]","[(0, 3422.430908203125), (1, 3104.661376953125)]","[(0, 2930.901123046875), (1, 3467.069091796875)]"
10,"[(0, 1244.9765625), (1, 1561.017578125)]","[(0, 488.7062072753906), (1, 504.9359436035156)]","[(0, 12580.140625), (1, 14149.7353515625)]","[(0, 3839.33935546875), (1, 3790.085205078125)]","[(0, 1540.209228515625), (1, 1159.85498046875)]","[(0, 2295.604248046875), (1, 2571.51513671875)]","[(0, 17153.6875), (1, 17534.5546875)]","[(0, 3766.466064453125), (1, 2106.21435546875)]","[(0, 3423.3056640625), (1, 3882.9775390625)]","[(0, 2230.1796875), (1, 1933.867919921875)]","[(0, 7492.7626953125), (1, 6635.97900390625)]"
11,"[(0, 1267.7537841796875), (1, 1530.8480224609375)]","[(0, 451.9293518066406), (1, 479.60284423828125)]","[(0, 2259.830078125), (1, 2171.7822265625)]","[(0, 3909.0869140625), (1, 3511.224853515625)]","[(0, 2608.41357421875), (1, 1455.9256591796875)]","[(0, 9437.638671875), (1, 10798.05078125)]","[(0, 13084.95703125), (1, 15581.5068359375)]","[(0, 1958.2666015625), (1, 1617.335693359375)]","[(0, 1710.018798828125), (1, 1566.708740234375)]","[(0, 2759.80419921875), (1, 2329.065673828125)]","[(0, 9417.2119140625), (1, 8358.685546875)]"
12,"[(0, 1806.2904052734375), (1, 2235.375244140625)]","[(0, 540.4186401367188), (1, 1044.00146484375)]","[(0, 10710.5654296875), (1, 9755.3466796875)]","[(0, 6262.08544921875), (1, 5579.9814453125)]","[(0, 3940.046875), (1, 3245.822265625)]","[(0, 10644.8447265625), (1, 9250.208984375)]","[(0, 6720.43505859375), (1, 5824.150390625)]","[(0, 2003.108642578125), (1, 2272.286376953125)]","[(0, 1155.728271484375), (1, 1506.9837646484375)]","[(0, 2329.16015625), (1, 2287.333984375)]","[(0, 6689.65234375), (1, 6486.4990234375)]"
13,"[(0, 2038.3421630859375), (1, 2556.045654296875)]","[(0, 914.4625244140625), (1, 1996.3690185546875)]","[(0, 3731.2470703125), (1, 4156.52099609375)]","[(0, 18909.46484375), (1, 17614.6015625)]","[(0, 3662.416015625), (1, 3050.226806640625)]","[(0, 5040.78076171875), (1, 4668.54931640625)]","[(0, 10368.322265625), (1, 12269.7275390625)]","[(0, 495.6692199707031), (1, 469.7399597167969)]","[(0, 2607.1240234375), (1, 2780.4443359375)]","[(0, 4906.4140625), (1, 5530.3046875)]","[(0, 1873.4256591796875), (1, 2237.423828125)]"
14,"[(0, 1825.7255859375), (1, 2214.22705078125)]","[(0, 747.8805541992188), (1, 1355.4080810546875)]","[(0, 2016.6419677734375), (1, 2105.943359375)]","[(0, 18447.2734375), (1, 21441.66015625)]","[(0, 3394.93603515625), (1, 1786.9959716796875)]","[(0, 7108.2265625), (1, 7649.75244140625)]","[(0, 6625.65283203125), (1, 5459.25830078125)]","[(0, 3444.585693359375), (1, 2108.2109375)]","[(0, 2886.74267578125), (1, 2094.05126953125)]","[(0, 3638.624267578125), (1, 4296.5234375)]","[(0, 12552.5166015625), (1, 10882.3759765625)]"
15,"[(0, 1086.462890625), (1, 1207.9813232421875)]","[(0, 561.1078491210938), (1, 855.5986938476562)]","[(0, 1490.695068359375), (1, 1721.3099365234375)]","[(0, 2830.493896484375), (1, 2649.593994140625)]","[(0, 1387.6531982421875), (1, 1085.36767578125)]","[(0, 12962.7275390625), (1, 14631.3447265625)]","[(0, 5608.98974609375), (1, 6511.408203125)]","[(0, 3000.069091796875), (1, 2681.291748046875)]","[(0, 2268.806640625), (1, 3143.110107421875)]","[(0, 822.2666625976562), (1, 769.8204345703125)]","[(0, 1232.4058837890625), (1, 1395.0738525390625)]"
16,"[(0, 1702.66015625), (1, 1938.7808837890625)]","[(0, 532.8389282226562), (1, 535.5834350585938)]","[(0, 5119.31201171875), (1, 5098.01611328125)]","[(0, 4831.208984375), (1, 4780.23583984375)]","[(0, 2673.412109375), (1, 2408.835205078125)]","[(0, 9283.5087890625), (1, 8309.5498046875)]","[(0, 11679.986328125), (1, 13140.8310546875)]","[(0, 1882.4715576171875), (1, 2034.350341796875)]","[(0, 1880.2674560546875), (1, 861.7136840820312)]","[(0, 2088.265625), (1, 1506.8623046875)]","[(0, 3202.15087890625), (1, 3554.2099609375)]"
17,"[(0, 1131.490966796875), (1, 1428.390625)]","[(0, 490.8204040527344), (1, 513.64990234375)]","[(0, 7798.51025390625), (1, 9628.40625)]","[(0, 2082.8994140625), (1, 2309.282958984375)]","[(0, 2517.905029296875), (1, 2175.371337890625)]","[(0, 5987.61669921875), (1, 5483.1240234375)]","[(0, 8201.642578125), (1, 8781.7001953125)]","[(0, 2120.3896484375), (1, 1259.942138671875)]","[(0, 3554.325439453125), (1, 3383.984619140625)]","[(0, 4098.5595703125), (1, 4303.60986328125)]","[(0, 8997.5078125), (1, 8998.8642578125)]"
18,"[(0, 1691.1041259765625), (1, 2089.856689453125)]","[(0, 800.0389404296875), (1, 1622.5877685546875)]","[(0, 7284.5009765625), (1, 6420.07568359375)]","[(0, 4042.531982421875), (1, 4281.14453125)]","[(0, 9230.0126953125), (1, 4451.97900390625)]","[(0, 10030.451171875), (1, 10949.32421875)]","[(0, 7475.5400390625), (1, 9361.17578125)]","[(0, 4250.36474609375), (1, 4830.439453125)]","[(0, 3799.67236328125), (1, 3816.61767578125)]","[(0, 2132.18115234375), (1, 1307.9093017578125)]","[(0, 1342.8070068359375), (1, 1573.341064453125)]"
19,"[(0, 1332.7880859375), (1, 1681.436767578125)]","[(0, 1237.2222900390625), (1, 2777.876220703125)]","[(0, 4810.68994140625), (1, 4658.759765625)]","[(0, 3193.02099609375), (1, 2891.155029296875)]","[(0, 2775.582763671875), (1, 2142.44189453125)]","[(0, 10114.6943359375), (1, 9364.23828125)]","[(0, 7607.04833984375), (1, 9868.400390625)]","[(0, 2174.274169921875), (1, 2202.61083984375)]","[(0, 1671.261962890625), (1, 929.2991333007812)]","[(0, 1243.8302001953125), (1, 1122.437255859375)]","[(0, 10073.2236328125), (1, 8786.09765625)]"
20,"[(0, 2145.8720703125), (1, 2652.735107421875)]","[(0, 1052.1239013671875), (1, 1946.591796875)]","[(0, 13554.65625), (1, 11427.005859375)]","[(0, 4175.5078125), (1, 4617.17431640625)]","[(0, 6900.68212890625), (1, 4126.46044921875)]","[(0, 15187.40234375), (1, 16549.392578125)]","[(0, 12324.0830078125), (1, 10300.8203125)]","[(0, 3036.675048828125), (1, 2922.545654296875)]","[(0, 2134.544189453125), (1, 1944.2421875)]","[(0, 2267.621337890625), (1, 2268.221435546875)]","[(0, 8963.2841796875), (1, 7905.97607421875)]"
21,"[(0, 1533.955078125), (1, 1730.236083984375)]","[(0, 680.6474609375), (1, 1035.220703125)]","[(0, 1328.5684814453125), (1, 1264.8795166015625)]","[(0, 3068.862548828125), (1, 3847.186767578125)]","[(0, 2411.545166015625), (1, 1967.12841796875)]","[(0, 8196.623046875), (1, 9883.6201171875)]","[(0, 5829.0732421875), (1, 6879.779296875)]","[(0, 2381.227783203125), (1, 1793.9730224609375)]","[(0, 2863.103515625), (1, 2510.960693359375)]","[(0, 705.6607055664062), (1, 783.6951293945312)]","[(0, 7410.40771484375), (1, 7197.3818359375)]"
