,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 4754.00439453125), (1, 4649.48779296875)]","[(0, 6264.58837890625), (1, 5032.490234375)]","[(0, 6961.40087890625), (1, 6698.8134765625)]","[(0, 5085.94921875), (1, 4905.23046875)]","[(0, 5815.142578125), (1, 4375.40673828125)]","[(0, 4446.3232421875), (1, 4729.40478515625)]","[(0, 9967.3623046875), (1, 9674.7685546875)]","[(0, 3166.167236328125), (1, 3566.025390625)]","[(0, 4868.90087890625), (1, 3984.818115234375)]","[(0, 4043.418701171875), (1, 4188.0986328125)]","[(0, 6208.7451171875), (1, 7363.1806640625)]"
1,"[(0, 6680.140625), (1, 6260.431640625)]","[(0, 5485.18994140625), (1, 4598.21337890625)]","[(0, 4198.267578125), (1, 3826.3193359375)]","[(0, 6024.0791015625), (1, 5863.9658203125)]","[(0, 6256.77294921875), (1, 4231.876953125)]","[(0, 5611.337890625), (1, 5617.99951171875)]","[(0, 7276.27294921875), (1, 7013.9326171875)]","[(0, 2586.440673828125), (1, 3388.1533203125)]","[(0, 2961.580322265625), (1, 2965.974365234375)]","[(0, 3961.111083984375), (1, 4028.7265625)]","[(0, 4006.591796875), (1, 3638.242431640625)]"
2,"[(0, 5576.869140625), (1, 6317.46826171875)]","[(0, 5180.560546875), (1, 5089.78173828125)]","[(0, 5630.27685546875), (1, 5534.45654296875)]","[(0, 6004.3193359375), (1, 6296.92724609375)]","[(0, 4102.02001953125), (1, 3919.14306640625)]","[(0, 6955.44140625), (1, 7374.24853515625)]","[(0, 3027.603759765625), (1, 2888.988525390625)]","[(0, 4084.080078125), (1, 3486.854736328125)]","[(0, 2893.72314453125), (1, 5176.056640625)]","[(0, 6762.39111328125), (1, 5642.72607421875)]","[(0, 3879.291015625), (1, 3745.65087890625)]"
3,"[(0, 6849.0703125), (1, 6342.14599609375)]","[(0, 4680.6484375), (1, 4398.42529296875)]","[(0, 10212.7275390625), (1, 10386.5126953125)]","[(0, 7941.2802734375), (1, 8150.880859375)]","[(0, 3775.22265625), (1, 3769.764892578125)]","[(0, 5721.6953125), (1, 5988.18212890625)]","[(0, 6003.44921875), (1, 6296.16455078125)]","[(0, 5892.8935546875), (1, 3719.1220703125)]","[(0, 2035.4876708984375), (1, 2662.300048828125)]","[(0, 3538.763427734375), (1, 3887.2978515625)]","[(0, 6780.2919921875), (1, 7423.07568359375)]"
4,"[(0, 10649.0791015625), (1, 10094.255859375)]","[(0, 2932.0205078125), (1, 2555.876220703125)]","[(0, 9015.77734375), (1, 9783.7353515625)]","[(0, 7011.74560546875), (1, 6798.51904296875)]","[(0, 7285.82763671875), (1, 5167.21337890625)]","[(0, 5820.19091796875), (1, 5579.2685546875)]","[(0, 3831.592041015625), (1, 3758.32470703125)]","[(0, 4758.98486328125), (1, 2996.954833984375)]","[(0, 2934.051513671875), (1, 3903.952880859375)]","[(0, 1947.9400634765625), (1, 2668.26953125)]","[(0, 5315.62744140625), (1, 6567.92529296875)]"
5,"[(0, 7682.3740234375), (1, 7311.37255859375)]","[(0, 3242.323486328125), (1, 2647.48583984375)]","[(0, 5466.32763671875), (1, 5770.009765625)]","[(0, 7274.81591796875), (1, 6730.9091796875)]","[(0, 8672.33203125), (1, 6076.5166015625)]","[(0, 5369.03125), (1, 5786.43115234375)]","[(0, 6072.2294921875), (1, 6213.92822265625)]","[(0, 4685.744140625), (1, 3739.26220703125)]","[(0, 3014.017822265625), (1, 2699.84716796875)]","[(0, 3442.1787109375), (1, 3352.65234375)]","[(0, 4422.669921875), (1, 4078.72412109375)]"
6,"[(0, 5893.79833984375), (1, 5942.3408203125)]","[(0, 9490.1484375), (1, 9025.1806640625)]","[(0, 4313.26123046875), (1, 5058.642578125)]","[(0, 5822.80615234375), (1, 6007.3271484375)]","[(0, 6643.2041015625), (1, 6137.078125)]","[(0, 7033.94775390625), (1, 6832.01123046875)]","[(0, 7430.54736328125), (1, 7299.96728515625)]","[(0, 2477.8544921875), (1, 2404.818359375)]","[(0, 4410.5263671875), (1, 5490.46533203125)]","[(0, 4821.81884765625), (1, 4691.18994140625)]","[(0, 6025.3544921875), (1, 6403.13232421875)]"
7,"[(0, 7731.2060546875), (1, 7480.80322265625)]","[(0, 8342.7890625), (1, 8243.9580078125)]","[(0, 4226.8271484375), (1, 4470.115234375)]","[(0, 9025.25), (1, 9290.4794921875)]","[(0, 7087.57421875), (1, 6537.76025390625)]","[(0, 4150.638671875), (1, 4412.58837890625)]","[(0, 6805.673828125), (1, 6704.94921875)]","[(0, 2884.514892578125), (1, 4220.03662109375)]","[(0, 3287.3671875), (1, 2743.339111328125)]","[(0, 4279.0791015625), (1, 3505.74072265625)]","[(0, 6983.7763671875), (1, 8136.69189453125)]"
8,"[(0, 5474.59716796875), (1, 5695.85693359375)]","[(0, 8117.58642578125), (1, 8312.84765625)]","[(0, 11338.4365234375), (1, 10494.7841796875)]","[(0, 7051.03369140625), (1, 7055.66845703125)]","[(0, 8090.97607421875), (1, 6180.701171875)]","[(0, 4843.9326171875), (1, 4539.49169921875)]","[(0, 5923.72021484375), (1, 5572.54150390625)]","[(0, 3672.478271484375), (1, 2721.19482421875)]","[(0, 4043.06396484375), (1, 4409.630859375)]","[(0, 4802.8916015625), (1, 2647.208251953125)]","[(0, 2582.955322265625), (1, 2373.591796875)]"
9,"[(0, 5867.54052734375), (1, 5423.17822265625)]","[(0, 5640.16015625), (1, 5173.7421875)]","[(0, 6596.68798828125), (1, 6335.58056640625)]","[(0, 10570.3896484375), (1, 10688.76953125)]","[(0, 5919.01611328125), (1, 5548.5830078125)]","[(0, 3812.823486328125), (1, 3649.2373046875)]","[(0, 4467.0556640625), (1, 4731.34423828125)]","[(0, 5025.2626953125), (1, 4660.86669921875)]","[(0, 2109.5654296875), (1, 2519.13720703125)]","[(0, 4392.5693359375), (1, 3671.609619140625)]","[(0, 4657.08056640625), (1, 4135.912109375)]"
10,"[(0, 8179.35009765625), (1, 7018.04736328125)]","[(0, 2175.65966796875), (1, 1903.148193359375)]","[(0, 10693.21484375), (1, 10996.142578125)]","[(0, 6094.8447265625), (1, 6369.59814453125)]","[(0, 4385.21923828125), (1, 4039.548828125)]","[(0, 3143.48779296875), (1, 3321.16650390625)]","[(0, 6049.3173828125), (1, 5698.4208984375)]","[(0, 3853.697265625), (1, 3064.74462890625)]","[(0, 4835.36181640625), (1, 4714.61572265625)]","[(0, 5509.60009765625), (1, 3933.300048828125)]","[(0, 5486.3671875), (1, 6589.54541015625)]"
11,"[(0, 10621.734375), (1, 9505.248046875)]","[(0, 2399.147705078125), (1, 2042.5162353515625)]","[(0, 3950.016845703125), (1, 3583.54150390625)]","[(0, 6267.95849609375), (1, 6012.66845703125)]","[(0, 4584.765625), (1, 3811.888916015625)]","[(0, 7724.65380859375), (1, 7808.68359375)]","[(0, 6106.6845703125), (1, 6027.91796875)]","[(0, 5733.958984375), (1, 2839.277587890625)]","[(0, 2362.345703125), (1, 2499.748779296875)]","[(0, 4578.1943359375), (1, 7055.24462890625)]","[(0, 4865.359375), (1, 5794.87451171875)]"
12,"[(0, 7681.59716796875), (1, 7580.49951171875)]","[(0, 3347.230712890625), (1, 3273.6953125)]","[(0, 13051.169921875), (1, 14059.037109375)]","[(0, 7090.8671875), (1, 6774.701171875)]","[(0, 6588.24462890625), (1, 6669.923828125)]","[(0, 6214.5390625), (1, 6015.880859375)]","[(0, 5761.13525390625), (1, 5429.533203125)]","[(0, 7401.734375), (1, 5003.67138671875)]","[(0, 2368.707275390625), (1, 3102.846923828125)]","[(0, 6642.57080078125), (1, 7593.50146484375)]","[(0, 6195.8564453125), (1, 7027.19580078125)]"
13,"[(0, 6331.12939453125), (1, 6215.51123046875)]","[(0, 2500.862548828125), (1, 2676.167236328125)]","[(0, 7989.37255859375), (1, 8518.2060546875)]","[(0, 11309.07421875), (1, 10862.146484375)]","[(0, 6992.0732421875), (1, 7166.6904296875)]","[(0, 4530.5869140625), (1, 4461.55908203125)]","[(0, 4804.74755859375), (1, 4988.69580078125)]","[(0, 2305.22216796875), (1, 3110.831787109375)]","[(0, 4609.0087890625), (1, 2870.2841796875)]","[(0, 5176.0224609375), (1, 4499.96630859375)]","[(0, 3231.623779296875), (1, 2820.459228515625)]"
14,"[(0, 6674.95068359375), (1, 6180.8134765625)]","[(0, 2943.36181640625), (1, 3220.228515625)]","[(0, 4836.4638671875), (1, 4718.9609375)]","[(0, 10895.7314453125), (1, 11246.7353515625)]","[(0, 5797.19091796875), (1, 4312.216796875)]","[(0, 7962.14208984375), (1, 7778.03271484375)]","[(0, 4017.178466796875), (1, 3953.329345703125)]","[(0, 2794.770751953125), (1, 3227.247314453125)]","[(0, 3502.408935546875), (1, 3684.3740234375)]","[(0, 3870.536865234375), (1, 3272.718017578125)]","[(0, 5972.29296875), (1, 7121.708984375)]"
15,"[(0, 9747.134765625), (1, 9640.4794921875)]","[(0, 3087.84228515625), (1, 2981.4130859375)]","[(0, 3600.793701171875), (1, 3465.81640625)]","[(0, 5747.06494140625), (1, 6695.14111328125)]","[(0, 5562.1513671875), (1, 4924.05810546875)]","[(0, 6965.69091796875), (1, 7190.0)]","[(0, 4945.5322265625), (1, 5048.078125)]","[(0, 2851.284423828125), (1, 3167.55029296875)]","[(0, 4333.080078125), (1, 3040.77587890625)]","[(0, 2888.654052734375), (1, 3528.683837890625)]","[(0, 2507.72021484375), (1, 2364.094482421875)]"
16,"[(0, 5479.6220703125), (1, 5640.9453125)]","[(0, 3280.8994140625), (1, 2926.026123046875)]","[(0, 7113.00732421875), (1, 7119.82177734375)]","[(0, 6630.0712890625), (1, 6337.0732421875)]","[(0, 5759.8603515625), (1, 5467.7509765625)]","[(0, 6423.5234375), (1, 6333.677734375)]","[(0, 7721.3916015625), (1, 7351.57568359375)]","[(0, 3182.78759765625), (1, 3595.279296875)]","[(0, 1781.8914794921875), (1, 1939.8101806640625)]","[(0, 4512.12744140625), (1, 4736.572265625)]","[(0, 4618.3369140625), (1, 4311.50927734375)]"
