,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 14739.5048828125), (1, 16011.9619140625)]","[(0, 12046.73828125), (1, 11237.62109375)]","[(0, 17501.076171875), (1, 17599.943359375)]","[(0, 20433.333984375), (1, 20995.443359375)]","[(0, 20699.923828125), (1, 24937.009765625)]","[(0, 14530.5166015625), (1, 14312.734375)]","[(0, 17691.775390625), (1, 19718.353515625)]","[(0, 11923.912109375), (1, 7211.7138671875)]","[(0, 12766.0439453125), (1, 14017.9482421875)]","[(0, 13458.5126953125), (1, 13945.9306640625)]","[(0, 21154.7265625), (1, 25526.71875)]"
1,"[(0, 28736.53125), (1, 31317.1484375)]","[(0, 12782.4287109375), (1, 12220.2841796875)]","[(0, 13628.6171875), (1, 13541.3740234375)]","[(0, 28156.189453125), (1, 30144.876953125)]","[(0, 26888.201171875), (1, 21667.861328125)]","[(0, 11048.880859375), (1, 11649.7060546875)]","[(0, 18079.501953125), (1, 20399.90234375)]","[(0, 16358.2548828125), (1, 9270.458984375)]","[(0, 9823.76953125), (1, 16277.224609375)]","[(0, 10242.80859375), (1, 22610.1796875)]","[(0, 17834.224609375), (1, 18091.177734375)]"
2,"[(0, 27695.09375), (1, 27407.359375)]","[(0, 11584.826171875), (1, 12323.4248046875)]","[(0, 19639.025390625), (1, 20877.8203125)]","[(0, 26687.708984375), (1, 26883.380859375)]","[(0, 36880.953125), (1, 35167.2890625)]","[(0, 17838.2734375), (1, 17793.927734375)]","[(0, 17999.162109375), (1, 18259.29296875)]","[(0, 11555.7294921875), (1, 13406.5546875)]","[(0, 7088.85888671875), (1, 6672.39208984375)]","[(0, 26473.7109375), (1, 16515.919921875)]","[(0, 12671.7724609375), (1, 12947.2216796875)]"
3,"[(0, 7992.0625), (1, 9434.6865234375)]","[(0, 9611.8916015625), (1, 9224.7236328125)]","[(0, 25795.1015625), (1, 24252.0703125)]","[(0, 26750.724609375), (1, 28569.92578125)]","[(0, 37284.0), (1, 35066.18359375)]","[(0, 11008.029296875), (1, 10850.6240234375)]","[(0, 15176.5576171875), (1, 15096.599609375)]","[(0, 8886.4873046875), (1, 9779.4814453125)]","[(0, 6116.00927734375), (1, 12053.66796875)]","[(0, 13812.0087890625), (1, 8809.4140625)]","[(0, 27578.59765625), (1, 32804.3515625)]"
4,"[(0, 33895.51171875), (1, 39413.265625)]","[(0, 5140.96142578125), (1, 4908.0244140625)]","[(0, 28907.001953125), (1, 27832.62109375)]","[(0, 19847.64453125), (1, 17930.921875)]","[(0, 29559.990234375), (1, 26358.658203125)]","[(0, 11960.732421875), (1, 12259.9716796875)]","[(0, 9980.365234375), (1, 10242.65234375)]","[(0, 12759.654296875), (1, 8676.41015625)]","[(0, 7866.9267578125), (1, 18766.4609375)]","[(0, 4377.89404296875), (1, 7528.68359375)]","[(0, 14765.646484375), (1, 18837.703125)]"
5,"[(0, 17404.705078125), (1, 21630.09765625)]","[(0, 5489.59130859375), (1, 5027.28076171875)]","[(0, 23338.650390625), (1, 24813.53125)]","[(0, 21927.875), (1, 23092.1484375)]","[(0, 27916.22265625), (1, 23639.37890625)]","[(0, 21708.85546875), (1, 21125.6328125)]","[(0, 10556.6083984375), (1, 10131.869140625)]","[(0, 14803.4755859375), (1, 9904.302734375)]","[(0, 9498.0439453125), (1, 9025.1025390625)]","[(0, 9351.3603515625), (1, 9488.5830078125)]","[(0, 18734.7734375), (1, 18357.62890625)]"
6,"[(0, 16762.189453125), (1, 18185.66015625)]","[(0, 9102.7080078125), (1, 9457.3154296875)]","[(0, 9708.1796875), (1, 10967.205078125)]","[(0, 34717.296875), (1, 35040.94140625)]","[(0, 23956.908203125), (1, 23503.46875)]","[(0, 14426.833984375), (1, 14921.7294921875)]","[(0, 11097.9755859375), (1, 11521.0888671875)]","[(0, 11458.4560546875), (1, 7218.60888671875)]","[(0, 14704.9111328125), (1, 9733.08984375)]","[(0, 18280.49609375), (1, 10939.8466796875)]","[(0, 20248.96875), (1, 23169.5078125)]"
7,"[(0, 9538.892578125), (1, 11880.3935546875)]","[(0, 9163.0146484375), (1, 10436.3564453125)]","[(0, 18253.53125), (1, 19200.6328125)]","[(0, 25815.232421875), (1, 28427.322265625)]","[(0, 29101.81640625), (1, 27224.849609375)]","[(0, 21763.517578125), (1, 22348.275390625)]","[(0, 12106.84765625), (1, 12798.078125)]","[(0, 6771.4521484375), (1, 6834.421875)]","[(0, 12923.8203125), (1, 14845.6484375)]","[(0, 8608.17578125), (1, 14119.5673828125)]","[(0, 24105.578125), (1, 30154.3359375)]"
8,"[(0, 9378.4130859375), (1, 12232.2587890625)]","[(0, 8918.6904296875), (1, 9315.2412109375)]","[(0, 22934.916015625), (1, 25730.263671875)]","[(0, 27096.01171875), (1, 23876.052734375)]","[(0, 27017.46875), (1, 23102.654296875)]","[(0, 9003.138671875), (1, 8936.689453125)]","[(0, 10091.791015625), (1, 10426.279296875)]","[(0, 9372.9326171875), (1, 8141.68994140625)]","[(0, 8608.4873046875), (1, 8807.00390625)]","[(0, 9013.54296875), (1, 11426.154296875)]","[(0, 14595.27734375), (1, 14820.7666015625)]"
9,"[(0, 24201.5625), (1, 29952.306640625)]","[(0, 6927.29443359375), (1, 7497.82373046875)]","[(0, 22288.208984375), (1, 22658.6171875)]","[(0, 27761.734375), (1, 27201.5703125)]","[(0, 37217.70703125), (1, 36578.796875)]","[(0, 10475.8046875), (1, 10631.1376953125)]","[(0, 9950.125), (1, 9423.7431640625)]","[(0, 9672.2412109375), (1, 7093.2744140625)]","[(0, 9978.2998046875), (1, 21307.349609375)]","[(0, 12514.279296875), (1, 10048.59375)]","[(0, 21503.23828125), (1, 22367.400390625)]"
