,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.13
island-adjunct,0.598
island-complex-np,0.33
island-wh,1.0
principle_a_command,0.474
principle_a_locality,0.328
question-formation_or,0.598
question-formation_or_strict,0.002
question-formation_rr,0.574
question-formation_rr_strict,0.012
question-formation_sr,0.6
question-formation_sr_strict,0.004
wanna,0.002
