,epoch_4
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.418
island-adjunct,0.802
island-complex-np,0.22
island-wh,1.0
principle_a_command,0.51
principle_a_locality,0.326
question-formation_or,0.49
question-formation_or_strict,0.144
question-formation_rr,0.408
question-formation_rr_strict,0.17
question-formation_sr,0.464
question-formation_sr_strict,0.174
wanna,0.928
