,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 2599.3125), (1, 3031.6025390625)]","[(0, 2688.48681640625), (1, 2520.922607421875)]","[(0, 3723.4765625), (1, 3878.318115234375)]","[(0, 2333.438720703125), (1, 2426.26416015625)]","[(0, 4167.28515625), (1, 2540.79052734375)]","[(0, 4910.861328125), (1, 5595.41357421875)]","[(0, 8939.869140625), (1, 9859.21875)]","[(0, 2270.019775390625), (1, 1928.4599609375)]","[(0, 3034.848388671875), (1, 4573.74755859375)]","[(0, 2225.44091796875), (1, 2218.92724609375)]","[(0, 3883.947998046875), (1, 3335.14453125)]"
1,"[(0, 3806.29833984375), (1, 4699.86865234375)]","[(0, 3098.854736328125), (1, 3085.198974609375)]","[(0, 2252.75927734375), (1, 2185.9326171875)]","[(0, 3280.424072265625), (1, 3264.059326171875)]","[(0, 3374.18798828125), (1, 2078.586669921875)]","[(0, 5310.10498046875), (1, 4745.23974609375)]","[(0, 6051.55078125), (1, 6624.07958984375)]","[(0, 1626.7518310546875), (1, 1516.54443359375)]","[(0, 1508.98486328125), (1, 2133.23779296875)]","[(0, 1476.9525146484375), (1, 1868.0858154296875)]","[(0, 2587.345947265625), (1, 1963.1448974609375)]"
2,"[(0, 2898.520751953125), (1, 3629.91064453125)]","[(0, 2282.26904296875), (1, 2114.567626953125)]","[(0, 2883.86328125), (1, 3176.346923828125)]","[(0, 3717.90576171875), (1, 3848.80126953125)]","[(0, 1862.17333984375), (1, 1723.278564453125)]","[(0, 6939.04345703125), (1, 7696.2412109375)]","[(0, 2793.470458984375), (1, 2398.613525390625)]","[(0, 1428.1453857421875), (1, 2088.374267578125)]","[(0, 2004.736083984375), (1, 2110.846435546875)]","[(0, 3562.79931640625), (1, 4152.71728515625)]","[(0, 3025.57177734375), (1, 2342.874267578125)]"
3,"[(0, 3345.325439453125), (1, 4170.5927734375)]","[(0, 2123.890869140625), (1, 1991.0955810546875)]","[(0, 7255.06982421875), (1, 7696.38037109375)]","[(0, 4877.2470703125), (1, 4951.4833984375)]","[(0, 1916.234619140625), (1, 1799.568603515625)]","[(0, 4853.69921875), (1, 5528.24267578125)]","[(0, 5099.49951171875), (1, 5606.02734375)]","[(0, 2528.06103515625), (1, 3138.141357421875)]","[(0, 1425.681640625), (1, 1963.955810546875)]","[(0, 2009.7972412109375), (1, 1574.0682373046875)]","[(0, 4125.53173828125), (1, 3313.94677734375)]"
4,"[(0, 3994.38720703125), (1, 4557.99365234375)]","[(0, 1683.1527099609375), (1, 1411.1591796875)]","[(0, 6820.9306640625), (1, 7130.7685546875)]","[(0, 3784.60595703125), (1, 4390.92333984375)]","[(0, 5357.32373046875), (1, 3479.769287109375)]","[(0, 3805.322021484375), (1, 3411.80712890625)]","[(0, 4254.927734375), (1, 3723.27783203125)]","[(0, 2780.6259765625), (1, 1643.4373779296875)]","[(0, 1475.98388671875), (1, 3264.23974609375)]","[(0, 1069.9141845703125), (1, 1450.5123291015625)]","[(0, 3561.831298828125), (1, 2755.425537109375)]"
5,"[(0, 3338.107177734375), (1, 3734.518798828125)]","[(0, 2290.8388671875), (1, 1965.5784912109375)]","[(0, 3238.38037109375), (1, 3594.7890625)]","[(0, 3511.458984375), (1, 3726.499755859375)]","[(0, 6299.185546875), (1, 4111.38818359375)]","[(0, 4143.97021484375), (1, 4714.9482421875)]","[(0, 6104.68701171875), (1, 7206.35205078125)]","[(0, 2689.46630859375), (1, 2177.17919921875)]","[(0, 1861.4310302734375), (1, 1644.8863525390625)]","[(0, 1351.0196533203125), (1, 1434.24658203125)]","[(0, 2705.52392578125), (1, 2109.806884765625)]"
6,"[(0, 3047.202880859375), (1, 3656.148193359375)]","[(0, 3792.920166015625), (1, 4112.02734375)]","[(0, 2983.66845703125), (1, 2410.049560546875)]","[(0, 3228.115478515625), (1, 3590.73583984375)]","[(0, 2572.8544921875), (1, 2255.18505859375)]","[(0, 3789.293701171875), (1, 3370.73046875)]","[(0, 8150.45361328125), (1, 9042.3681640625)]","[(0, 2085.56005859375), (1, 1316.4605712890625)]","[(0, 2347.755859375), (1, 2305.0693359375)]","[(0, 3201.433349609375), (1, 2834.48486328125)]","[(0, 3648.638427734375), (1, 2935.84423828125)]"
7,"[(0, 2386.40771484375), (1, 2827.983154296875)]","[(0, 4636.81884765625), (1, 5232.94677734375)]","[(0, 1885.9693603515625), (1, 2087.059326171875)]","[(0, 6954.552734375), (1, 6835.15234375)]","[(0, 2684.23388671875), (1, 2251.439453125)]","[(0, 2476.034423828125), (1, 3142.900146484375)]","[(0, 7514.81103515625), (1, 8514.998046875)]","[(0, 2859.044921875), (1, 3504.242919921875)]","[(0, 1705.5472412109375), (1, 1411.3199462890625)]","[(0, 2474.25), (1, 3184.560791015625)]","[(0, 4136.697265625), (1, 3427.222412109375)]"
8,"[(0, 3679.8125), (1, 4261.02294921875)]","[(0, 2796.45458984375), (1, 2946.0)]","[(0, 6066.8115234375), (1, 5898.4541015625)]","[(0, 4954.06689453125), (1, 4922.04833984375)]","[(0, 5270.34423828125), (1, 3576.031005859375)]","[(0, 3853.160888671875), (1, 3139.14990234375)]","[(0, 4489.5498046875), (1, 4051.7255859375)]","[(0, 1792.34326171875), (1, 1409.9068603515625)]","[(0, 3679.928466796875), (1, 2896.630615234375)]","[(0, 2633.93212890625), (1, 2582.312255859375)]","[(0, 1660.1866455078125), (1, 1199.1455078125)]"
9,"[(0, 3265.3076171875), (1, 3849.30810546875)]","[(0, 2122.978515625), (1, 2014.8502197265625)]","[(0, 3328.4404296875), (1, 3234.099609375)]","[(0, 6784.9169921875), (1, 6540.84716796875)]","[(0, 1904.1966552734375), (1, 1694.3626708984375)]","[(0, 4053.302490234375), (1, 3578.4052734375)]","[(0, 5212.0732421875), (1, 5578.64599609375)]","[(0, 2389.031005859375), (1, 1614.75732421875)]","[(0, 976.4690551757812), (1, 1350.329833984375)]","[(0, 3575.352294921875), (1, 3418.470947265625)]","[(0, 3215.726318359375), (1, 2569.36669921875)]"
