,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.242
island-adjunct,0.704
island-complex-np,0.396
island-wh,1.0
principle_a_command,0.486
principle_a_locality,0.32
question-formation_or,0.47
question-formation_or_strict,0.028
question-formation_rr,0.502
question-formation_rr_strict,0.034
question-formation_sr,0.456
question-formation_sr_strict,0.042
wanna,0.1
