,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.16
island-adjunct,0.688
island-complex-np,0.458
island-wh,1.0
principle_a_command,0.53
principle_a_locality,0.378
question-formation_or,0.514
question-formation_or_strict,0.034
question-formation_rr,0.512
question-formation_rr_strict,0.012
question-formation_sr,0.51
question-formation_sr_strict,0.022
wanna,0.614
