,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 2340.249267578125), (1, 2536.869140625)]","[(0, 3104.699951171875), (1, 2710.2978515625)]","[(0, 4303.724609375), (1, 4222.74169921875)]","[(0, 2999.91162109375), (1, 2942.739990234375)]","[(0, 4664.30810546875), (1, 3190.65869140625)]","[(0, 4098.5595703125), (1, 4464.5810546875)]","[(0, 8208.615234375), (1, 8470.9453125)]","[(0, 2162.640625), (1, 2156.213134765625)]","[(0, 3669.596923828125), (1, 3322.848876953125)]","[(0, 2863.188232421875), (1, 2582.787841796875)]","[(0, 4538.275390625), (1, 4435.95458984375)]"
1,"[(0, 3343.743408203125), (1, 3796.42333984375)]","[(0, 3118.29345703125), (1, 2865.92431640625)]","[(0, 2755.123291015625), (1, 2555.9736328125)]","[(0, 4384.412109375), (1, 4289.87841796875)]","[(0, 4747.1630859375), (1, 2963.271240234375)]","[(0, 5103.48388671875), (1, 4898.947265625)]","[(0, 6004.22216796875), (1, 6071.12939453125)]","[(0, 1894.96484375), (1, 1913.593017578125)]","[(0, 2089.240966796875), (1, 2080.6630859375)]","[(0, 2639.724853515625), (1, 2929.842041015625)]","[(0, 2860.633544921875), (1, 2631.94482421875)]"
2,"[(0, 2884.8232421875), (1, 3527.40869140625)]","[(0, 2994.39501953125), (1, 3005.934326171875)]","[(0, 3381.171630859375), (1, 3322.721923828125)]","[(0, 4214.03173828125), (1, 4443.373046875)]","[(0, 2548.737060546875), (1, 2422.8466796875)]","[(0, 6178.90966796875), (1, 6692.5048828125)]","[(0, 2293.463134765625), (1, 2115.306884765625)]","[(0, 1895.97265625), (1, 1768.8275146484375)]","[(0, 2045.8565673828125), (1, 2870.462158203125)]","[(0, 4886.60546875), (1, 4898.49853515625)]","[(0, 2823.193359375), (1, 2711.38623046875)]"
3,"[(0, 3832.099853515625), (1, 4237.3330078125)]","[(0, 2888.41845703125), (1, 2743.030517578125)]","[(0, 7679.1806640625), (1, 7702.82763671875)]","[(0, 5988.36474609375), (1, 6165.201171875)]","[(0, 2351.8916015625), (1, 2287.99169921875)]","[(0, 5125.9267578125), (1, 5492.45556640625)]","[(0, 5193.05078125), (1, 5682.23876953125)]","[(0, 3731.74169921875), (1, 2794.191162109375)]","[(0, 1344.9852294921875), (1, 1817.53271484375)]","[(0, 2584.176025390625), (1, 2485.31298828125)]","[(0, 5024.189453125), (1, 4893.306640625)]"
4,"[(0, 4616.66796875), (1, 4745.08544921875)]","[(0, 1794.073974609375), (1, 1549.470947265625)]","[(0, 7211.15673828125), (1, 7589.70068359375)]","[(0, 5154.91357421875), (1, 5076.6591796875)]","[(0, 5503.0673828125), (1, 3612.705078125)]","[(0, 4628.18212890625), (1, 4293.6396484375)]","[(0, 3284.255615234375), (1, 3116.102294921875)]","[(0, 2793.21484375), (1, 2353.731689453125)]","[(0, 2318.0615234375), (1, 3276.759521484375)]","[(0, 1101.24658203125), (1, 1211.01953125)]","[(0, 3957.2373046875), (1, 4015.175537109375)]"
5,"[(0, 3185.058837890625), (1, 3425.020263671875)]","[(0, 1484.70703125), (1, 1210.584716796875)]","[(0, 4245.92041015625), (1, 4432.685546875)]","[(0, 4307.91748046875), (1, 4190.09619140625)]","[(0, 6606.4716796875), (1, 4312.138671875)]","[(0, 4494.3564453125), (1, 5009.87890625)]","[(0, 5067.26611328125), (1, 5404.5556640625)]","[(0, 2837.68701171875), (1, 2776.954345703125)]","[(0, 2260.693359375), (1, 2181.400390625)]","[(0, 2022.822021484375), (1, 2114.63037109375)]","[(0, 2944.18408203125), (1, 2775.482177734375)]"
6,"[(0, 2879.72705078125), (1, 3237.9541015625)]","[(0, 4764.6201171875), (1, 4829.7626953125)]","[(0, 2644.046875), (1, 2893.5078125)]","[(0, 3942.6591796875), (1, 4137.111328125)]","[(0, 4061.8037109375), (1, 3771.631103515625)]","[(0, 4799.70947265625), (1, 4461.25244140625)]","[(0, 6957.345703125), (1, 6958.48681640625)]","[(0, 1745.002685546875), (1, 1637.13720703125)]","[(0, 3543.403564453125), (1, 3304.122802734375)]","[(0, 3714.050048828125), (1, 3531.070556640625)]","[(0, 4407.29345703125), (1, 4127.6962890625)]"
7,"[(0, 3367.844970703125), (1, 3652.3359375)]","[(0, 4944.99462890625), (1, 5275.9208984375)]","[(0, 2630.38134765625), (1, 2801.209716796875)]","[(0, 7209.60302734375), (1, 7296.3271484375)]","[(0, 4327.1005859375), (1, 3972.831298828125)]","[(0, 3065.314697265625), (1, 3475.5341796875)]","[(0, 6058.81494140625), (1, 6064.005859375)]","[(0, 2299.104248046875), (1, 2697.5732421875)]","[(0, 1839.9833984375), (1, 2104.319091796875)]","[(0, 2873.121337890625), (1, 2754.739501953125)]","[(0, 4563.92626953125), (1, 4265.87744140625)]"
8,"[(0, 3484.9931640625), (1, 4093.07568359375)]","[(0, 4424.80859375), (1, 4784.10791015625)]","[(0, 7232.5146484375), (1, 6846.68017578125)]","[(0, 5350.9814453125), (1, 5388.50830078125)]","[(0, 5924.11572265625), (1, 4082.779296875)]","[(0, 4047.68212890625), (1, 3625.6103515625)]","[(0, 4336.50341796875), (1, 3926.89111328125)]","[(0, 1960.753662109375), (1, 1809.537109375)]","[(0, 3303.779296875), (1, 3898.72900390625)]","[(0, 3062.608642578125), (1, 2204.775390625)]","[(0, 1755.8919677734375), (1, 1658.025146484375)]"
9,"[(0, 3286.235595703125), (1, 3566.858642578125)]","[(0, 3256.103271484375), (1, 3097.98876953125)]","[(0, 4437.32568359375), (1, 4239.576171875)]","[(0, 7842.2373046875), (1, 8025.6689453125)]","[(0, 3408.1552734375), (1, 3200.89306640625)]","[(0, 3051.73388671875), (1, 2879.868408203125)]","[(0, 4049.701416015625), (1, 4396.29931640625)]","[(0, 2870.056884765625), (1, 2736.85595703125)]","[(0, 1348.9783935546875), (1, 1836.58935546875)]","[(0, 3905.114501953125), (1, 2941.039794921875)]","[(0, 3278.860107421875), (1, 3017.1552734375)]"
