,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 809.1361694335938), (1, 949.3428955078125)]","[(0, 944.5899047851562), (1, 916.3495483398438)]","[(0, 2397.992431640625), (1, 2471.63671875)]","[(0, 1632.181396484375), (1, 1712.8505859375)]","[(0, 3355.710205078125), (1, 1975.9747314453125)]","[(0, 4002.30712890625), (1, 4327.98388671875)]","[(0, 5941.45703125), (1, 6931.1533203125)]","[(0, 1030.26318359375), (1, 879.1734008789062)]","[(0, 2528.52880859375), (1, 2998.458740234375)]","[(0, 1913.5947265625), (1, 1492.0889892578125)]","[(0, 3488.6044921875), (1, 3077.015380859375)]"
1,"[(0, 1273.1282958984375), (1, 1750.476318359375)]","[(0, 1273.997314453125), (1, 1333.77978515625)]","[(0, 1496.7735595703125), (1, 1446.179443359375)]","[(0, 2662.058837890625), (1, 2625.241455078125)]","[(0, 2706.84033203125), (1, 1522.8046875)]","[(0, 4574.685546875), (1, 4320.95654296875)]","[(0, 4608.78515625), (1, 5043.40625)]","[(0, 975.9537353515625), (1, 704.564208984375)]","[(0, 1222.9674072265625), (1, 1080.17529296875)]","[(0, 1129.102294921875), (1, 1452.5667724609375)]","[(0, 1626.9022216796875), (1, 1547.6676025390625)]"
2,"[(0, 1221.3607177734375), (1, 1622.6357421875)]","[(0, 1124.2252197265625), (1, 1153.283447265625)]","[(0, 1750.4312744140625), (1, 1830.426513671875)]","[(0, 2735.472900390625), (1, 2914.83837890625)]","[(0, 1270.383056640625), (1, 1121.1839599609375)]","[(0, 5947.69287109375), (1, 6521.2333984375)]","[(0, 1892.599853515625), (1, 1824.7210693359375)]","[(0, 634.8472900390625), (1, 800.2171020507812)]","[(0, 1245.694580078125), (1, 1356.2244873046875)]","[(0, 3022.258544921875), (1, 3570.234619140625)]","[(0, 2119.2412109375), (1, 2047.8486328125)]"
3,"[(0, 1489.8629150390625), (1, 2032.5865478515625)]","[(0, 1129.1329345703125), (1, 1138.43017578125)]","[(0, 6147.85107421875), (1, 6314.552734375)]","[(0, 4280.4912109375), (1, 4313.93603515625)]","[(0, 1235.1973876953125), (1, 1120.3251953125)]","[(0, 4573.119140625), (1, 4832.35595703125)]","[(0, 4559.771484375), (1, 4884.39697265625)]","[(0, 2372.592529296875), (1, 2211.595458984375)]","[(0, 591.68994140625), (1, 934.40771484375)]","[(0, 1362.7855224609375), (1, 1156.4249267578125)]","[(0, 3482.478271484375), (1, 3078.1689453125)]"
4,"[(0, 1201.569580078125), (1, 1457.8173828125)]","[(0, 760.5709838867188), (1, 640.7869262695312)]","[(0, 5870.115234375), (1, 5898.2119140625)]","[(0, 3743.162109375), (1, 3841.163330078125)]","[(0, 4116.72802734375), (1, 2459.01953125)]","[(0, 3593.52099609375), (1, 3428.5693359375)]","[(0, 3270.708984375), (1, 3223.5654296875)]","[(0, 1471.3775634765625), (1, 1203.482421875)]","[(0, 1205.8560791015625), (1, 2121.870361328125)]","[(0, 489.27490234375), (1, 500.9854431152344)]","[(0, 2830.217041015625), (1, 2370.570556640625)]"
5,"[(0, 1026.7645263671875), (1, 1338.7664794921875)]","[(0, 391.0555725097656), (1, 336.9851379394531)]","[(0, 3033.14111328125), (1, 3012.052490234375)]","[(0, 2516.186279296875), (1, 2665.077880859375)]","[(0, 4758.8984375), (1, 2848.26513671875)]","[(0, 4333.716796875), (1, 4611.26025390625)]","[(0, 4181.59716796875), (1, 4485.23193359375)]","[(0, 1546.3973388671875), (1, 1557.0135498046875)]","[(0, 1369.1087646484375), (1, 1389.0162353515625)]","[(0, 831.0889892578125), (1, 1019.1983032226562)]","[(0, 1919.6650390625), (1, 1892.3994140625)]"
6,"[(0, 1168.3455810546875), (1, 1540.939453125)]","[(0, 1344.1356201171875), (1, 1477.4541015625)]","[(0, 1664.4422607421875), (1, 1580.0758056640625)]","[(0, 2324.776123046875), (1, 2616.855224609375)]","[(0, 2017.637451171875), (1, 1760.0858154296875)]","[(0, 3226.339599609375), (1, 3129.068115234375)]","[(0, 6742.8466796875), (1, 7404.45263671875)]","[(0, 1131.5006103515625), (1, 995.5297241210938)]","[(0, 1960.80224609375), (1, 1496.7921142578125)]","[(0, 2459.0244140625), (1, 2074.591064453125)]","[(0, 3391.693359375), (1, 2903.507568359375)]"
7,"[(0, 1120.5740966796875), (1, 1422.75)]","[(0, 1944.0390625), (1, 2337.425537109375)]","[(0, 1407.651611328125), (1, 1585.956787109375)]","[(0, 6232.3974609375), (1, 6247.9658203125)]","[(0, 2035.897216796875), (1, 1717.9825439453125)]","[(0, 2303.33447265625), (1, 2803.156494140625)]","[(0, 5611.9482421875), (1, 6177.189453125)]","[(0, 1691.62353515625), (1, 1890.211669921875)]","[(0, 716.4878540039062), (1, 782.7647705078125)]","[(0, 1676.220458984375), (1, 1979.714111328125)]","[(0, 3070.089111328125), (1, 2578.7353515625)]"
8,"[(0, 1746.9400634765625), (1, 2298.701904296875)]","[(0, 1421.51171875), (1, 1614.1461181640625)]","[(0, 4662.27587890625), (1, 4423.62744140625)]","[(0, 4059.31787109375), (1, 4073.099365234375)]","[(0, 3836.703857421875), (1, 2249.351318359375)]","[(0, 3630.4853515625), (1, 3088.13671875)]","[(0, 3064.73876953125), (1, 2915.579345703125)]","[(0, 850.7672119140625), (1, 859.2657470703125)]","[(0, 2278.15576171875), (1, 2908.3544921875)]","[(0, 1956.349365234375), (1, 1779.5411376953125)]","[(0, 1051.9473876953125), (1, 1001.25830078125)]"
9,"[(0, 1398.077880859375), (1, 1799.2467041015625)]","[(0, 1003.6707763671875), (1, 1058.339111328125)]","[(0, 2426.002685546875), (1, 2343.010498046875)]","[(0, 6104.46630859375), (1, 6314.263671875)]","[(0, 1255.66650390625), (1, 1106.315673828125)]","[(0, 2618.125732421875), (1, 2431.271728515625)]","[(0, 3836.57568359375), (1, 4016.01025390625)]","[(0, 1356.8662109375), (1, 1068.859130859375)]","[(0, 578.8265380859375), (1, 972.5592041015625)]","[(0, 2936.42236328125), (1, 1869.8629150390625)]","[(0, 2194.669189453125), (1, 2150.779052734375)]"
