,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 1785.1904296875), (1, 2157.383544921875)]","[(0, 1303.799560546875), (1, 1678.4407958984375)]","[(0, 6175.2158203125), (1, 5012.40673828125)]","[(0, 3447.135986328125), (1, 3094.54296875)]","[(0, 7556.98974609375), (1, 5793.2666015625)]","[(0, 7116.28515625), (1, 8034.337890625)]","[(0, 12816.826171875), (1, 15117.431640625)]","[(0, 1814.2474365234375), (1, 1608.5447998046875)]","[(4, 97.72390567555146), (3, 114.57417297363281), (1, 122.54109700520833), (0, 156.6751708984375), (5, 174.90255533854167), (2, 253.11857722355768)]","[(0, 5774.9033203125), (1, 5490.78466796875)]","[(4, 71.124169921875), (3, 87.92617361886161), (0, 91.65575154622395), (5, 109.6391132061298), (1, 114.77693997896634), (2, 119.56838156960227)]","[(0, 4539.677734375), (1, 2928.739990234375)]","[(4, 428.0018199573864), (1, 510.9249822443182), (3, 526.1490234375), (5, 530.028466796875), (2, 638.823193359375), (0, 650.793212890625)]","[(0, 11728.33984375), (1, 10378.47265625)]"
1,"[(0, 2074.360595703125), (1, 2432.724853515625)]","[(0, 1801.1842041015625), (1, 2364.580322265625)]","[(0, 1965.545654296875), (1, 1987.4189453125)]","[(0, 5101.43505859375), (1, 4919.55224609375)]","[(0, 6433.28369140625), (1, 3923.05810546875)]","[(0, 10424.25), (1, 9271.3251953125)]","[(0, 7018.6962890625), (1, 8787.966796875)]","[(0, 2648.29931640625), (1, 1219.47412109375)]","[(4, 203.86805308948863), (1, 246.0982111150568), (3, 273.29736328125), (5, 286.4958251953125), (0, 336.3354736328125), (2, 347.1416748046875)]","[(0, 2989.524658203125), (1, 2564.481689453125)]","[(4, 421.215576171875), (3, 535.5765713778409), (1, 558.7628173828125), (5, 613.1936257102273), (0, 647.9191672585227), (2, 744.3165394176136)]","[(0, 1642.6202392578125), (1, 2504.92724609375)]","[(4, 327.942138671875), (1, 338.0479213169643), (5, 366.3384486607143), (2, 396.0703125), (3, 416.61328125), (0, 489.4955303485577)]","[(0, 2965.71826171875), (1, 3664.284912109375)]"
2,"[(0, 2436.1865234375), (1, 2869.313720703125)]","[(0, 1563.93212890625), (1, 1886.4505615234375)]","[(0, 2708.43603515625), (1, 2961.62841796875)]","[(0, 5340.52587890625), (1, 5276.48486328125)]","[(0, 3326.428466796875), (1, 3192.408935546875)]","[(0, 12914.3818359375), (1, 13719.365234375)]","[(0, 5724.54443359375), (1, 4988.99072265625)]","[(0, 1110.765869140625), (1, 1369.727783203125)]","[(1, 135.8944091796875), (2, 175.0911865234375), (4, 238.04494065504807), (0, 298.2024489182692), (5, 323.2181396484375), (3, 550.0040394176136)]","[(0, 2448.43212890625), (1, 2076.748779296875)]","[(4, 371.55709402901783), (1, 388.2455647786458), (5, 453.8677978515625), (3, 453.93930288461536), (2, 485.450927734375), (0, 512.5623668323864)]","[(0, 8007.0615234375), (1, 8082.15380859375)]","[(1, 158.25483842329547), (2, 190.94129638671876), (4, 191.28950639204547), (0, 215.132568359375), (5, 232.470068359375), (3, 267.3667236328125)]","[(0, 4191.23095703125), (1, 4906.58740234375)]"
3,"[(0, 2173.530029296875), (1, 2703.04052734375)]","[(0, 1252.2349853515625), (1, 1450.8209228515625)]","[(0, 13508.0322265625), (1, 15102.5888671875)]","[(0, 9781.5419921875), (1, 9914.2158203125)]","[(0, 3306.635009765625), (1, 3212.232177734375)]","[(0, 7168.31005859375), (1, 7728.56689453125)]","[(0, 12454.654296875), (1, 14012.4951171875)]","[(0, 5250.36767578125), (1, 4499.85009765625)]","[(1, 262.70736416903407), (4, 285.1348765980114), (2, 349.7859130859375), (0, 353.530615234375), (3, 389.8888916015625), (5, 390.927685546875)]","[(0, 1559.75927734375), (1, 1745.991455078125)]","[(1, 403.6064453125), (2, 442.5416259765625), (0, 448.10888671875), (4, 471.07778695913464), (3, 601.8537190755209), (5, 607.1013590494791)]","[(0, 3348.2236328125), (1, 1899.732666015625)]","[(1, 466.66845703125), (4, 467.69673295454544), (2, 564.140771484375), (5, 565.922265625), (3, 611.676806640625), (0, 616.139794921875)]","[(0, 9616.2470703125), (1, 8362.08984375)]"
4,"[(0, 2022.8192138671875), (1, 2488.341552734375)]","[(0, 1005.5040283203125), (1, 1021.8455200195312)]","[(0, 19551.064453125), (1, 16802.072265625)]","[(0, 7809.5703125), (1, 10059.4482421875)]","[(0, 12978.6220703125), (1, 7456.66455078125)]","[(0, 7131.99951171875), (1, 6380.94970703125)]","[(0, 12665.7431640625), (1, 10949.763671875)]","[(0, 3326.958251953125), (1, 2796.485107421875)]","[(3, 126.70968627929688), (4, 131.1856427873884), (0, 148.29279033954327), (1, 158.66785481770833), (5, 275.9910888671875), (2, 329.53748497596155)]","[(0, 6656.01416015625), (1, 5840.81494140625)]","[(1, 203.11774553571428), (2, 221.50202824519232), (4, 225.43049504206732), (5, 269.836181640625), (0, 319.6146647135417), (3, 463.46706321022725)]","[(0, 731.9730224609375), (1, 970.5967407226562)]","[(1, 137.5806884765625), (4, 143.53712463378906), (3, 210.37449428013392), (0, 212.29682268415178), (5, 251.20654296875), (2, 251.71254185267858)]","[(0, 7852.55029296875), (1, 6692.568359375)]"
5,"[(0, 2061.260498046875), (1, 2492.470458984375)]","[(0, 756.6657104492188), (1, 740.318115234375)]","[(0, 5139.373046875), (1, 6445.24609375)]","[(0, 4732.68896484375), (1, 5256.70556640625)]","[(0, 9699.25), (1, 5870.00830078125)]","[(0, 7854.69189453125), (1, 9085.7353515625)]","[(0, 8965.28515625), (1, 9982.478515625)]","[(0, 3250.84716796875), (1, 2671.60009765625)]","[(4, 144.0700017755682), (5, 168.57283935546874), (1, 186.85544655539772), (3, 200.2783935546875), (2, 223.500341796875), (0, 275.03203125)]","[(0, 2580.542236328125), (1, 3439.884765625)]","[(4, 112.81299767127403), (2, 135.90705754206732), (5, 139.8923543294271), (1, 170.24107142857142), (0, 215.45625813802084), (3, 223.3700506036932)]","[(0, 1362.3944091796875), (1, 1544.305419921875)]","[(4, 541.5085042317709), (1, 560.8775634765625), (5, 688.8715376420455), (3, 715.1656161221591), (2, 716.7859108664773), (0, 753.4516157670455)]","[(0, 3000.755859375), (1, 3507.05810546875)]"
6,"[(0, 1798.1702880859375), (1, 2004.9654541015625)]","[(0, 1846.7877197265625), (1, 2911.5654296875)]","[(0, 6223.50048828125), (1, 5012.81787109375)]","[(0, 5147.84423828125), (1, 6558.84912109375)]","[(0, 4379.58544921875), (1, 3586.673583984375)]","[(0, 7178.68115234375), (1, 6208.21826171875)]","[(0, 16793.197265625), (1, 16887.6171875)]","[(0, 1804.8853759765625), (1, 1687.3763427734375)]","[(4, 371.7568766276042), (1, 381.7305501302083), (5, 456.07199928977275), (2, 468.4207208806818), (3, 490.7425426136364), (0, 507.8587091619318)]","[(0, 3689.148681640625), (1, 3348.26171875)]","[(4, 184.68490164620536), (1, 242.5938924153646), (3, 255.92133037860577), (5, 321.2633463541667), (0, 350.58846768465907), (2, 401.2633544921875)]","[(0, 3998.46923828125), (1, 2668.424560546875)]","[(1, 238.26863606770834), (3, 238.39934895833332), (0, 249.63272530691964), (5, 270.631591796875), (2, 285.6356858473558), (4, 341.4914245605469)]","[(0, 11873.2685546875), (1, 10669.6630859375)]"
7,"[(0, 1984.1436767578125), (1, 2411.197998046875)]","[(0, 2694.67431640625), (1, 4456.09912109375)]","[(0, 3218.668701171875), (1, 3600.244140625)]","[(0, 14118.517578125), (1, 12831.9794921875)]","[(0, 4223.94189453125), (1, 3280.24267578125)]","[(0, 4468.265625), (1, 5104.40869140625)]","[(0, 11429.15234375), (1, 12297.8310546875)]","[(0, 3961.80224609375), (1, 4228.28271484375)]","[(4, 212.00505719866072), (3, 241.1307169596354), (1, 272.962646484375), (5, 273.09900841346155), (0, 301.89896065848217), (2, 325.97412109375)]","[(0, 1696.1783447265625), (1, 1981.1146240234375)]","[(1, 276.12588778409093), (2, 339.3097412109375), (4, 356.1929820667614), (0, 424.230224609375), (5, 451.780712890625), (3, 551.743994140625)]","[(0, 3075.93310546875), (1, 3004.34375)]","[(4, 106.71315220424107), (1, 108.47140066964286), (5, 119.72642164963942), (2, 123.30372971754808), (3, 130.78494966947116), (0, 131.71697528545673)]","[(0, 9719.7783203125), (1, 8819.3837890625)]"
8,"[(0, 3095.434326171875), (1, 3736.83447265625)]","[(0, 2209.033203125), (1, 3320.9384765625)]","[(0, 9489.0439453125), (1, 8801.9736328125)]","[(0, 7003.75244140625), (1, 7169.8896484375)]","[(0, 10474.8359375), (1, 6376.3994140625)]","[(0, 7169.0625), (1, 6483.6171875)]","[(0, 9918.623046875), (1, 8250.1630859375)]","[(0, 1660.3702392578125), (1, 1613.2266845703125)]","[(4, 81.37638092041016), (5, 86.90185546875), (3, 95.72003580729167), (1, 110.6794662475586), (2, 121.6345703125), (0, 131.79020182291666)]","[(0, 5667.55615234375), (1, 6849.677734375)]","[(4, 88.343505859375), (1, 116.49676920572917), (2, 118.99493877704327), (5, 132.0264892578125), (0, 161.44403545673077), (3, 164.2242431640625)]","[(0, 3432.328125), (1, 3541.06591796875)]","[(4, 65.45402018229167), (1, 66.71825408935547), (2, 79.81124674479166), (5, 79.95567975725446), (3, 138.5213904747596), (0, 140.19890485491072)]","[(0, 1302.7275390625), (1, 1586.2799072265625)]"
9,"[(0, 2419.0703125), (1, 2918.852294921875)]","[(0, 1447.554443359375), (1, 1782.174560546875)]","[(0, 3744.143798828125), (1, 4977.87451171875)]","[(0, 15866.5810546875), (1, 16579.16796875)]","[(0, 2243.498291015625), (1, 1760.4490966796875)]","[(0, 5462.2265625), (1, 5088.41845703125)]","[(0, 11629.26953125), (1, 13569.439453125)]","[(0, 3374.76416015625), (1, 2815.907470703125)]","[(4, 87.46977015904018), (5, 91.15171461838942), (1, 95.40879720052084), (2, 99.77403913225446), (0, 190.7696814903846), (3, 193.64739990234375)]","[(0, 1610.7630615234375), (1, 2389.143798828125)]","[(4, 127.35667588975694), (3, 130.304931640625), (0, 145.73439025878906), (1, 163.12234317555146), (5, 235.06536865234375), (2, 247.87527669270833)]","[(0, 4823.3916015625), (1, 4136.8115234375)]","[(1, 126.51845005580357), (2, 147.8058800330529), (4, 172.09016301081732), (5, 210.43672688802084), (0, 275.7448323567708), (3, 403.46284623579544)]","[(0, 4210.6376953125), (1, 5133.08837890625)]"
